과목코드-분반,과목명,2019_1_1학년,2019_1_2학년,2019_1_3학년,2019_1_4학년
KOR3010-01,중세국어강독,쿼터없음,1 : 0.20,1 : 0.08,1 : 0.07
KOR3201-01,한문I,쿼터없음,1 : 0.80,1 : 0.71,1 : 0.30
KOR3203-01,구술문학론,쿼터없음,1 : 0.40,1 : 0.25,1 : 0.02
KOR3209-01,문학주제학,쿼터없음,1 : 0.60,1 : 0.27,1 : 0.08
KOR3307-01,고전소설론,쿼터없음,1 : 0.90,1 : 0.91,1 : 0.73
KOR3312-01,전통연희론,쿼터없음,1 : 0.45,1 : 0.23,1 : 0.05
KOR3401-01,현대시텍스트읽기I,쿼터없음,1 : 0.70,1 : 0.42,1 : 0.14
KOR3413-01,영상문학론,쿼터없음,1 : 0.35,1 : 0.39,1 : 0.18
KOR4099-01,개별연구논문,쿼터없음,쿼터없음,쿼터없음,쿼터없음
KOR4400-01,현대문학연습,쿼터없음,쿼터없음,1 : 0.40,1 : 0.12
KOR4500-01,국어와생활,신청없음,1 : 0.13,1 : 0.21,1 : 0.16
KOR4504-01,문학과문화콘텐츠,신청없음,1 : 0.33,1 : 0.64,1 : 0.38
KORQ981-01,국어교과교육론,쿼터없음,신청없음,1 : 0.05,1 : 0.03
KSC3002-01,한국사회이해를위한비판적쓰기,쿼터없음,쿼터없음,쿼터없음,쿼터없음
KSC4001-01,한국대중문화의이해,1 : 0.02,1 : 0.03,1 : 0.01,1 : 0.02
KSC4002-01,영화로이해하는한국,신청없음,1 : 0.05,신청없음,1 : 0.01
KSC4003-01,한류와문화산업,1 : 0.01,1 : 0.03,신청없음,1 : 0.01
KSC4004-01,한국의국제관계,신청없음,신청없음,1 : 0.01,신청없음
LAU4008-01,다매체시대의고전읽기,신청없음,1 : 0.10,신청없음,1 : 0.14
LAU4009-01,실무논술작법,신청없음,1 : 0.20,1 : 0.14,1 : 0.45
LAU4014-01,한국미술의역사와감상,신청없음,신청없음,1 : 0.03,1 : 0.12
LAU4015-01,서양미술의역사와감상,1 : 0.02,1 : 0.55,1 : 0.33,1 : 0.38
LAU4021-01,서양음악의역사와감상,신청없음,1 : 0.25,1 : 0.17,1 : 0.31
LAU4029-01,세계음악과문화의이해,1 : 0.27,1 : 2.40,1 : 1.13,1 : 2.53
LAU4032-01,뮤지컬의이해,신청없음,1 : 1.40,1 : 1.20,1 : 0.70
LAU4035-01,사진의이해,1 : 0.50,1 : 3.00,1 : 3.00,1 : 4.38
LAU4038-01,동양미술의이해,1 : 0.04,1 : 0.30,1 : 0.12,1 : 0.10
LAU4041-01,단소실습,신청없음,1 : 1.67,1 : 1.71,1 : 3.75
LAU4044-01,기호학으로문화읽기,신청없음,1 : 0.50,1 : 0.07,1 : 0.21
LCS2001-01,독일언어와문화I,1 : 0.07,1 : 1.00,1 : 0.33,1 : 1.25
LCS2001-02,독일언어와문화I,1 : 0.18,1 : 0.50,1 : 0.13,1 : 0.22
LCS2001-03,독일언어와문화I,1 : 0.09,1 : 0.50,1 : 0.25,신청없음
LCS2001-05,독일언어와문화I,1 : 0.05,1 : 0.80,신청없음,1 : 0.14
LCS2001-06,독일언어와문화I,1 : 0.06,1 : 0.50,1 : 0.63,1 : 0.60
LCS2002-01,독일언어와문화II,1 : 0.05,1 : 0.50,1 : 0.38,1 : 0.29
LCS2003-01,프랑스언어와문화I,1 : 0.13,1 : 1.00,신청없음,1 : 0.40
LCS2003-02,프랑스언어와문화I,1 : 0.14,1 : 1.40,1 : 1.00,1 : 0.50
LCS2003-03,프랑스언어와문화I,1 : 0.05,1 : 1.00,1 : 0.33,1 : 0.75
LCS2003-04,프랑스언어와문화I,1 : 0.05,1 : 0.40,1 : 0.50,1 : 1.20
LCS2003-05,프랑스언어와문화I,1 : 0.05,1 : 1.20,1 : 2.00,1 : 1.50
LCS2003-06,프랑스언어와문화I,신청없음,1 : 0.60,1 : 0.40,1 : 0.20
LCS2004-01,프랑스언어와문화II,1 : 0.05,1 : 1.60,1 : 0.67,1 : 2.00
LCS2005-01,중국언어와문화I,1 : 0.09,1 : 0.80,1 : 0.50,1 : 0.25
LCS2005-02,중국언어와문화I,1 : 0.04,1 : 0.60,1 : 0.20,1 : 0.17
LCS2005-03,중국언어와문화I,신청없음,1 : 0.60,신청없음,1 : 0.29
LCS2005-04,중국언어와문화I,1 : 0.15,1 : 2.00,1 : 1.00,1 : 1.50
LCS2005-05,중국언어와문화I,1 : 0.11,1 : 0.20,1 : 0.14,신청없음
LCS2006-01,중국언어와문화II,1 : 0.04,1 : 0.30,1 : 0.08,1 : 0.13
LCS2006-02,중국언어와문화II,신청없음,1 : 0.50,1 : 0.40,1 : 0.36
LCS2007-01,일본언어와문화I,1 : 0.57,1 : 2.11,1 : 1.25,1 : 1.33
LCS2007-02,일본언어와문화I,신청없음,1 : 0.78,1 : 0.67,1 : 0.80
LCS2007-03,일본언어와문화I,1 : 0.29,1 : 2.56,1 : 2.50,1 : 2.33
LCS2007-04,일본언어와문화I,1 : 0.07,1 : 1.11,1 : 1.50,1 : 0.67
LCS2007-05,일본언어와문화I,1 : 0.07,1 : 1.33,1 : 1.00,1 : 1.00
LCS2008-01,일본언어와문화II,신청없음,1 : 1.40,1 : 0.67,1 : 1.17
LCS2009-01,한국어와문화I,1 : 0.15,1 : 1.50,1 : 5.00,쿼터없음
LCS2009-02,한국어와문화I,1 : 0.15,1 : 0.30,1 : 0.22,쿼터없음
LCU4011-01,고급영어회화,신청없음,1 : 0.67,1 : 0.78,1 : 0.78
LCU4015-01,영화를통한영어연습,1 : 0.33,1 : 4.33,1 : 1.86,1 : 2.57
LCU4015-02,영화를통한영어연습,1 : 0.17,1 : 2.50,1 : 1.71,1 : 1.43
LCU4017-01,비즈니스영어연습,쿼터없음,1 : 0.50,1 : 1.00,1 : 1.11
LCU4035-01,초급러시아어,신청없음,1 : 0.60,1 : 1.00,1 : 2.20
LCU4103-01,기본영어,1 : 0.74,1 : 10.00,1 : 2.00,1 : 9.00
LCU4103-02,기본영어,1 : 0.17,1 : 12.00,1 : 2.00,1 : 1.00
LCU4105-01,초급아랍어,1 : 0.12,1 : 1.00,1 : 0.60,1 : 0.71
LCU4106-01,현대중동이해,1 : 0.02,1 : 0.13,1 : 0.04,1 : 0.10
LCU4107-01,튜터링을통한글쓰기능력신장,쿼터없음,1 : 0.67,1 : 0.40,1 : 2.55
LCU4107-02,튜터링을통한글쓰기능력신장,쿼터없음,1 : 0.20,1 : 0.15,1 : 1.27
LCU4115-01,영화로보는동남아시아,신청없음,1 : 0.20,1 : 0.11,1 : 0.04
LED3010-01,발표와토론,신청없음,신청없음,1 : 0.27,1 : 0.76
MAE2002-01,연극과엔터테인먼트,1 : 0.10,1 : 1.40,1 : 0.80,1 : 0.11
MAE2003-01,영상제작[캡스톤디자인],쿼터없음,1 : 1.40,1 : 2.20,1 : 0.90
MAE3001-01,매스커뮤니케이션,1 : 0.45,1 : 0.74,1 : 0.83,1 : 0.63
MAE3002-01,"미디어,인간,사회",1 : 0.33,1 : 4.60,1 : 2.00,1 : 0.95
MAE3006-01,뮤지컬프로덕션,쿼터없음,1 : 1.10,1 : 1.35,1 : 2.60
MAE3007-01,드라마의창조적해석,1 : 0.50,1 : 2.10,1 : 2.40,1 : 1.60
MAE3008-01,미디어엔터테인먼트 기획론,쿼터없음,1 : 0.15,1 : 0.54,1 : 0.16
MAE3009-01,미디어엔터테인먼트조직과산업의이해,쿼터없음,1 : 0.53,1 : 0.74,1 : 0.95
MAE3012-01,세계영화사,1 : 0.46,1 : 2.25,1 : 3.53,1 : 3.00
MAE3014-01,커뮤니케이션학입문,쿼터없음,1 : 0.87,1 : 1.24,1 : 0.60
MAE4009-01,각색 워크샵,쿼터없음,1 : 0.10,1 : 0.84,1 : 1.75
MAE4017-01,디지털콘텐츠기획[캡스톤디자인],쿼터없음,1 : 0.20,1 : 0.33,1 : 0.50
MAE4026-01,고급영화제작,쿼터없음,쿼터없음,1 : 0.73,1 : 0.16
MAS1001-01,지식융합미디어입문,신청없음,쿼터없음,쿼터없음,쿼터없음
MAS1002-01,Creativity & Visual Expression,1 : 0.01,쿼터없음,쿼터없음,쿼터없음
MAS1002-02,Creativity & Visual Expression,신청없음,쿼터없음,쿼터없음,쿼터없음
MAS1005-01,Critical Thinking for Social Inquiry,1 : 0.01,쿼터없음,쿼터없음,쿼터없음
MAS2004-01,인간소통과미디어,쿼터없음,1 : 3.80,1 : 2.40,1 : 1.33
MAS2005-01,시각과음향의향연,쿼터없음,1 : 1.70,1 : 4.10,쿼터없음
MAS2010-01,Fundamentals of Computer Science for Kor,신청없음,1 : 0.70,1 : 0.88,1 : 1.50
MAS3001-01,미디어커뮤니케이션조사론,쿼터없음,1 : 1.75,1 : 1.05,1 : 0.63
MAS3001-02,미디어커뮤니케이션조사론,쿼터없음,1 : 2.90,1 : 2.00,1 : 0.63
MAT1050-01,미적분학실습I,신청없음,1 : 2.00,신청없음,1 : 0.75
MAT1050-02,미적분학실습I,신청없음,신청없음,1 : 0.25,1 : 0.20
MAT1050-03,미적분학실습I,신청없음,1 : 1.00,1 : 0.50,신청없음
MAT1050-04,미적분학실습I,신청없음,1 : 0.50,1 : 0.33,신청없음
MAT1050-05,미적분학실습I,신청없음,1 : 1.00,1 : 3.00,1 : 1.50
MAT2010-01,집합론,쿼터없음,1 : 0.35,1 : 0.36,1 : 0.06
MAT2010-02,집합론,쿼터없음,1 : 1.38,1 : 3.10,1 : 1.10
MAT2110-01,선형대수학,쿼터없음,1 : 0.50,1 : 0.37,1 : 0.14
MAT2110-02,선형대수학,쿼터없음,1 : 0.10,1 : 0.02,1 : 0.05
MAT2110-03,선형대수학,쿼터없음,1 : 0.80,1 : 0.61,1 : 0.29
MAT2110-04,선형대수학,쿼터없음,1 : 0.35,1 : 0.61,1 : 0.33
MAT2110-05,선형대수학,쿼터없음,1 : 2.73,1 : 5.60,1 : 1.70
MAT2210-01,고등미적분학I,쿼터없음,1 : 0.88,1 : 1.33,1 : 0.80
MAT2210-02,고등미적분학I,쿼터없음,1 : 0.70,1 : 0.36,1 : 0.38
MAT2410-01,응용수학I,쿼터없음,1 : 1.60,1 : 0.75,1 : 0.47
MAT2410-02,응용수학I,쿼터없음,1 : 1.63,1 : 0.45,1 : 0.14
MAT2510-01,푸리에해석및응용,쿼터없음,신청없음,1 : 0.08,1 : 0.12
MAT3020-01,통계학입문,쿼터없음,1 : 1.30,1 : 1.20,1 : 0.50
MAT3110-01,이산수학,쿼터없음,1 : 0.17,1 : 0.82,1 : 1.83
MAT3430-01,응용통계학및실습,쿼터없음,신청없음,1 : 0.70,1 : 0.46
MAT3430-02,응용통계학및실습,쿼터없음,1 : 0.20,1 : 1.67,1 : 2.10
MAT3450-01,계산수학및실습,쿼터없음,신청없음,1 : 0.08,1 : 0.19
MAT4110-01,추상대수학I,쿼터없음,신청없음,1 : 0.83,1 : 0.30
MAT4110-02,추상대수학I,쿼터없음,1 : 0.50,1 : 0.74,1 : 0.45
MAT4210-01,복소수함수론I,쿼터없음,신청없음,1 : 0.50,1 : 0.53
MAT4310-01,미분기하학,쿼터없음,1 : 0.30,1 : 1.32,1 : 2.05
MAT4330-01,위상수학개론II,쿼터없음,신청없음,1 : 0.08,1 : 0.37
MATG210-01,실해석학I,쿼터없음,신청없음,1 : 0.13,1 : 0.50
MATQ981-01,수학교과교육론,쿼터없음,1 : 0.14,1 : 0.23,1 : 0.06
MEE2006-01,공학수학I,쿼터없음,1 : 0.65,1 : 0.09,1 : 0.02
MEE2011-01,고체역학,쿼터없음,1 : 0.78,1 : 0.65,1 : 0.47
MEE2011-02,고체역학,쿼터없음,1 : 0.73,1 : 0.23,1 : 0.07
MEE2022-01,열역학I,쿼터없음,1 : 0.78,1 : 0.05,1 : 0.14
MEE2022-02,열역학I,쿼터없음,1 : 0.53,1 : 0.16,1 : 0.03
MEE2025-01,모형설계제작,쿼터없음,1 : 1.56,1 : 1.00,신청없음
MEE2025-02,모형설계제작,쿼터없음,1 : 0.63,신청없음,신청없음
MEE2025-03,모형설계제작,쿼터없음,1 : 1.38,신청없음,1 : 0.25
MEE2026-01,2DCAD,쿼터없음,1 : 0.89,1 : 1.31,1 : 1.20
MEE3001-01,재료거동학,쿼터없음,쿼터없음,1 : 0.50,1 : 0.12
MEE3004-01,생산공정,쿼터없음,쿼터없음,1 : 0.44,1 : 0.05
MEE3004-02,생산공정,쿼터없음,쿼터없음,1 : 0.50,1 : 0.09
MEE3006-01,기계공학해석,쿼터없음,쿼터없음,1 : 0.61,1 : 0.25
MEE3013-01,자동제어,쿼터없음,쿼터없음,1 : 0.59,1 : 0.11
MEE3022-01,유체역학II,쿼터없음,쿼터없음,1 : 0.06,1 : 0.03
MEE3026-01,기계공학실험II,쿼터없음,쿼터없음,1 : 1.80,1 : 1.40
MEE3026-02,기계공학실험II,쿼터없음,쿼터없음,1 : 0.40,1 : 0.09
MEE3026-03,기계공학실험II,쿼터없음,쿼터없음,1 : 0.20,1 : 0.67
MEE3032-01,열전달,쿼터없음,쿼터없음,1 : 0.74,1 : 0.29
MEE4002-01,냉동및공기조화,쿼터없음,쿼터없음,1 : 0.10,1 : 0.16
MEE4004-01,3D-CAD,쿼터없음,쿼터없음,1 : 1.30,1 : 0.60
MEE4011-01,최적설계및실습,쿼터없음,쿼터없음,1 : 0.13,1 : 0.32
MEE4014-01,MEMS설계제작,쿼터없음,쿼터없음,1 : 0.08,1 : 0.26
MEE4015-01,바이오역학,쿼터없음,쿼터없음,1 : 0.12,1 : 0.17
MEE4021-01,창의적종합설계,쿼터없음,쿼터없음,쿼터없음,1 : 1.32
MEE4021-02,창의적종합설계,쿼터없음,쿼터없음,쿼터없음,1 : 0.40
MEE4021-03,창의적종합설계,쿼터없음,쿼터없음,쿼터없음,1 : 0.56
MEE4022-01,신재생에너지공학개론,쿼터없음,쿼터없음,1 : 0.18,1 : 0.31
MEE4032-01,미소열유체역학,쿼터없음,쿼터없음,신청없음,1 : 0.04
MEEG018-01,시스템모델링및해석,쿼터없음,쿼터없음,1 : 0.05,1 : 0.44
MEEG042-01,통계열역학및미소열전달,쿼터없음,쿼터없음,신청없음,1 : 0.03
MEEG111-01,실험계획법과통계분석,쿼터없음,쿼터없음,신청없음,1 : 0.13
MGT2002-01,경영통계학,1 : 1.17,1 : 1.73,1 : 2.13,1 : 0.80
MGT2002-02,경영통계학,1 : 0.46,1 : 1.67,1 : 1.40,1 : 0.40
MGT2002-03,경영통계학,1 : 0.23,1 : 2.67,1 : 3.00,1 : 1.00
MGT2002-04,경영통계학,1 : 0.03,1 : 0.07,1 : 0.04,신청없음
MGT2003-01,회계학원론,1 : 0.37,1 : 1.20,1 : 0.33,1 : 0.20
MGT2003-02,회계학원론,1 : 0.50,1 : 1.20,1 : 1.37,1 : 1.80
MGT2003-03,회계학원론,1 : 0.50,1 : 0.97,1 : 0.87,1 : 1.67
MGT2003-04,회계학원론,1 : 0.40,1 : 2.33,1 : 2.00,1 : 3.00
MGT2003-05,회계학원론,1 : 0.90,1 : 3.33,1 : 1.63,1 : 1.80
MGT3001-01,조직행동이론,1 : 0.04,1 : 2.80,1 : 1.50,1 : 0.47
MGT3001-02,조직행동이론,쿼터없음,1 : 0.68,1 : 1.26,1 : 4.60
MGT3001-03,조직행동이론,쿼터없음,1 : 0.48,1 : 0.49,1 : 0.16
MGT3001-04,조직행동이론,쿼터없음,1 : 0.67,1 : 0.40,쿼터없음
MGT3001-05,조직행동이론,쿼터없음,1 : 3.57,1 : 1.20,1 : 1.00
MGT3001-06,조직행동이론,쿼터없음,1 : 0.87,1 : 0.58,1 : 0.17
MGT3002-01,경영정보시스템,쿼터없음,1 : 0.27,1 : 1.15,1 : 1.00
MGT3002-02,경영정보시스템,쿼터없음,1 : 0.10,1 : 0.18,1 : 0.11
MGT3002-03,경영정보시스템,쿼터없음,1 : 0.60,1 : 1.04,1 : 0.87
MGT3002-04,경영정보시스템,쿼터없음,1 : 0.65,1 : 1.44,1 : 1.70
MGT3003-01,생산관리론,쿼터없음,1 : 1.94,1 : 1.40,1 : 1.00
MGT3003-02,생산관리론,쿼터없음,1 : 3.60,1 : 3.20,1 : 0.56
MGT3003-03,생산관리론,쿼터없음,1 : 0.60,1 : 0.47,1 : 0.05
MGT3003-04,생산관리론,쿼터없음,1 : 0.65,1 : 0.25,1 : 0.10
MGT3003-05,생산관리론,쿼터없음,1 : 3.10,1 : 1.45,1 : 0.40
MGT3004-01,재무관리,1 : 0.17,1 : 1.75,1 : 1.05,1 : 0.90
MGT3004-02,재무관리,1 : 0.05,1 : 1.55,1 : 1.50,1 : 0.40
MGT3004-04,재무관리,1 : 0.50,1 : 5.00,1 : 4.00,1 : 2.45
MGT3004-05,재무관리,1 : 0.10,1 : 0.80,1 : 1.13,1 : 1.35
MGT3005-01,관리회계,신청없음,1 : 0.77,1 : 1.14,1 : 3.50
MGT3005-02,관리회계,신청없음,1 : 1.03,1 : 2.07,1 : 2.90
MGT3005-03,관리회계,1 : 8.60,1 : 2.30,1 : 1.47,1 : 1.60
MGT3006-01,마케팅원론,쿼터없음,1 : 3.35,1 : 0.97,1 : 0.19
MGT3006-02,마케팅원론,쿼터없음,1 : 0.50,1 : 0.31,1 : 0.05
MGT3006-03,마케팅원론,쿼터없음,1 : 0.67,1 : 0.50,1 : 0.28
MGT3006-04,마케팅원론,쿼터없음,1 : 0.20,1 : 0.09,1 : 0.02
MGT3006-05,마케팅원론,쿼터없음,1 : 2.00,1 : 2.25,1 : 1.60
MGT3007-01,국제경영론,쿼터없음,1 : 0.30,1 : 0.24,1 : 0.05
MGT3007-02,국제경영론,쿼터없음,1 : 0.65,1 : 1.78,1 : 1.70
MGT3007-03,국제경영론,쿼터없음,1 : 0.35,1 : 1.00,1 : 0.43
MGT4101-01,경영전략시뮬레이션,쿼터없음,쿼터없음,1 : 0.16,1 : 0.16
MGT4102-01,경영전략,쿼터없음,쿼터없음,1 : 0.69,1 : 0.70
MGT4102-02,경영전략,쿼터없음,1 : 0.50,1 : 0.84,1 : 0.65
MGT4102-03,경영전략,쿼터없음,1 : 0.50,1 : 0.40,1 : 0.60
MGT4103-01,조직구조와전략,쿼터없음,신청없음,1 : 0.23,1 : 0.18
MGT4106-01,인적자원관리,쿼터없음,쿼터없음,1 : 1.02,1 : 6.20
MGT4106-02,인적자원관리,쿼터없음,쿼터없음,1 : 1.31,1 : 0.43
MGT4201-01,의사결정론,신청없음,1 : 0.10,1 : 0.42,1 : 0.76
MGT4203-01,경영과학,신청없음,1 : 0.45,1 : 0.67,1 : 1.00
MGT4203-02,경영과학,신청없음,1 : 0.10,1 : 0.37,1 : 0.23
MGT4204-01,시뮬레이션,신청없음,1 : 0.05,1 : 0.39,1 : 0.60
MGT4207-01,응용경영통계,신청없음,1 : 0.10,1 : 0.58,1 : 0.29
MGT4221-01,경영과정보기술,쿼터없음,신청없음,1 : 0.38,1 : 1.09
MGT4222-01,모바일통신경영,쿼터없음,1 : 0.04,1 : 0.84,1 : 1.14
MGT4241-01,기술경영,쿼터없음,1 : 0.15,1 : 0.29,1 : 0.65
MGT4243-01,경영품질의이해,쿼터없음,1 : 0.75,1 : 2.20,1 : 3.75
MGT4247-01,공급체인관리와e-business,쿼터없음,신청없음,1 : 0.05,1 : 0.21
MGT4248-01,비즈니스프로세스관리,쿼터없음,1 : 0.15,1 : 0.76,1 : 1.05
MGT4301-01,투자론,신청없음,1 : 0.25,1 : 1.37,1 : 2.10
MGT4301-02,투자론,신청없음,1 : 0.50,1 : 1.90,1 : 2.15
MGT4303-01,파생상품론,신청없음,1 : 0.10,1 : 1.26,1 : 2.65
MGT4307-01,금융기관론,신청없음,1 : 0.20,1 : 1.61,1 : 3.70
MGT4308-01,벤처캐피탈과투자분석(캡스톤디자인),신청없음,신청없음,1 : 0.15,1 : 0.24
MGT4310-01,가치평가이론과실무,쿼터없음,쿼터없음,1 : 0.23,1 : 0.29
MGT4313-01,벤처와금융시장(캡스톤디자인),쿼터없음,1 : 0.07,1 : 0.15,1 : 0.49
MGT4331-01,보험학원론,신청없음,1 : 0.05,1 : 0.36,1 : 0.20
MGT4331-02,보험학원론,신청없음,1 : 0.05,1 : 0.41,1 : 0.58
MGT4401-01,중급회계1,신청없음,1 : 0.45,1 : 0.60,1 : 0.42
MGT4401-02,중급회계1,신청없음,1 : 0.45,1 : 1.10,1 : 1.20
MGT4402-01,중급회계2,쿼터없음,1 : 0.40,1 : 1.19,1 : 2.45
MGT4403-01,고급회계,쿼터없음,1 : 0.20,1 : 0.46,1 : 0.69
MGT4404-01,원가회계,신청없음,1 : 0.95,1 : 2.13,1 : 2.10
MGT4502-01,소비자행동론,쿼터없음,1 : 0.10,1 : 0.81,1 : 1.83
MGT4503-01,시장조사론,쿼터없음,신청없음,1 : 0.18,1 : 0.43
MGT4505-01,브랜드전략론,쿼터없음,1 : 0.30,1 : 0.65,1 : 1.26
MGT4507-01,유통전략론,쿼터없음,신청없음,1 : 0.08,1 : 0.17
MGT4510-01,국제마케팅론,쿼터없음,신청없음,1 : 0.10,1 : 0.14
MGT4513-01,마케팅최신주제및사례연구,쿼터없음,쿼터없음,1 : 0.17,1 : 0.51
MGT4515-01,빅데이터마케팅(캡스톤디자인),쿼터없음,1 : 0.10,1 : 0.08,1 : 0.14
MGT4601-01,기업과국제환경,쿼터없음,1 : 0.25,1 : 0.97,1 : 1.74
MGT4604-01,국제경영전략,쿼터없음,1 : 0.10,1 : 0.24,1 : 0.19
MGT4605-01,무역경영관리,쿼터없음,1 : 0.45,1 : 1.90,1 : 3.40
MGT4701-01,경영영어라이팅,쿼터없음,신청없음,1 : 0.18,1 : 0.39
MGT4712-01,"지식,인성그리고경영",쿼터없음,쿼터없음,쿼터없음,쿼터없음
MGT4713-01,사회적가치창출프랙티컴,쿼터없음,쿼터없음,1 : 0.64,1 : 0.88
PEP2100-01,사회변동과제도의정치경제학,신청없음,1 : 0.20,1 : 0.06,1 : 0.07
PHI2002-01,동양철학개론,1 : 0.01,1 : 0.23,1 : 0.15,1 : 0.01
PHI2003-01,서양철학사,쿼터없음,1 : 0.75,1 : 0.50,1 : 0.16
PHI2005-01,논리학개론,쿼터없음,1 : 0.44,1 : 0.31,1 : 0.22
PHI2006-01,형이상학,쿼터없음,1 : 0.60,1 : 0.34,1 : 0.11
PHI3003-01,서양근대철학사,쿼터없음,1 : 0.20,1 : 0.19,1 : 0.05
PHI3010-01,영국경험론,쿼터없음,1 : 0.30,1 : 0.35,1 : 0.16
PHI3014-01,미학개론,쿼터없음,1 : 0.35,1 : 0.33,1 : 0.22
PHI3023-01,분석철학,쿼터없음,1 : 1.20,1 : 1.35,1 : 2.10
PHI3033-01,"선진,한철학사",쿼터없음,1 : 0.35,1 : 0.15,1 : 0.11
PHI3035-01,"송,명,청철학사",쿼터없음,1 : 0.05,1 : 0.18,1 : 0.05
PHI3037-01,도가철학,쿼터없음,1 : 0.20,1 : 0.28,1 : 0.28
PHI4010-01,논리철학,쿼터없음,1 : 0.35,1 : 0.45,1 : 0.43
PHI4011-01,그리스철학특강,쿼터없음,1 : 0.50,1 : 0.17,1 : 0.23
PHI4025-01,철학과문학,쿼터없음,1 : 0.40,1 : 0.19,1 : 0.19
PHI4036-01,동양철학의원리,쿼터없음,쿼터없음,신청없음,1 : 0.03
PHY1001-01,일반물리I,1 : 0.05,1 : 1.50,1 : 0.40,신청없음
PHY1001-02,일반물리I,신청없음,1 : 0.20,1 : 0.08,1 : 0.18
PHY1001-03,일반물리I,1 : 0.02,1 : 0.60,신청없음,1 : 0.14
PHY1001-05,일반물리I,1 : 0.13,1 : 2.80,1 : 0.40,1 : 0.25
PHY1001-06,일반물리I,신청없음,1 : 0.40,1 : 0.18,1 : 0.07
PHY1001-07,일반물리I,1 : 0.13,1 : 3.40,1 : 0.60,1 : 0.14
PHY1001-08,일반물리I,1 : 0.02,1 : 0.90,1 : 0.17,신청없음
PHY1001-09,일반물리I,신청없음,1 : 0.20,1 : 0.08,1 : 0.06
PHY1001-10,일반물리I,신청없음,1 : 0.30,1 : 0.17,1 : 0.13
PHY1101-01,일반물리실험I,신청없음,1 : 3.50,1 : 3.00,1 : 3.00
PHY1101-02,일반물리실험I,신청없음,1 : 1.50,1 : 1.00,1 : 2.00
PHY1101-03,일반물리실험I,신청없음,신청없음,신청없음,1 : 0.25
PHY1101-04,일반물리실험I,1 : 0.17,1 : 0.50,1 : 1.00,1 : 2.00
PHY1101-05,일반물리실험I,신청없음,1 : 0.50,1 : 2.00,1 : 2.00
PHY1101-07,일반물리실험I,1 : 0.08,신청없음,1 : 0.33,1 : 1.33
PHY1101-09,일반물리실험I,신청없음,1 : 1.50,신청없음,신청없음
PHY1101-10,일반물리실험I,1 : 0.15,1 : 4.50,신청없음,1 : 0.50
PHY1101-11,일반물리실험I,신청없음,1 : 2.50,1 : 3.00,신청없음
PHY1101-12,일반물리실험I,신청없음,1 : 0.50,신청없음,신청없음
PHY1101-13,일반물리실험I,신청없음,1 : 6.50,1 : 1.00,1 : 1.00
PHY1101-14,일반물리실험I,신청없음,1 : 6.00,신청없음,1 : 2.50
PHY1101-15,일반물리실험I,1 : 0.08,1 : 3.50,1 : 2.00,신청없음
PHY1101-16,일반물리실험I,1 : 0.15,1 : 3.00,1 : 2.00,신청없음
PHY1101-17,일반물리실험I,1 : 0.08,1 : 0.50,1 : 4.00,1 : 3.00
PHY1101-18,일반물리실험I,신청없음,1 : 0.50,신청없음,1 : 0.67
PHY1101-19,일반물리실험I,신청없음,신청없음,1 : 0.33,신청없음
PHY1101-20,일반물리실험I,신청없음,1 : 2.50,신청없음,1 : 3.00
PHY1101-21,일반물리실험I,신청없음,1 : 0.50,1 : 0.50,신청없음
PHY1101-22,일반물리실험I,신청없음,1 : 1.50,1 : 1.00,신청없음
PHY1101-23,일반물리실험I,1 : 0.08,1 : 1.00,1 : 2.00,신청없음
PHY1101-25,일반물리실험I,신청없음,1 : 2.00,신청없음,신청없음
PHY1101-26,일반물리실험I,신청없음,1 : 1.00,1 : 1.00,신청없음
PHY1101-27,일반물리실험I,신청없음,신청없음,1 : 0.33,1 : 0.33
PHY1101-28,일반물리실험I,신청없음,1 : 1.50,신청없음,신청없음
PHY1101-29,일반물리실험I,신청없음,신청없음,신청없음,1 : 0.75
PHY2001-01,역학I,쿼터없음,1 : 1.00,1 : 0.30,1 : 0.12
PHY2003-01,전자기학I,쿼터없음,1 : 1.07,1 : 0.45,1 : 0.13
PHY2004-01,전자기학II,쿼터없음,1 : 0.10,1 : 0.06,1 : 0.03
PHY2005-01,수리물리학I,쿼터없음,1 : 0.60,1 : 0.25,1 : 0.02
PHY2101-01,실험물리학I,쿼터없음,1 : 0.80,1 : 0.25,신청없음
PHY2101-02,실험물리학I,쿼터없음,1 : 1.40,1 : 1.00,1 : 0.50
PHY2101-03,실험물리학I,쿼터없음,1 : 1.00,신청없음,1 : 0.25
PHY2101-04,실험물리학I,쿼터없음,1 : 0.40,1 : 0.13,신청없음
PHY3001-01,양자물리학I,쿼터없음,1 : 0.15,1 : 0.43,1 : 0.09
PHY3003-01,열역학,쿼터없음,1 : 0.10,1 : 0.31,1 : 0.06
PHY3101-01,실험물리학III,쿼터없음,1 : 1.00,1 : 0.70,1 : 0.40
PHY3101-02,실험물리학III,쿼터없음,신청없음,1 : 0.75,1 : 0.20
PHY3101-03,실험물리학III,쿼터없음,신청없음,1 : 0.08,신청없음
PHY3101-04,실험물리학III,쿼터없음,1 : 0.50,1 : 0.45,1 : 0.13
PHY3501-01,물리캡스톤디자인I,쿼터없음,1 : 0.05,1 : 0.10,1 : 0.11
PHY4001-01,고체물리학I,쿼터없음,신청없음,1 : 0.08,1 : 0.13
