전공,입력코드,과목명,구분,전체,2학년,3학년,4학년,1학년
미국문화전공,AMC2014-01,번역연습,경쟁률,1 : 1.05,1 : 1.33,1 : 0.43,1 : 0.91,쿼터없음
미국문화전공,AMC2020-01,문화와글쓰기,경쟁률,1 : 0.85,1 : 0.80,1 : 1.00,1 : 1.50,신청없음
미국문화전공,AMC2031-02,미국학입문,경쟁률,1 : 0.10,1 : 0.30,신청없음,신청없음,신청없음
미국문화전공,AMC2033-01,미국역사와문화,경쟁률,1 : 0.56,1 : 0.84,1 : 0.14,1 : 0.18,1 : 0.08
미국문화전공,AMC3041-01,미국음악장르연구,경쟁률,1 : 0.80,1 : 1.07,1 : 0.33,1 : 0.55,쿼터없음
미국문화전공,AMC3065-01,세계속의미국문화,경쟁률,1 : 0.60,1 : 0.53,1 : 0.41,1 : 0.30,쿼터없음
미국문화전공,AMC3077-01,미국서부,경쟁률,1 : 0.58,1 : 0.47,1 : 0.26,1 : 0.37,쿼터없음
미국문화전공,AMC3082-01,미국흑인문화,경쟁률,1 : 0.30,1 : 0.07,1 : 0.17,1 : 0.18,쿼터없음
미국문화전공,AMC3095-01,환경과문화,경쟁률,1 : 0.58,1 : 0.47,1 : 0.35,1 : 0.32,쿼터없음
미국문화전공,AMC3099-01,미국문화특강II,경쟁률,1 : 0.25,1 : 0.20,1 : 0.11,1 : 0.12,쿼터없음
미국문화전공,AMC4100-01,모더니즘과사회변화,경쟁률,1 : 0.50,1 : 0.40,1 : 0.61,1 : 0.26,쿼터없음
미국문화전공,AMC4125-01,인간과과학기술,경쟁률,1 : 0.38,1 : 0.80,1 : 0.25,1 : 0.22,쿼터없음
아트&테크놀로지전공,ANT2001-01,Modern&Contemporary Art(Capstone design),경쟁률,1 : 0.71,1 : 0.53,1 : 0.27,1 : 0.52,쿼터없음
아트&테크놀로지전공,ANT2003-01,Humanities & creativity,경쟁률,1 : 0.60,1 : 0.50,1 : 1.60,1 : 1.67,신청없음
아트&테크놀로지전공,ANT2003-02,Humanities & creativity,경쟁률,1 : 0.56,1 : 0.75,1 : 1.50,1 : 1.67,신청없음
아트&테크놀로지전공,ANT2004-01,Drawing(Capstone design),경쟁률,1 : 0.77,1 : 2.00,1 : 8.00,1 : 7.00,신청없음
아트&테크놀로지전공,ANT2005-01,Computer Graphics,경쟁률,1 : 0.60,1 : 0.07,1 : 0.24,1 : 0.48,쿼터없음
아트&테크놀로지전공,ANT2006-01,Intro to Art & Technology,경쟁률,1 : 0.60,1 : 2.25,1 : 3.33,1 : 1.33,1 : 0.03
아트&테크놀로지전공,ANT2009-01,Digital Fabrication(Capstone design),경쟁률,1 : 0.74,1 : 0.73,1 : 0.63,1 : 0.25,쿼터없음
아트&테크놀로지전공,ANT2011-01,Intro to Sound,경쟁률,1 : 1.06,1 : 1.47,1 : 0.67,1 : 0.50,쿼터없음
아트&테크놀로지전공,ANT3003-01,Web Studio,경쟁률,1 : 0.69,1 : 0.53,1 : 0.32,1 : 0.45,쿼터없음
아트&테크놀로지전공,ANT3016-01,Creative Algorithms,경쟁률,1 : 0.34,1 : 0.47,1 : 0.17,1 : 0.04,쿼터없음
아트&테크놀로지전공,ANT4004-01,Storytelling Workshop,경쟁률,1 : 0.81,1 : 0.40,1 : 0.41,1 : 0.60,쿼터없음
아트&테크놀로지전공,ANT4008-01,Physical Computing Studio,경쟁률,1 : 0.14,신청없음,1 : 0.03,1 : 0.12,쿼터없음
아트&테크놀로지전공,ANT4010-01,졸업창작프로젝트III,경쟁률,1 : 0.40,쿼터없음,쿼터없음,1 : 0.40,쿼터없음
아트&테크놀로지전공,ANT4012-01,Immersive Media Studio,경쟁률,1 : 0.17,1 : 0.07,1 : 0.14,1 : 0.03,쿼터없음
아트&테크놀로지전공,ANT4013-01,Creative Capstone Project II,경쟁률,1 : 0.05,쿼터없음,신청없음,1 : 0.03,쿼터없음
생명과학전공,BIO1101-01,일반생물학I,경쟁률,1 : 0.53,1 : 1.67,1 : 0.70,1 : 0.63,신청없음
생명과학전공,BIO1101-02,일반생물학I,경쟁률,1 : 0.47,1 : 1.27,1 : 0.80,1 : 0.71,1 : 0.02
생명과학전공,BIO1101-03,일반생물학I,경쟁률,1 : 0.03,1 : 0.13,신청없음,신청없음,신청없음
생명과학전공,BIO1101-04,일반생물학I,경쟁률,1 : 0.17,1 : 0.53,1 : 0.06,1 : 0.14,신청없음
생명과학전공,BIO1105-01,일반생물학실험I,경쟁률,1 : 0.17,신청없음,신청없음,쿼터없음,1 : 0.13
생명과학전공,BIO1105-02,일반생물학실험I,경쟁률,1 : 0.50,1 : 1.33,1 : 2.00,쿼터없음,신청없음
생명과학전공,BIO1105-03,일반생물학실험I,경쟁률,1 : 0.33,1 : 0.33,1 : 0.67,쿼터없음,신청없음
생명과학전공,BIO1105-05,일반생물학실험I,경쟁률,1 : 0.08,신청없음,1 : 0.25,쿼터없음,신청없음
생명과학전공,BIO1105-06,일반생물학실험I,경쟁률,1 : 0.42,1 : 1.67,신청없음,쿼터없음,신청없음
생명과학전공,BIO1105-07,일반생물학실험I,경쟁률,1 : 0.08,신청없음,1 : 0.25,쿼터없음,신청없음
생명과학전공,BIO1105-09,일반생물학실험I,경쟁률,1 : 0.17,1 : 0.33,1 : 0.33,쿼터없음,신청없음
생명과학전공,BIO1105-10,일반생물학실험I,경쟁률,1 : 0.08,신청없음,신청없음,쿼터없음,신청없음
생명과학전공,BIO2121-01,현대생물학실험I,경쟁률,1 : 1.58,1 : 2.14,1 : 1.33,신청없음,신청없음
생명과학전공,BIO2121-02,현대생물학실험I,경쟁률,1 : 1.33,1 : 2.14,신청없음,1 : 0.25,신청없음
생명과학전공,BIO2121-03,현대생물학실험I,경쟁률,1 : 1.50,1 : 2.00,1 : 0.67,1 : 0.50,1 : 0.50
생명과학전공,BIO2131-01,생화학I,경쟁률,1 : 0.50,1 : 0.70,1 : 0.54,신청없음,1 : 0.03
생명과학전공,BIO2141-01,세포학,경쟁률,1 : 0.73,1 : 1.33,1 : 0.60,1 : 0.06,1 : 0.03
생명과학전공,BIO2350-01,숙주미생물상호작용,경쟁률,1 : 0.31,1 : 0.30,1 : 0.19,1 : 0.15,신청없음
생명과학전공,BIO2601-01,유전자클로닝개론,경쟁률,1 : 0.20,신청없음,1 : 0.13,1 : 0.16,신청없음
생명과학전공,BIO3123-01,현대생물학실험III,경쟁률,1 : 0.42,1 : 0.50,1 : 0.25,1 : 0.22,쿼터없음
생명과학전공,BIO3123-02,현대생물학실험III,경쟁률,1 : 1.50,1 : 0.50,1 : 1.63,1 : 1.33,쿼터없음
생명과학전공,BIO3123-03,현대생물학실험III,경쟁률,1 : 0.42,신청없음,1 : 0.44,1 : 0.13,쿼터없음
생명과학전공,BIO3161-01,유전학,경쟁률,1 : 0.11,1 : 0.07,1 : 0.11,1 : 0.04,신청없음
생명과학전공,BIO3212-01,생명공학개론,경쟁률,1 : 0.23,신청없음,1 : 0.20,1 : 0.14,신청없음
생명과학전공,BIO3311-01,발생학,경쟁률,1 : 0.31,1 : 0.07,1 : 0.33,1 : 0.16,신청없음
생명과학전공,BIO3712-01,미생물생리학,경쟁률,1 : 0.14,1 : 0.13,1 : 0.13,1 : 0.05,신청없음
생명과학전공,BIO4252-01,암생물학,경쟁률,1 : 0.07,신청없음,1 : 0.03,1 : 0.06,신청없음
생명과학전공,BIO4521-01,식물발달생물학,경쟁률,1 : 0.13,신청없음,1 : 0.08,1 : 0.10,신청없음
생명과학전공,BIO4911-01,최신생명과학탐색,경쟁률,1 : 0.06,신청없음,1 : 0.07,1 : 0.03,쿼터없음
생명과학전공,BIO4921-01,특수연구,경쟁률,1 : 0.05,쿼터없음,쿼터없음,1 : 0.05,쿼터없음
바이오융합기술연계전공,BNT3001-01,바이오융합기술프로젝트I,경쟁률,1 : 0.45,1 : 0.33,1 : 0.10,1 : 0.39,쿼터없음
바이오융합기술연계전공,BNT3006-01,의공학개론I,경쟁률,1 : 0.60,쿼터없음,1 : 0.35,1 : 0.52,쿼터없음
바이오융합기술연계전공,BNT3008-01,분자생물공학,경쟁률,1 : 0.15,쿼터없음,신청없음,1 : 0.15,쿼터없음
바이오융합기술연계전공,BNT3091-01,특수연구I,경쟁률,1 : 0.15,쿼터없음,쿼터없음,1 : 0.10,쿼터없음
바이오융합기술연계전공,BNTG008-01,바이오융합산업기술,경쟁률,1 : 0.40,쿼터없음,1 : 0.29,1 : 0.31,쿼터없음
바이오융합기술연계전공,BNTG031-01,지식재산권과특허,경쟁률,1 : 0.53,1 : 0.40,1 : 0.11,1 : 0.47,쿼터없음
화공생명공학전공,CBE2003-01,화공생명공학양론,경쟁률,1 : 0.54,1 : 0.40,쿼터없음,쿼터없음,쿼터없음
화공생명공학전공,CBE2003-02,화공생명공학양론,경쟁률,1 : 0.81,1 : 0.67,쿼터없음,쿼터없음,쿼터없음
화공생명공학전공,CBE2004-01,물리화학,경쟁률,1 : 0.56,1 : 0.58,1 : 0.06,신청없음,쿼터없음
화공생명공학전공,CBE2004-02,물리화학,경쟁률,1 : 0.70,1 : 0.76,1 : 0.13,1 : 0.04,쿼터없음
화공생명공학전공,CBE2005-01,응용유기화학,경쟁률,1 : 0.70,1 : 0.67,1 : 0.11,1 : 0.20,쿼터없음
화공생명공학전공,CBE2005-02,응용유기화학,경쟁률,1 : 0.90,1 : 0.93,1 : 0.50,1 : 0.17,쿼터없음
화공생명공학전공,CBE2008-01,화공생명공학기초실험I,경쟁률,1 : 1.15,1 : 1.33,1 : 0.40,쿼터없음,쿼터없음
화공생명공학전공,CBE2008-02,화공생명공학기초실험I,경쟁률,1 : 1.70,1 : 1.80,1 : 0.60,쿼터없음,쿼터없음
화공생명공학전공,CBE2008-03,화공생명공학기초실험I,경쟁률,1 : 0.80,1 : 1.07,신청없음,쿼터없음,쿼터없음
화공생명공학전공,CBE2008-04,화공생명공학기초실험I,경쟁률,1 : 0.55,1 : 0.60,신청없음,쿼터없음,쿼터없음
화공생명공학전공,CBE2008-05,화공생명공학기초실험I,경쟁률,1 : 0.50,1 : 0.67,신청없음,쿼터없음,쿼터없음
화공생명공학전공,CBE2011-01,화공수학I,경쟁률,1 : 0.76,1 : 0.73,1 : 0.20,1 : 0.12,쿼터없음
화공생명공학전공,CBE2011-02,화공수학I,경쟁률,1 : 0.91,1 : 0.93,1 : 0.57,1 : 0.18,쿼터없음
화공생명공학전공,CBE3002-01,공정열역학,경쟁률,1 : 0.43,쿼터없음,1 : 0.22,1 : 0.28,쿼터없음
화공생명공학전공,CBE3003-01,반응공학,경쟁률,1 : 0.66,쿼터없음,1 : 0.67,1 : 0.17,쿼터없음
화공생명공학전공,CBE3003-02,반응공학,경쟁률,1 : 0.59,쿼터없음,1 : 0.68,신청없음,쿼터없음
화공생명공학전공,CBE3004-01,화공유체역학,경쟁률,1 : 0.43,쿼터없음,1 : 0.43,1 : 0.09,쿼터없음
화공생명공학전공,CBE3004-02,화공유체역학,경쟁률,1 : 0.43,쿼터없음,1 : 0.47,1 : 0.02,쿼터없음
화공생명공학전공,CBE3007-01,고분자공학,경쟁률,1 : 1.14,쿼터없음,1 : 1.07,1 : 1.40,쿼터없음
화공생명공학전공,CBE3010-01,양자화학,경쟁률,1 : 0.34,쿼터없음,1 : 0.23,1 : 0.18,쿼터없음
화공생명공학전공,CBE3012-01,화공수학III,경쟁률,1 : 0.16,쿼터없음,1 : 0.14,1 : 0.09,쿼터없음
화공생명공학전공,CBE3013-01,응용분자생물학,경쟁률,1 : 0.80,쿼터없음,1 : 0.85,1 : 0.21,쿼터없음
화공생명공학전공,CBE3015-01,화공생명공학요소실험I,경쟁률,1 : 1.35,쿼터없음,1 : 1.73,1 : 0.20,쿼터없음
화공생명공학전공,CBE3015-02,화공생명공학요소실험I,경쟁률,1 : 1.55,쿼터없음,1 : 2.00,1 : 0.20,쿼터없음
화공생명공학전공,CBE3015-03,화공생명공학요소실험I,경쟁률,1 : 0.45,쿼터없음,1 : 0.53,1 : 0.08,쿼터없음
화공생명공학전공,CBE3015-04,화공생명공학요소실험I,경쟁률,1 : 0.60,쿼터없음,1 : 0.73,1 : 0.11,쿼터없음
화공생명공학전공,CBE3015-05,화공생명공학요소실험I,경쟁률,1 : 0.10,쿼터없음,1 : 0.13,신청없음,쿼터없음
화공생명공학전공,CBE4001-01,화공생명공학심화종합설계,경쟁률,1 : 0.37,쿼터없음,신청없음,1 : 0.37,쿼터없음
화공생명공학전공,CBE4003-01,이동현상,경쟁률,1 : 0.21,쿼터없음,1 : 0.10,1 : 0.20,쿼터없음
화공생명공학전공,CBE4004-01,분리정제공정,경쟁률,1 : 0.51,쿼터없음,1 : 0.20,1 : 0.50,쿼터없음
화공생명공학전공,CBE4008-01,반도체공정,경쟁률,1 : 0.40,쿼터없음,1 : 0.90,1 : 0.28,쿼터없음
화공생명공학전공,CBE4013-01,생물화학공학,경쟁률,1 : 0.23,쿼터없음,1 : 0.20,1 : 0.21,쿼터없음
화공생명공학전공,CBE4017-01,화공생명공학공정실험,경쟁률,1 : 1.25,쿼터없음,1 : 0.20,1 : 1.26,쿼터없음
화공생명공학전공,CBE4017-02,화공생명공학공정실험,경쟁률,1 : 0.50,쿼터없음,신청없음,1 : 0.50,쿼터없음
화공생명공학전공,CBE4017-03,화공생명공학공정실험,경쟁률,1 : 0.60,쿼터없음,1 : 0.20,1 : 0.58,쿼터없음
화공생명공학전공,CBE4021-01,나노기술의이해,경쟁률,1 : 0.26,1 : 0.05,1 : 0.07,1 : 0.21,쿼터없음
화공생명공학전공,CBEG005-01,화학산업과기술경영-기업가정신,경쟁률,1 : 0.48,쿼터없음,1 : 0.60,1 : 0.46,쿼터없음
중국문화전공,CHI2001-01,전공기초중국어1,경쟁률,1 : 0.90,1 : 2.40,1 : 1.40,1 : 1.60,신청없음
중국문화전공,CHI2004-01,중국문화의이해,경쟁률,1 : 1.13,1 : 1.10,1 : 1.30,1 : 1.40,1 : 0.60
중국문화전공,CHI2006-01,"오늘의중국,중국인",경쟁률,1 : 0.67,1 : 0.40,1 : 0.50,1 : 0.62,신청없음
중국문화전공,CHI3001-01,중국어회화1,경쟁률,1 : 0.67,1 : 1.00,1 : 0.70,1 : 0.38,신청없음
중국문화전공,CHI3005-01,고급중국어,경쟁률,1 : 0.71,1 : 1.10,1 : 0.60,1 : 0.50,1 : 0.08
중국문화전공,CHI3009-01,빅데이터로본중국사회,경쟁률,1 : 0.67,1 : 0.30,1 : 0.76,1 : 0.44,신청없음
중국문화전공,CHI3014-01,중국고전명문산책,경쟁률,1 : 0.87,1 : 0.50,1 : 0.67,1 : 1.00,1 : 0.20
중국문화전공,CHI3015-01,중국의현대와문학,경쟁률,1 : 0.30,1 : 0.20,1 : 0.22,1 : 0.16,신청없음
중국문화전공,CHI3024-01,중화권세계의이해,경쟁률,1 : 1.23,1 : 2.90,1 : 0.40,1 : 0.27,1 : 0.08
중국문화전공,CHI3030-01,문화연구:상징과권력,경쟁률,1 : 0.34,1 : 0.50,1 : 0.13,1 : 0.22,신청없음
중국문화전공,CHI4012-01,현대중국:구조와쟁점,경쟁률,1 : 0.37,1 : 0.20,1 : 0.29,1 : 0.30,신청없음
중국문화전공,CHI4014-01,글로벌라이제이션과중국,경쟁률,1 : 0.43,신청없음,1 : 0.20,1 : 0.43,신청없음
화학전공,CHM1001-02,일반화학I,경쟁률,1 : 0.06,쿼터없음,쿼터없음,신청없음,신청없음
화학전공,CHM1001-03,일반화학I,경쟁률,1 : 0.17,쿼터없음,쿼터없음,1 : 0.50,1 : 0.03
화학전공,CHM1001-04,일반화학I,경쟁률,1 : 0.13,쿼터없음,쿼터없음,1 : 0.10,1 : 0.03
화학전공,CHM1001-05,일반화학I,경쟁률,1 : 0.14,쿼터없음,쿼터없음,1 : 0.50,신청없음
화학전공,CHM1001-06,일반화학I,경쟁률,1 : 0.07,쿼터없음,쿼터없음,신청없음,신청없음
화학전공,CHM1001-07,일반화학I,경쟁률,1 : 0.11,쿼터없음,쿼터없음,1 : 0.20,신청없음
화학전공,CHM1001-08,일반화학I,경쟁률,1 : 0.06,쿼터없음,쿼터없음,1 : 0.10,1 : 0.01
화학전공,CHM1051-02,일반화학실험I,경쟁률,1 : 0.19,쿼터없음,쿼터없음,1 : 1.50,신청없음
화학전공,CHM1051-03,일반화학실험I,경쟁률,1 : 0.13,쿼터없음,쿼터없음,1 : 1.00,신청없음
화학전공,CHM1051-04,일반화학실험I,경쟁률,1 : 0.19,쿼터없음,쿼터없음,1 : 0.50,신청없음
화학전공,CHM1051-06,일반화학실험I,경쟁률,1 : 0.06,쿼터없음,쿼터없음,1 : 0.50,신청없음
화학전공,CHM1051-08,일반화학실험I,경쟁률,1 : 0.06,쿼터없음,쿼터없음,1 : 0.50,신청없음
화학전공,CHM1051-09,일반화학실험I,경쟁률,1 : 0.13,쿼터없음,쿼터없음,1 : 0.50,1 : 0.07
화학전공,CHM1051-10,일반화학실험I,경쟁률,1 : 0.06,쿼터없음,쿼터없음,1 : 0.50,신청없음
화학전공,CHM1051-11,일반화학실험I,경쟁률,1 : 0.19,쿼터없음,쿼터없음,1 : 0.50,1 : 0.07
화학전공,CHM1051-12,일반화학실험I,경쟁률,1 : 0.06,쿼터없음,쿼터없음,1 : 0.50,신청없음
화학전공,CHM1051-13,일반화학실험I,경쟁률,1 : 0.06,쿼터없음,쿼터없음,신청없음,신청없음
화학전공,CHM1051-14,일반화학실험I,경쟁률,1 : 0.06,쿼터없음,쿼터없음,신청없음,신청없음
화학전공,CHM1051-16,일반화학실험I,경쟁률,1 : 0.13,쿼터없음,쿼터없음,1 : 1.00,신청없음
화학전공,CHM1051-17,일반화학실험I,경쟁률,1 : 0.06,쿼터없음,쿼터없음,1 : 0.50,신청없음
화학전공,CHM1051-20,일반화학실험I,경쟁률,1 : 0.06,쿼터없음,쿼터없음,1 : 0.50,신청없음
화학전공,CHM2101-01,분석화학,경쟁률,1 : 0.15,1 : 0.40,1 : 0.08,1 : 0.03,신청없음
화학전공,CHM2151-01,분석화학실험,경쟁률,1 : 0.90,1 : 0.89,쿼터없음,1 : 0.50,쿼터없음
화학전공,CHM2151-02,분석화학실험,경쟁률,1 : 0.60,1 : 0.56,쿼터없음,1 : 0.50,쿼터없음
화학전공,CHM2151-03,분석화학실험,경쟁률,1 : 0.45,1 : 0.44,쿼터없음,신청없음,쿼터없음
화학전공,CHM2151-04,분석화학실험,경쟁률,1 : 0.15,1 : 0.17,쿼터없음,신청없음,쿼터없음
화학전공,CHM2202-01,물리화학II,경쟁률,1 : 0.17,1 : 0.05,1 : 0.28,1 : 0.03,신청없음
화학전공,CHM2231-01,물리화학특론,경쟁률,1 : 0.04,신청없음,1 : 0.01,1 : 0.04,신청없음
화학전공,CHM2251-01,물리화학실험I,경쟁률,1 : 0.89,쿼터없음,1 : 1.17,1 : 0.33,쿼터없음
화학전공,CHM2251-02,물리화학실험I,경쟁률,1 : 0.89,쿼터없음,1 : 1.08,1 : 0.33,쿼터없음
화학전공,CHM2251-03,물리화학실험I,경쟁률,1 : 0.78,쿼터없음,1 : 1.08,1 : 0.17,쿼터없음
화학전공,CHM2301-01,유기화학I,경쟁률,1 : 0.21,1 : 0.43,1 : 0.17,1 : 0.04,1 : 0.01
화학전공,CHM2301-02,유기화학I,경쟁률,1 : 0.22,1 : 0.58,1 : 0.18,1 : 0.02,신청없음
화학전공,CHM2303-01,유기화학III,경쟁률,1 : 0.11,쿼터없음,1 : 0.08,1 : 0.08,쿼터없음
화학전공,CHM2352-01,유기화학실험II,경쟁률,1 : 0.10,신청없음,1 : 0.07,1 : 0.08,신청없음
화학전공,CHM2401-01,무기화학I,경쟁률,1 : 0.16,1 : 0.08,1 : 0.27,1 : 0.01,신청없음
화학전공,CHM2602-01,생화학II,경쟁률,1 : 0.14,신청없음,1 : 0.11,1 : 0.12,신청없음
화학전공,CHM2651-01,생화학실험,경쟁률,1 : 1.06,쿼터없음,1 : 1.00,1 : 1.10,쿼터없음
화학전공,CHM2651-02,생화학실험,경쟁률,1 : 1.00,쿼터없음,1 : 0.83,1 : 1.00,쿼터없음
화학전공,CHM4051-01,연구프로젝트I,경쟁률,1 : 0.03,쿼터없음,1 : 0.05,신청없음,쿼터없음
화학전공,CHM4055-01,첨단화학캡스톤디자인,경쟁률,1 : 0.60,쿼터없음,1 : 1.60,1 : 0.27,쿼터없음
화학전공,CHM4203-01,화학특허와기술이전,경쟁률,1 : 0.01,신청없음,1 : 0.03,신청없음,신청없음
화학전공,CHMG301-01,고급유기화학I,경쟁률,1 : 0.03,신청없음,1 : 0.01,1 : 0.03,신청없음
화학전공,CHMG401-01,고급무기화학,경쟁률,1 : 0.04,신청없음,1 : 0.03,1 : 0.04,신청없음
교양학부(사학),CHS2001-01,한국문화와역사,경쟁률,1 : 0.85,1 : 2.15,1 : 0.45,1 : 0.35,1 : 0.13
교양학부(사학),CHS2001-02,한국문화와역사,경쟁률,1 : 0.54,1 : 1.15,1 : 0.65,1 : 0.11,1 : 0.09
교양학부(사학),CHS2002-01,현대한국의형성,경쟁률,1 : 0.60,1 : 1.40,1 : 0.65,1 : 0.22,1 : 0.02
교양학부(사학),CHS2002-02,현대한국의형성,경쟁률,1 : 0.50,1 : 1.40,1 : 0.25,1 : 0.06,1 : 0.09
교양학부(사학),CHS2002-03,현대한국의형성,경쟁률,1 : 0.35,1 : 0.75,1 : 0.20,신청없음,1 : 0.13
교양학부(사학),CHS2003-01,현대동아시아의형성,경쟁률,1 : 0.39,1 : 0.50,1 : 0.23,1 : 0.05,1 : 0.20
교양학부(사학),CHS2003-02,현대동아시아의형성,경쟁률,1 : 1.24,1 : 2.80,1 : 0.65,1 : 0.19,1 : 0.60
교양학부(사학),CHS2003-03,현대동아시아의형성,경쟁률,1 : 0.11,1 : 0.30,1 : 0.06,신청없음,1 : 0.01
교양학부(사학),CHS2004-01,현대서양의형성,경쟁률,1 : 0.34,1 : 0.75,1 : 0.08,1 : 0.16,1 : 0.05
교양학부(사학),CHS2004-02,현대서양의형성,경쟁률,1 : 0.54,1 : 1.35,1 : 0.45,1 : 0.13,1 : 0.06
교양학부(사학),CHS2004-03,현대서양의형성,경쟁률,1 : 0.31,1 : 0.55,1 : 0.28,1 : 0.05,1 : 0.07
교양학부(사학),CHS2006-01,역사란무엇인가,경쟁률,1 : 0.18,1 : 0.25,1 : 0.09,1 : 0.08,1 : 0.03
교양학부,CHU4002-01,인물로본한국사,경쟁률,1 : 0.34,1 : 0.45,1 : 0.26,1 : 0.21,1 : 0.02
교양학부,CHU4007-01,인물로본서양사,경쟁률,1 : 0.36,1 : 0.60,1 : 0.29,1 : 0.20,1 : 0.02
교양학부,CHU4011-01,영화로본역사,경쟁률,1 : 1.00,1 : 1.75,1 : 0.95,1 : 1.24,신청없음
신문방송학전공,COM2001-01,커뮤니케이션학입문(캡스톤디자인),경쟁률,1 : 0.57,1 : 0.47,1 : 0.63,1 : 0.32,1 : 0.16
신문방송학전공,COM2002-01,인간커뮤니케이션,경쟁률,1 : 1.68,1 : 1.00,1 : 1.35,1 : 4.60,1 : 2.60
신문방송학전공,COM2004-01,커뮤니케이션조사론,경쟁률,1 : 1.95,1 : 2.60,1 : 1.30,1 : 1.95,쿼터없음
신문방송학전공,COM2006-01,컨텐츠기획론,경쟁률,1 : 0.95,1 : 0.50,1 : 0.45,1 : 0.92,쿼터없음
신문방송학전공,COM3101-01,저널리즘개론,경쟁률,1 : 0.68,1 : 1.03,1 : 0.50,1 : 0.23,쿼터없음
신문방송학전공,COM3102-01,방송원론(캡스톤디자인),경쟁률,1 : 0.64,1 : 0.57,1 : 0.47,1 : 0.33,쿼터없음
신문방송학전공,COM3103-01,창의적말하기와글쓰기,경쟁률,1 : 2.13,1 : 0.10,1 : 0.84,1 : 3.62,쿼터없음
신문방송학전공,COM3105-01,한국언론사,경쟁률,1 : 0.43,1 : 0.40,1 : 0.19,1 : 0.22,쿼터없음
신문방송학전공,COM3111-01,대중문화론,경쟁률,1 : 1.60,1 : 1.90,1 : 1.35,1 : 1.80,쿼터없음
신문방송학전공,COM3117-01,미디어문화사,경쟁률,1 : 0.27,1 : 0.40,1 : 0.11,1 : 0.15,쿼터없음
신문방송학전공,COM3119-01,미디어기호학,경쟁률,1 : 0.93,쿼터없음,1 : 0.75,1 : 0.73,쿼터없음
신문방송학전공,COM3125-01,데이터뉴스,경쟁률,1 : 0.20,쿼터없음,1 : 0.13,1 : 0.13,쿼터없음
신문방송학전공,COM3130-01,정보사회와미디어,경쟁률,1 : 0.08,신청없음,1 : 0.05,1 : 0.05,쿼터없음
신문방송학전공,COM3136-01,시각커뮤니케이션,경쟁률,1 : 2.30,1 : 4.80,1 : 2.60,1 : 1.60,1 : 0.20
신문방송학전공,COM3201-01,광고커뮤니케이션,경쟁률,1 : 0.60,1 : 0.95,1 : 0.67,1 : 0.11,쿼터없음
신문방송학전공,COM3202-01,PR의이해,경쟁률,1 : 1.18,1 : 1.90,1 : 1.10,1 : 0.50,쿼터없음
신문방송학전공,COM3205-01,PR전략과이론,경쟁률,1 : 0.65,1 : 1.10,1 : 0.53,1 : 0.32,쿼터없음
신문방송학전공,COM3212-01,IMC캠페인실습,경쟁률,1 : 0.95,쿼터없음,1 : 1.11,1 : 0.80,쿼터없음
신문방송학전공,COM3214-01,PR작문,경쟁률,1 : 0.83,1 : 0.10,1 : 0.79,1 : 0.64,쿼터없음
신문방송학전공,COM3220-01,헬스커뮤니케이션,경쟁률,1 : 0.35,쿼터없음,1 : 0.40,1 : 0.13,쿼터없음
신문방송학전공,COM3301-01,연극입문,경쟁률,1 : 0.29,1 : 0.57,1 : 0.23,1 : 0.06,1 : 0.04
신문방송학전공,COM3302-01,영화입문,경쟁률,1 : 2.55,1 : 1.60,1 : 3.40,1 : 5.20,신청없음
신문방송학전공,COM3303-01,세계연극사,경쟁률,1 : 0.23,1 : 0.27,1 : 0.08,1 : 0.19,신청없음
신문방송학전공,COM3311-01,연출입문,경쟁률,1 : 1.38,1 : 1.90,1 : 2.15,1 : 1.35,1 : 0.10
신문방송학전공,COM3317-01,영상편집,경쟁률,1 : 2.25,1 : 0.80,1 : 3.25,1 : 1.88,쿼터없음
신문방송학전공,COM3322-01,뮤지컬입문,경쟁률,1 : 2.65,1 : 2.40,1 : 2.40,1 : 3.40,쿼터없음
신문방송학전공,COM3324-01,스토리개발및플롯구성(캡스톤디자인),경쟁률,1 : 2.60,1 : 1.07,1 : 2.33,1 : 8.00,쿼터없음
신문방송학전공,COM3329-01,판타지콘텐츠창작,경쟁률,1 : 1.95,1 : 2.20,1 : 1.60,1 : 2.00,쿼터없음
신문방송학전공,COM3401-01,디지털미디어개론,경쟁률,1 : 0.11,1 : 0.13,1 : 0.05,1 : 0.07,신청없음
신문방송학전공,COM3402-01,디지털미디어테크놀로지개론,경쟁률,1 : 1.30,1 : 3.40,1 : 1.70,1 : 0.75,1 : 0.30
신문방송학전공,COM3409-01,미디어심리학,경쟁률,1 : 1.03,1 : 0.90,1 : 0.81,1 : 1.07,쿼터없음
신문방송학전공,COM3428-01,모바일커뮤니케이션,경쟁률,1 : 1.10,1 : 1.20,1 : 0.80,1 : 1.08,쿼터없음
신문방송학전공,COM3434-01,"디지털미디어기업,경영컨설팅",경쟁률,1 : 0.18,쿼터없음,1 : 0.23,1 : 0.07,쿼터없음
교양학부(중핵),COR1001-01,읽기와쓰기,경쟁률,1 : 0.15,1 : 0.50,1 : 0.33,1 : 0.67,1 : 0.06
교양학부(중핵),COR1001-02,읽기와쓰기,경쟁률,1 : 0.05,1 : 1.00,신청없음,신청없음,신청없음
교양학부(중핵),COR1001-03,읽기와쓰기,경쟁률,1 : 0.03,신청없음,신청없음,1 : 0.20,신청없음
