개설전공 ,입력코드,과목명,구분,전체,1학년,2학년,3학년,4학년
신문방송학전공,COM3212-01,IMC캠페인실습,경쟁률,1 : 0.18,쿼터없음,1 : 0.07,1 : 0.10,1 : 0.08
신문방송학전공,COM3216-01,쟁점및위기커뮤니케이션,경쟁률,1 : 0.50,쿼터없음,1 : 0.15,1 : 0.30,1 : 0.31
신문방송학전공,COM3218-01,PR 캡스톤디자인,경쟁률,1 : 0.18,쿼터없음,1 : 0.20,1 : 0.07,1 : 0.06
신문방송학전공,COM3305-01,작품분석과해석,경쟁률,1 : 0.84,1 : 0.50,1 : 1.93,1 : 0.70,1 : 0.31
신문방송학전공,COM3307-01,공연의미학과이론,경쟁률,1 : 0.26,쿼터없음,1 : 0.70,1 : 0.22,1 : 0.03
신문방송학전공,COM3313-01,단막극연출,경쟁률,1 : 1.11,쿼터없음,1 : 1.50,1 : 0.80,1 : 1.00
신문방송학전공,COM3314-01,단편영화제작,경쟁률,1 : 0.67,쿼터없음,1 : 0.70,1 : 0.38,1 : 0.44
신문방송학전공,COM3316-01,대본창작의워크샵,경쟁률,1 : 2.12,쿼터없음,1 : 1.10,1 : 2.40,1 : 3.60
신문방송학전공,COM3329-01,판타지콘텐츠창작,경쟁률,1 : 0.05,1 : 0.02,1 : 0.06,1 : 0.02,신청없음
신문방송학전공,COM3333-01,뮤지컬창작심화(캡스톤디자인),경쟁률,1 : 1.43,쿼터없음,1 : 0.90,1 : 1.55,1 : 1.70
신문방송학전공,COM3402-01,디지털미디어테크놀로지개론,경쟁률,1 : 1.60,1 : 1.60,1 : 3.40,1 : 0.70,1 : 1.23
신문방송학전공,COM3404-01,텔레커뮤니케이션론,경쟁률,1 : 0.42,쿼터없음,1 : 0.70,1 : 0.19,1 : 0.15
신문방송학전공,COM3434-01,"디지털미디어기업,경영컨설팅",경쟁률,1 : 0.19,쿼터없음,쿼터없음,1 : 0.20,1 : 0.07
신문방송학전공,COM3435-01,가상현실콘텐츠기획제작,경쟁률,1 : 0.64,쿼터없음,1 : 1.00,1 : 0.40,1 : 0.44
교양학부(중핵),COR1001-01,읽기와쓰기,경쟁률,1 : 0.75,1 : 0.74,1 : 0.36,신청없음,신청없음
교양학부(중핵),COR1001-02,읽기와쓰기,경쟁률,1 : 0.65,1 : 0.69,1 : 0.15,신청없음,신청없음
교양학부(중핵),COR1001-03,읽기와쓰기,경쟁률,1 : 0.70,1 : 0.74,1 : 0.18,신청없음,신청없음
교양학부(중핵),COR1001-04,읽기와쓰기,경쟁률,1 : 1.20,1 : 1.31,1 : 1.00,신청없음,신청없음
교양학부(중핵),COR1001-05,읽기와쓰기,경쟁률,1 : 0.53,1 : 0.57,1 : 0.06,신청없음,신청없음
교양학부(중핵),COR1001-06,읽기와쓰기,경쟁률,1 : 0.08,1 : 0.09,신청없음,신청없음,신청없음
교양학부(중핵),COR1001-07,읽기와쓰기,경쟁률,1 : 0.78,1 : 0.83,1 : 0.25,신청없음,신청없음
교양학부(중핵),COR1001-08,읽기와쓰기,경쟁률,1 : 1.33,1 : 1.46,1 : 1.00,신청없음,신청없음
교양학부(중핵),COR1001-09,읽기와쓰기,경쟁률,1 : 0.05,1 : 0.03,1 : 0.03,신청없음,신청없음
교양학부(중핵),COR1001-10,읽기와쓰기,경쟁률,1 : 0.28,1 : 0.29,신청없음,신청없음,1 : 0.03
교양학부(중핵),COR1001-11,읽기와쓰기,경쟁률,1 : 0.38,1 : 0.37,신청없음,신청없음,1 : 0.07
교양학부(중핵),COR1001-12,읽기와쓰기,경쟁률,1 : 0.63,1 : 0.57,1 : 0.18,1 : 0.13,신청없음
교양학부(중핵),COR1001-13,읽기와쓰기,경쟁률,1 : 0.15,1 : 0.09,1 : 0.09,신청없음,신청없음
교양학부(중핵),COR1001-14,읽기와쓰기,경쟁률,1 : 1.08,1 : 0.94,1 : 2.00,1 : 0.50,1 : 0.50
교양학부(중핵),COR1001-15,읽기와쓰기,경쟁률,1 : 0.13,1 : 0.11,1 : 0.03,신청없음,신청없음
교양학부(중핵),COR1001-16,읽기와쓰기,경쟁률,1 : 0.98,1 : 1.03,1 : 1.00,1 : 0.50,신청없음
교양학부(중핵),COR1001-17,읽기와쓰기,경쟁률,1 : 0.20,1 : 0.20,1 : 0.03,신청없음,신청없음
교양학부(중핵),COR1001-18,읽기와쓰기,경쟁률,1 : 1.60,1 : 1.69,1 : 1.50,1 : 0.50,1 : 0.50
교양학부(중핵),COR1001-19,읽기와쓰기,경쟁률,1 : 1.00,1 : 1.14,신청없음,신청없음,신청없음
교양학부(중핵),COR1001-20,읽기와쓰기,경쟁률,1 : 1.10,1 : 1.23,1 : 0.50,신청없음,신청없음
교양학부(중핵),COR1001-21,읽기와쓰기,경쟁률,1 : 0.18,1 : 0.20,신청없음,신청없음,신청없음
교양학부(중핵),COR1003-01,글로벌의사소통I,경쟁률,1 : 1.58,1 : 1.41,1 : 9.00,신청없음,1 : 0.33
교양학부(중핵),COR1003-02,글로벌의사소통I,경쟁률,1 : 0.15,1 : 0.09,1 : 0.10,신청없음,신청없음
교양학부(중핵),COR1003-03,글로벌의사소통I,경쟁률,1 : 2.12,1 : 2.32,1 : 3.00,1 : 1.00,신청없음
교양학부(중핵),COR1003-04,글로벌의사소통I,경쟁률,1 : 1.15,1 : 1.32,신청없음,1 : 0.50,신청없음
교양학부(중핵),COR1003-05,글로벌의사소통I,경쟁률,1 : 2.81,1 : 3.09,1 : 2.00,1 : 1.00,1 : 1.00
교양학부(중핵),COR1003-06,글로벌의사소통I,경쟁률,1 : 1.19,1 : 1.27,1 : 3.00,신청없음,신청없음
교양학부(중핵),COR1003-07,글로벌의사소통I,경쟁률,1 : 1.77,1 : 1.86,1 : 3.00,신청없음,1 : 0.67
교양학부(중핵),COR1003-08,글로벌의사소통I,경쟁률,1 : 1.23,1 : 1.41,1 : 1.00,신청없음,신청없음
교양학부(중핵),COR1003-09,글로벌의사소통I,경쟁률,1 : 2.08,1 : 2.18,1 : 2.00,1 : 3.00,1 : 0.50
교양학부(중핵),COR1003-10,글로벌의사소통I,경쟁률,1 : 1.46,1 : 1.55,1 : 4.00,신청없음,신청없음
교양학부(중핵),COR1003-11,글로벌의사소통I,경쟁률,1 : 1.12,1 : 1.09,1 : 4.00,1 : 1.00,신청없음
교양학부(중핵),COR1003-12,글로벌의사소통I,경쟁률,1 : 0.23,1 : 0.27,신청없음,신청없음,신청없음
교양학부(중핵),COR1003-13,글로벌의사소통I,경쟁률,1 : 0.50,1 : 0.50,신청없음,신청없음,1 : 0.13
교양학부(중핵),COR1003-14,글로벌의사소통I,경쟁률,1 : 0.19,1 : 0.23,신청없음,신청없음,신청없음
교양학부(중핵),COR1003-15,글로벌의사소통I,경쟁률,1 : 0.58,1 : 0.45,1 : 0.31,신청없음,1 : 0.08
교양학부(중핵),COR1003-16,글로벌의사소통I,경쟁률,1 : 1.12,1 : 1.27,1 : 1.00,신청없음,신청없음
교양학부(중핵),COR1003-17,글로벌의사소통I,경쟁률,1 : 0.88,1 : 0.95,1 : 0.50,1 : 0.50,신청없음
교양학부(중핵),COR1003-18,글로벌의사소통I,경쟁률,1 : 0.08,1 : 0.05,1 : 0.05,신청없음,신청없음
교양학부(중핵),COR1003-19,글로벌의사소통I,경쟁률,1 : 1.42,1 : 1.55,1 : 2.00,신청없음,1 : 0.33
교양학부(중핵),COR1003-20,글로벌의사소통I,경쟁률,1 : 0.62,1 : 0.68,1 : 0.13,신청없음,신청없음
교양학부(중핵),COR1003-21,글로벌의사소통I,경쟁률,1 : 0.73,1 : 0.73,1 : 0.29,1 : 0.17,신청없음
교양학부(중핵),COR1003-22,글로벌의사소통I,경쟁률,1 : 0.19,1 : 0.09,1 : 0.14,신청없음,신청없음
교양학부(중핵),COR1005-01,글로벌의사소통I(고급),경쟁률,1 : 0.31,1 : 0.17,1 : 0.10,1 : 0.05,1 : 0.05
교양학부(중핵),COR1009-01,컴퓨팅사고력,경쟁률,1 : 1.78,1 : 1.78,쿼터없음,쿼터없음,쿼터없음
교양학부(중핵),COR1009-02,컴퓨팅사고력,경쟁률,1 : 0.29,1 : 0.29,쿼터없음,쿼터없음,쿼터없음
교양학부(중핵),COR1009-03,컴퓨팅사고력,경쟁률,1 : 1.26,1 : 1.26,쿼터없음,쿼터없음,쿼터없음
교양학부(중핵),COR1009-04,컴퓨팅사고력,경쟁률,1 : 0.22,1 : 0.22,쿼터없음,쿼터없음,쿼터없음
교양학부(중핵),COR1009-05,컴퓨팅사고력,경쟁률,1 : 0.89,1 : 0.88,쿼터없음,쿼터없음,쿼터없음
교양학부(중핵),COR1009-06,컴퓨팅사고력,경쟁률,1 : 0.21,1 : 0.21,쿼터없음,쿼터없음,쿼터없음
컴퓨터공학전공,CSE2003-01,기초공학설계,경쟁률,1 : 0.40,1 : 0.30,쿼터없음,쿼터없음,쿼터없음
컴퓨터공학전공,CSE2035-01,C프로그래밍,경쟁률,1 : 0.63,1 : 0.50,쿼터없음,쿼터없음,쿼터없음
컴퓨터공학전공,CSE2035-02,C프로그래밍,경쟁률,1 : 0.30,1 : 0.25,쿼터없음,쿼터없음,쿼터없음
컴퓨터공학전공,CSE2035-03,C프로그래밍,경쟁률,1 : 0.75,1 : 0.55,쿼터없음,쿼터없음,쿼터없음
컴퓨터공학전공,CSE3006-01,이산구조,경쟁률,1 : 0.73,1 : 0.48,쿼터없음,쿼터없음,쿼터없음
컴퓨터공학전공,CSE3006-02,이산구조,경쟁률,1 : 0.78,1 : 0.48,쿼터없음,쿼터없음,쿼터없음
컴퓨터공학전공,CSE3013-01,컴퓨터공학설계및실험I,경쟁률,1 : 1.05,쿼터없음,1 : 0.50,쿼터없음,쿼터없음
컴퓨터공학전공,CSE3015-01,디지탈회로개론,경쟁률,1 : 0.73,쿼터없음,1 : 0.55,쿼터없음,쿼터없음
컴퓨터공학전공,CSE3015-02,디지탈회로개론,경쟁률,1 : 0.87,쿼터없음,1 : 0.72,쿼터없음,쿼터없음
컴퓨터공학전공,CSE3016-01,컴퓨터공학실험II,경쟁률,1 : 1.55,쿼터없음,1 : 1.30,쿼터없음,쿼터없음
컴퓨터공학전공,CSE3016-02,컴퓨터공학실험II,경쟁률,1 : 0.30,쿼터없음,1 : 0.30,쿼터없음,쿼터없음
컴퓨터공학전공,CSE3016-03,컴퓨터공학실험II,경쟁률,1 : 1.30,쿼터없음,1 : 1.10,쿼터없음,쿼터없음
컴퓨터공학전공,CSE3016-04,컴퓨터공학실험II,경쟁률,1 : 0.75,쿼터없음,1 : 0.50,쿼터없음,쿼터없음
컴퓨터공학전공,CSE3016-05,컴퓨터공학실험II,경쟁률,1 : 0.70,쿼터없음,1 : 0.60,쿼터없음,쿼터없음
컴퓨터공학전공,CSE3040-01,JAVA언어,경쟁률,1 : 0.53,쿼터없음,1 : 0.18,쿼터없음,쿼터없음
컴퓨터공학전공,CSE3080-01,자료구조,경쟁률,1 : 0.25,쿼터없음,1 : 0.12,쿼터없음,쿼터없음
컴퓨터공학전공,CSE3081-01,알고리즘설계와분석,경쟁률,1 : 1.02,쿼터없음,1 : 0.43,쿼터없음,쿼터없음
컴퓨터공학전공,CSE3081-02,알고리즘설계와분석,경쟁률,1 : 0.87,쿼터없음,1 : 0.65,쿼터없음,쿼터없음
컴퓨터공학전공,CSE4011-01,임베디드컴퓨터구조,경쟁률,1 : 0.23,쿼터없음,쿼터없음,1 : 0.25,1 : 0.11
컴퓨터공학전공,CSE4060-01,데이터통신개론,경쟁률,1 : 0.34,쿼터없음,쿼터없음,1 : 0.47,1 : 0.13
컴퓨터공학전공,CSE4070-01,운영체제,경쟁률,1 : 0.38,쿼터없음,쿼터없음,1 : 0.62,1 : 0.11
컴퓨터공학전공,CSE4070-02,운영체제,경쟁률,1 : 0.38,쿼터없음,쿼터없음,1 : 0.52,1 : 0.16
컴퓨터공학전공,CSE4085-01,자동장치이론,경쟁률,1 : 0.13,쿼터없음,쿼터없음,1 : 0.16,1 : 0.04
컴퓨터공학전공,CSE4095-01,파일처리,경쟁률,1 : 0.21,쿼터없음,쿼터없음,1 : 0.26,1 : 0.07
컴퓨터공학전공,CSE4115-01,소프트웨어공학,경쟁률,1 : 0.22,쿼터없음,쿼터없음,1 : 0.24,1 : 0.10
컴퓨터공학전공,CSE4152-01,고급소프트웨어실습I,경쟁률,1 : 0.83,쿼터없음,쿼터없음,1 : 0.84,1 : 0.44
컴퓨터공학전공,CSE4152-02,고급소프트웨어실습I,경쟁률,1 : 1.40,쿼터없음,쿼터없음,1 : 1.32,1 : 1.80
컴퓨터공학전공,CSE4152-03,고급소프트웨어실습I,경쟁률,1 : 0.30,쿼터없음,쿼터없음,1 : 0.20,1 : 0.16
컴퓨터공학전공,CSE4152-04,고급소프트웨어실습I,경쟁률,1 : 0.67,쿼터없음,쿼터없음,1 : 0.68,1 : 0.23
컴퓨터공학전공,CSE4177-01,인터넷프로그래밍및응용,경쟁률,1 : 0.21,쿼터없음,쿼터없음,쿼터없음,1 : 0.18
컴퓨터공학전공,CSE4178-01,기초SOC설계,경쟁률,1 : 0.63,쿼터없음,쿼터없음,쿼터없음,1 : 0.50
컴퓨터공학전공,CSE4185-01,기초인공지능,경쟁률,1 : 0.29,쿼터없음,쿼터없음,1 : 0.26,1 : 0.18
컴퓨터공학전공,CSE4186-01,캡스톤디자인I,경쟁률,1 : 0.03,쿼터없음,쿼터없음,쿼터없음,1 : 0.03
컴퓨터공학전공,CSE4187-01,캡스톤디자인II,경쟁률,1 : 0.20,쿼터없음,쿼터없음,쿼터없음,1 : 0.20
컴퓨터공학전공,CSE4187-02,캡스톤디자인II,경쟁률,1 : 0.73,쿼터없음,쿼터없음,쿼터없음,1 : 0.70
컴퓨터공학전공,CSEG311-01,대화형사용자인터페이스개론,경쟁률,1 : 0.08,쿼터없음,쿼터없음,신청없음,1 : 0.08
컴퓨터공학전공,CSEG414-01,분산프로그래밍,경쟁률,1 : 0.33,쿼터없음,쿼터없음,1 : 0.10,1 : 0.26
컴퓨터공학전공,CSEQ982-01,컴퓨터학교과교재연구및지도법,경쟁률,1 : 0.05,신청없음,신청없음,신청없음,1 : 0.05
융합소프트웨어연계전공,CSW1010-01,IT개론,경쟁률,1 : 1.48,1 : 1.13,1 : 2.20,1 : 2.13,1 : 0.47
융합소프트웨어연계전공,CSW2020-01,기초Java언어,경쟁률,1 : 1.78,신청없음,1 : 1.48,1 : 2.20,1 : 1.75
융합소프트웨어연계전공,CSW2030-01,자료구조입문,경쟁률,1 : 1.40,신청없음,1 : 0.77,1 : 1.44,1 : 1.80
융합소프트웨어연계전공,CSW2040-01,정보사회와인문학,경쟁률,1 : 0.23,신청없음,1 : 0.33,1 : 0.10,1 : 0.04
융합소프트웨어연계전공,CSW2050-01,코퍼스언어학,경쟁률,1 : 0.23,신청없음,1 : 0.20,1 : 0.14,1 : 0.07
융합소프트웨어연계전공,CSW2060-01,인문콘텐츠학,경쟁률,1 : 0.19,신청없음,1 : 0.20,1 : 0.16,신청없음
융합소프트웨어연계전공,CSW3030-01,데이터베이스입문,경쟁률,1 : 0.86,신청없음,1 : 0.23,1 : 0.40,1 : 0.78
융합소프트웨어연계전공,CSW4010-01,융합소프트웨어종합설계,경쟁률,1 : 0.15,쿼터없음,쿼터없음,신청없음,1 : 0.13
경제학전공,ECO2001-01,경제학원론I,경쟁률,1 : 0.46,1 : 0.36,1 : 0.37,1 : 0.08,1 : 0.07
경제학전공,ECO2001-02,경제학원론I,경쟁률,1 : 0.04,1 : 0.04,1 : 0.03,신청없음,신청없음
경제학전공,ECO2001-03,경제학원론I,경쟁률,1 : 1.73,1 : 2.09,1 : 1.57,1 : 1.33,1 : 1.20
경제학전공,ECO2001-04,경제학원론I,경쟁률,1 : 0.96,1 : 1.13,1 : 1.00,1 : 0.73,1 : 0.29
경제학전공,ECO2001-06,경제학원론I,경쟁률,1 : 0.05,1 : 0.04,신청없음,1 : 0.03,신청없음
경제학전공,ECO2002-01,경제학원론II,경쟁률,1 : 0.10,1 : 0.10,쿼터없음,쿼터없음,쿼터없음
경제학전공,ECO2002-02,경제학원론II,경쟁률,1 : 0.13,1 : 0.13,쿼터없음,쿼터없음,쿼터없음
경제학전공,ECO2002-03,경제학원론II,경쟁률,1 : 0.23,1 : 0.20,1 : 0.17,1 : 0.03,1 : 0.01
경제학전공,ECO2002-04,경제학원론II,경쟁률,1 : 0.19,1 : 0.20,1 : 0.08,1 : 0.04,1 : 0.02
경제학전공,ECO2002-05,경제학원론II,경쟁률,1 : 0.60,1 : 0.67,1 : 0.38,1 : 0.26,1 : 0.05
경제학전공,ECO2002-06,경제학원론II,경쟁률,1 : 1.91,1 : 2.18,1 : 2.13,1 : 1.40,1 : 0.80
경제학전공,ECO2002-07,경제학원론II,경쟁률,1 : 2.22,1 : 3.00,1 : 1.83,1 : 1.47,1 : 1.00
경제학전공,ECO2002-08,경제학원론II,경쟁률,1 : 0.08,1 : 0.04,1 : 0.01,1 : 0.01,1 : 0.04
경제학전공,ECO2002-09,경제학원론II,경쟁률,1 : 0.61,1 : 0.67,1 : 0.49,1 : 0.13,1 : 0.09
경제학전공,ECO2002-10,경제학원론II,경쟁률,1 : 0.15,1 : 0.11,1 : 0.11,1 : 0.03,신청없음
경제학전공,ECO2003-01,경제수리기초,경쟁률,1 : 1.94,1 : 4.60,1 : 4.30,1 : 0.90,1 : 0.56
경제학전공,ECO2004-01,경제통계학,경쟁률,1 : 1.06,1 : 1.25,1 : 0.63,1 : 0.68,1 : 0.78
경제학전공,ECO2004-02,경제통계학,경쟁률,1 : 0.41,1 : 0.45,1 : 0.21,1 : 0.08,1 : 0.08
경제학전공,ECO2004-03,경제통계학,경쟁률,1 : 1.20,1 : 1.48,1 : 1.00,1 : 1.50,1 : 0.60
경제학전공,ECO2004-04,경제통계학,경쟁률,1 : 0.30,1 : 0.30,1 : 0.16,1 : 0.10,신청없음
경제학전공,ECO2006-01,미시경제학I,경쟁률,1 : 0.29,신청없음,1 : 0.27,1 : 0.19,1 : 0.03
경제학전공,ECO2006-02,미시경제학I,경쟁률,1 : 0.65,1 : 0.70,1 : 0.64,1 : 0.45,1 : 0.17
경제학전공,ECO2006-03,미시경제학I,경쟁률,1 : 1.23,1 : 2.00,1 : 1.48,1 : 0.80,1 : 0.65
경제학전공,ECO2007-01,거시경제학I,경쟁률,1 : 0.85,1 : 0.20,1 : 0.88,1 : 0.62,1 : 0.50
경제학전공,ECO2007-02,거시경제학I,경쟁률,1 : 0.16,신청없음,1 : 0.17,1 : 0.05,1 : 0.04
경제학전공,ECO2007-03,거시경제학I,경쟁률,1 : 1.12,1 : 0.20,1 : 1.05,1 : 1.37,1 : 0.95
경제학전공,ECO2007-04,거시경제학I,경쟁률,1 : 0.44,신청없음,1 : 0.43,1 : 0.19,1 : 0.13
경제학전공,ECO2008-01,수리경제학,경쟁률,1 : 0.97,쿼터없음,1 : 0.77,1 : 0.60,1 : 0.94
경제학전공,ECO2009-01,계량경제학I,경쟁률,1 : 1.45,쿼터없음,1 : 1.17,1 : 1.40,1 : 1.77
경제학전공,ECO2009-02,계량경제학I,경쟁률,1 : 1.00,쿼터없음,1 : 0.93,1 : 0.81,1 : 1.00
경제학전공,ECO3001-01,산업조직론,경쟁률,1 : 0.53,쿼터없음,1 : 0.07,1 : 0.31,1 : 0.39
경제학전공,ECO3002-01,노동경제학,경쟁률,1 : 1.27,쿼터없음,1 : 0.73,1 : 1.21,1 : 1.53
경제학전공,ECO3005-01,환경경제학,경쟁률,1 : 0.90,쿼터없음,1 : 0.33,1 : 0.48,1 : 0.84
경제학전공,ECO3007-01,농업경제학,경쟁률,1 : 0.96,쿼터없음,1 : 0.40,1 : 0.81,1 : 0.92
경제학전공,ECO3008-01,금융경제학,경쟁률,1 : 0.32,쿼터없음,1 : 0.10,1 : 0.18,1 : 0.20
경제학전공,ECO3010-01,국제무역론,경쟁률,1 : 1.16,쿼터없음,1 : 1.33,1 : 1.33,1 : 0.77
경제학전공,ECO3010-02,국제무역론,경쟁률,1 : 1.26,쿼터없음,1 : 1.73,1 : 1.15,1 : 0.93
경제학전공,ECO3017-01,국제경제학,경쟁률,1 : 1.16,쿼터없음,1 : 0.67,1 : 1.00,1 : 1.53
경제학전공,ECO3018-01,경제학도를위한영어쓰기와말하기,경쟁률,1 : 0.06,쿼터없음,신청없음,1 : 0.03,1 : 0.04
경제학전공,ECO4004-01,경제수리통계학,경쟁률,1 : 0.61,쿼터없음,쿼터없음,1 : 0.50,1 : 0.38
경제학전공,ECO4005-01,게임이론,경쟁률,1 : 0.97,쿼터없음,1 : 0.33,1 : 0.63,1 : 0.94
경제학전공,ECO4008-01,금융정책,경쟁률,1 : 0.24,쿼터없음,1 : 0.13,1 : 0.12,1 : 0.14
경제학전공,ECO4010-01,국제금융시장,경쟁률,1 : 1.11,쿼터없음,1 : 0.23,1 : 0.71,1 : 1.23
경제학전공,ECO4014-01,한국경제론,경쟁률,1 : 0.52,쿼터없음,1 : 0.27,1 : 0.32,1 : 0.33
경제학전공,ECO4019-01,경제학특강2,경쟁률,1 : 0.16,쿼터없음,신청없음,1 : 0.09,1 : 0.11
경제학전공,ECO4021-01,경제학특강4,경쟁률,1 : 0.23,쿼터없음,1 : 0.03,1 : 0.06,1 : 0.19
경제학전공,ECO4022-01,경제학특강5,경쟁률,1 : 1.00,쿼터없음,1 : 0.60,1 : 0.38,1 : 1.00
경제학전공,ECO4029-01,경제학방법론,경쟁률,1 : 0.15,쿼터없음,쿼터없음,신청없음,1 : 0.15
경제학전공,ECO4033-01,거시경제지표분석(캡스톤디자인),경쟁률,1 : 0.25,쿼터없음,신청없음,1 : 0.05,1 : 0.23
경제학전공,ECO4034-01,금융시장행태주의(behavioral)분석(캡스톤디자인),경쟁률,1 : 0.14,쿼터없음,쿼터없음,1 : 0.13,1 : 0.08
경제학전공,ECOG010-01,고급미시경제학I,경쟁률,1 : 0.20,쿼터없음,쿼터없음,1 : 0.40,1 : 0.05
경제학전공,ECOG020-01,고급거시경제학I,경쟁률,1 : 0.36,쿼터없음,쿼터없음,1 : 0.30,1 : 0.27
경제학전공,ECOG030-01,고급계량경제학I,경쟁률,1 : 0.16,쿼터없음,쿼터없음,1 : 0.20,1 : 0.09
교육문화연계전공,EDU2001-01,교육학개론,경쟁률,1 : 0.39,1 : 0.15,1 : 0.32,1 : 0.22,1 : 0.11
교육문화연계전공,EDU2002-01,교육철학및교육사,경쟁률,1 : 0.63,1 : 1.40,1 : 1.13,1 : 0.48,1 : 0.21
교육문화연계전공,EDU2003-01,교육심리,경쟁률,1 : 0.44,1 : 0.60,1 : 0.24,1 : 0.39,1 : 0.13
교육문화연계전공,EDU2004-01,교육방법및교육공학,경쟁률,1 : 0.32,신청없음,1 : 0.20,1 : 0.16,1 : 0.19
교육문화연계전공,EDU3001-01,교육과정,경쟁률,1 : 0.20,신청없음,1 : 0.07,1 : 0.12,1 : 0.12
교육문화연계전공,EDU3002-01,교육행정및교육경영,경쟁률,1 : 0.35,신청없음,1 : 0.13,1 : 0.24,1 : 0.20
교육문화연계전공,EDU3033-01,교육사회,경쟁률,1 : 0.91,1 : 0.60,1 : 1.42,1 : 0.55,1 : 0.66
교육문화연계전공,EDU3034-01,학교현장실습,경쟁률,1 : 0.40,쿼터없음,쿼터없음,쿼터없음,1 : 0.40
교육문화연계전공,EDU3035-01,교육봉사활동,경쟁률,1 : 0.09,쿼터없음,쿼터없음,1 : 0.02,1 : 0.08
교육문화연계전공,EDU3037-01,생활지도및상담,경쟁률,1 : 0.07,신청없음,신청없음,1 : 0.04,1 : 0.04
교육문화연계전공,EDU3045-01,특수교육학개론,경쟁률,1 : 0.45,신청없음,1 : 0.13,1 : 0.30,1 : 0.30
교육문화연계전공,EDU3046-01,교직실무,경쟁률,1 : 0.74,쿼터없음,쿼터없음,1 : 0.36,1 : 0.68
교육문화연계전공,EDUF981-01,외국어교과교육론,경쟁률,1 : 0.28,쿼터없음,1 : 0.10,1 : 0.29,1 : 0.09
교육문화연계전공,EDUF983-01,외국어교과교재연구및지도법,경쟁률,1 : 0.13,쿼터없음,신청없음,1 : 0.16,1 : 0.03
교육문화연계전공,EDUS982-01,과학교과논리및논술,경쟁률,1 : 0.10,신청없음,1 : 0.03,1 : 0.05,1 : 0.05
교육문화연계전공,EDUS983-01,과학교과교재연구및지도,경쟁률,1 : 0.15,신청없음,1 : 0.05,1 : 0.07,1 : 0.08
전자공학전공,EEE1002-01,C언어기초,경쟁률,1 : 0.47,1 : 0.67,신청없음,신청없음,신청없음
전자공학전공,EEE1002-02,C언어기초,경쟁률,1 : 0.97,1 : 0.81,1 : 1.43,1 : 0.67,신청없음
전자공학전공,EEE1002-03,C언어기초,경쟁률,1 : 0.63,1 : 0.62,1 : 0.55,신청없음,신청없음
전자공학전공,EEE1002-04,C언어기초,경쟁률,1 : 0.37,1 : 0.33,1 : 0.06,1 : 0.16,신청없음
전자공학전공,EEE2011-01,전자공학세미나I,경쟁률,1 : 0.20,쿼터없음,1 : 0.06,1 : 0.15,쿼터없음
전자공학전공,EEE2052-01,디지털논리회로실험,경쟁률,1 : 0.50,쿼터없음,1 : 0.41,1 : 0.13,쿼터없음
전자공학전공,EEE2052-02,디지털논리회로실험,경쟁률,1 : 1.46,쿼터없음,1 : 1.36,1 : 2.00,쿼터없음
전자공학전공,EEE2052-03,디지털논리회로실험,경쟁률,1 : 0.83,쿼터없음,1 : 0.82,1 : 0.33,쿼터없음
전자공학전공,EEE2052-04,디지털논리회로실험,경쟁률,1 : 0.79,쿼터없음,1 : 0.82,1 : 0.17,쿼터없음
전자공학전공,EEE2052-05,디지털논리회로실험,경쟁률,1 : 0.21,쿼터없음,1 : 0.09,1 : 0.14,쿼터없음
전자공학전공,EEE2102-01,전자장론II,경쟁률,1 : 0.44,쿼터없음,1 : 0.60,1 : 0.39,1 : 0.03
전자공학전공,EEE2104-01,고급공학수학II,경쟁률,1 : 0.71,쿼터없음,1 : 0.80,1 : 0.30,1 : 0.17
전자공학전공,EEE2104-02,고급공학수학II,경쟁률,1 : 0.51,쿼터없음,1 : 0.52,1 : 0.24,1 : 0.06
전자공학전공,EEE2108-01,공학프로그래밍,경쟁률,1 : 0.50,쿼터없음,1 : 0.73,1 : 0.14,1 : 0.12
전자공학전공,EEE2108-02,공학프로그래밍,경쟁률,1 : 0.62,쿼터없음,1 : 0.50,1 : 0.17,1 : 0.19
전자공학전공,EEE2111-01,기초회로이론,경쟁률,1 : 0.31,1 : 0.30,1 : 0.21,1 : 0.05,신청없음
전자공학전공,EEE2111-02,기초회로이론,경쟁률,1 : 0.26,1 : 0.23,1 : 0.20,신청없음,1 : 0.02
전자공학전공,EEE2111-03,기초회로이론,경쟁률,1 : 0.51,1 : 0.55,1 : 0.39,1 : 0.11,신청없음
전자공학전공,EEE2120-01,물리전자공학I,경쟁률,1 : 0.53,쿼터없음,1 : 0.57,1 : 0.20,1 : 0.05
전자공학전공,EEE2120-02,물리전자공학I,경쟁률,1 : 0.51,쿼터없음,1 : 0.48,1 : 0.24,1 : 0.05
전자공학전공,EEE2153-01,신호및시스템,경쟁률,1 : 0.54,쿼터없음,1 : 0.48,1 : 0.33,1 : 0.05
전자공학전공,EEE2153-02,신호및시스템,경쟁률,1 : 0.39,쿼터없음,1 : 0.38,1 : 0.15,1 : 0.04
전자공학전공,EEE3132-01,전자회로II,경쟁률,1 : 0.31,쿼터없음,쿼터없음,1 : 0.33,1 : 0.08
전자공학전공,EEE3132-02,전자회로II,경쟁률,1 : 0.36,쿼터없음,쿼터없음,1 : 0.42,1 : 0.07
전자공학전공,EEE3142-01,디지털제어,경쟁률,1 : 0.16,쿼터없음,쿼터없음,1 : 0.15,1 : 0.06
