전공,입력코드,과목명,구분,1학년,2학년,3학년,4학년
물리학전공,PHY1002-03,일반물리II,경쟁률,1 : 0.40,1 : 0.05,1 : 0.07,신청없음
물리학전공,PHY1002-04,일반물리II,경쟁률,1 : 0.07,1 : 0.06,1 : 0.03,1 : 0.02
물리학전공,PHY1002-05,일반물리II,경쟁률,1 : 1.40,1 : 1.50,1 : 0.40,1 : 0.09
물리학전공,PHY1002-06,일반물리II,경쟁률,1 : 0.04,1 : 0.06,1 : 0.02,신청없음
물리학전공,PHY1002-07,일반물리II,경쟁률,1 : 2.36,1 : 0.80,1 : 0.17,1 : 0.13
물리학전공,PHY1002-08,일반물리II,경쟁률,1 : 0.18,1 : 0.15,1 : 0.04,1 : 0.02
물리학전공,PHY1102-01,일반물리실험II,경쟁률,1 : 1.00,1 : 2.00,1 : 1.50,신청없음
물리학전공,PHY1102-02,일반물리실험II,경쟁률,1 : 1.00,1 : 1.00,1 : 0.50,신청없음
물리학전공,PHY1102-03,일반물리실험II,경쟁률,1 : 3.00,1 : 2.00,신청없음,1 : 0.67
물리학전공,PHY1102-04,일반물리실험II,경쟁률,1 : 1.91,1 : 1.50,1 : 0.50,1 : 1.00
물리학전공,PHY1102-05,일반물리실험II,경쟁률,1 : 1.55,1 : 0.50,신청없음,1 : 0.75
물리학전공,PHY1102-06,일반물리실험II,경쟁률,1 : 2.09,1 : 0.50,1 : 2.00,1 : 1.00
물리학전공,PHY1102-07,일반물리실험II,경쟁률,1 : 0.82,신청없음,신청없음,신청없음
물리학전공,PHY1102-08,일반물리실험II,경쟁률,1 : 0.45,신청없음,신청없음,신청없음
물리학전공,PHY1102-09,일반물리실험II,경쟁률,1 : 0.45,신청없음,1 : 0.10,1 : 0.10
물리학전공,PHY1102-10,일반물리실험II,경쟁률,1 : 0.45,1 : 0.13,1 : 0.11,신청없음
물리학전공,PHY1102-11,일반물리실험II,경쟁률,1 : 0.82,1 : 0.50,신청없음,1 : 0.20
물리학전공,PHY1102-12,일반물리실험II,경쟁률,1 : 0.82,1 : 0.25,신청없음,1 : 0.67
물리학전공,PHY1102-13,일반물리실험II,경쟁률,1 : 0.91,1 : 0.67,1 : 1.00,신청없음
물리학전공,PHY1102-14,일반물리실험II,경쟁률,1 : 0.73,1 : 0.40,신청없음,신청없음
물리학전공,PHY1102-15,일반물리실험II,경쟁률,1 : 0.73,1 : 0.40,1 : 0.20,신청없음
물리학전공,PHY1102-16,일반물리실험II,경쟁률,1 : 0.64,신청없음,1 : 0.38,신청없음
물리학전공,PHY1102-17,일반물리실험II,경쟁률,1 : 0.45,1 : 0.13,신청없음,1 : 0.10
물리학전공,PHY1102-18,일반물리실험II,경쟁률,1 : 0.91,1 : 0.33,신청없음,신청없음
물리학전공,PHY1102-19,일반물리실험II,경쟁률,1 : 0.36,신청없음,신청없음,신청없음
물리학전공,PHY1102-20,일반물리실험II,경쟁률,1 : 0.27,신청없음,신청없음,신청없음
물리학전공,PHY1102-21,일반물리실험II,경쟁률,1 : 1.82,신청없음,신청없음,신청없음
물리학전공,PHY1102-22,일반물리실험II,경쟁률,1 : 1.82,신청없음,신청없음,1 : 0.20
물리학전공,PHY1102-23,일반물리실험II,경쟁률,1 : 0.82,1 : 0.50,1 : 0.25,신청없음
물리학전공,PHY1102-24,일반물리실험II,경쟁률,1 : 0.64,1 : 0.33,1 : 0.17,1 : 0.50
물리학전공,PHY1102-25,일반물리실험II,경쟁률,1 : 0.36,신청없음,1 : 0.09,신청없음
물리학전공,PHY1102-26,일반물리실험II,경쟁률,1 : 0.18,신청없음,신청없음,신청없음
물리학전공,PHY2002-01,역학II,경쟁률,쿼터없음,1 : 0.25,1 : 0.06,1 : 0.02
물리학전공,PHY2004-01,전자기학II,경쟁률,쿼터없음,1 : 0.53,1 : 0.10,신청없음
물리학전공,PHY2006-01,수리물리학II,경쟁률,쿼터없음,1 : 0.30,1 : 0.15,1 : 0.04
물리학전공,PHY2007-01,전자물리학I,경쟁률,쿼터없음,1 : 0.10,1 : 0.09,1 : 0.03
물리학전공,PHY2009-01,현대물리학,경쟁률,쿼터없음,1 : 0.60,1 : 0.17,1 : 0.05
물리학전공,PHY2102-01,실험물리학II,경쟁률,쿼터없음,1 : 1.00,신청없음,신청없음
물리학전공,PHY2102-02,실험물리학II,경쟁률,쿼터없음,1 : 0.91,신청없음,신청없음
물리학전공,PHY2102-03,실험물리학II,경쟁률,쿼터없음,1 : 0.09,신청없음,신청없음
물리학전공,PHY2102-04,실험물리학II,경쟁률,쿼터없음,1 : 0.55,1 : 0.57,신청없음
물리학전공,PHY3002-01,양자물리학II,경쟁률,쿼터없음,신청없음,1 : 0.28,1 : 0.11
물리학전공,PHY3004-01,통계물리학,경쟁률,쿼터없음,신청없음,1 : 0.30,1 : 0.06
물리학전공,PHY3102-01,실험물리학Ⅳ,경쟁률,쿼터없음,신청없음,1 : 1.09,신청없음
물리학전공,PHY3102-02,실험물리학Ⅳ,경쟁률,쿼터없음,신청없음,1 : 0.73,1 : 0.50
물리학전공,PHY3102-03,실험물리학Ⅳ,경쟁률,쿼터없음,신청없음,1 : 0.27,1 : 0.33
물리학전공,PHY3502-01,물리캡스톤디자인II,경쟁률,쿼터없음,1 : 0.15,1 : 0.02,1 : 0.02
물리학전공,PHY4012-01,나노물리,경쟁률,쿼터없음,신청없음,1 : 0.13,1 : 0.09
물리학전공,PHY4203-01,물리특허와기술이전,경쟁률,쿼터없음,신청없음,신청없음,1 : 0.02
물리학전공,PHY4204-01,졸업프로젝트,경쟁률,쿼터없음,쿼터없음,신청없음,1 : 0.02
물리학전공,PHYG003-01,통계역학,경쟁률,쿼터없음,쿼터없음,쿼터없음,1 : 0.30
정치외교학전공,POL2002-01,정치학개론,경쟁률,1 : 0.52,1 : 0.32,1 : 0.12,1 : 0.08
정치외교학전공,POL2002-02,정치학개론,경쟁률,1 : 0.18,1 : 0.09,1 : 0.08,1 : 0.04
정치외교학전공,POL2004-01,연구방법론,경쟁률,1 : 0.10,1 : 0.47,1 : 0.55,1 : 0.95
정치외교학전공,POL3060-01,한국정치론,경쟁률,1 : 0.66,1 : 0.66,1 : 0.38,1 : 0.19
정치외교학전공,POL3062-01,한국의정치과정,경쟁률,1 : 0.02,1 : 0.10,1 : 0.06,1 : 0.04
정치외교학전공,POL3080-01,현대북한의정치,경쟁률,1 : 0.04,1 : 0.10,1 : 0.04,1 : 0.03
정치외교학전공,POL3112-01,문화와정치,경쟁률,1 : 0.02,1 : 0.07,1 : 0.06,1 : 0.08
정치외교학전공,POL3119-01,인권의정치,경쟁률,1 : 1.60,1 : 1.60,1 : 3.00,1 : 2.40
정치외교학전공,POL3122-01,소유와화폐의정치,경쟁률,1 : 0.08,1 : 0.04,1 : 0.01,1 : 0.02
정치외교학전공,POL3132-01,동북아정치질서,경쟁률,1 : 0.12,1 : 0.11,1 : 0.04,1 : 0.03
정치외교학전공,POL3138-01,외교정책론,경쟁률,1 : 0.06,1 : 0.08,1 : 0.04,1 : 0.08
정치외교학전공,POL3156-01,세계외교사,경쟁률,1 : 0.06,1 : 0.08,1 : 0.08,1 : 0.07
정치외교학전공,POL3161-01,비교정치론,경쟁률,1 : 0.06,1 : 0.03,1 : 0.04,1 : 0.04
정치외교학전공,POL3165-01,중국정치의이해,경쟁률,1 : 0.12,1 : 0.26,1 : 0.10,1 : 0.05
정치외교학전공,POL3170-01,유럽정치의이해,경쟁률,1 : 0.08,1 : 0.33,1 : 0.23,1 : 0.17
정치외교학전공,POL3182-01,정치경제론,경쟁률,1 : 0.08,1 : 0.28,1 : 0.13,1 : 0.09
정치외교학전공,POL3184-01,정치심리학,경쟁률,1 : 0.28,1 : 0.50,1 : 0.21,1 : 0.18
정치외교학전공,POL4065-01,한국정치사회학,경쟁률,신청없음,1 : 0.04,1 : 0.01,신청없음
정치외교학전공,POL4084-01,한반도정치론,경쟁률,1 : 0.04,1 : 0.14,1 : 0.07,1 : 0.06
정치외교학전공,POL4095-01,여론조사와여론읽기(캡스톤디자인),경쟁률,쿼터없음,1 : 0.25,1 : 0.09,신청없음
정치외교학전공,POL4096-01,정치와언론,경쟁률,1 : 0.04,1 : 0.06,신청없음,1 : 0.02
정치외교학전공,POL4103-01,한국정치사상,경쟁률,1 : 0.06,1 : 0.03,1 : 0.02,1 : 0.01
정치외교학전공,POL4151-01,군사안보전략,경쟁률,1 : 0.02,1 : 0.04,1 : 0.08,1 : 0.15
심리학전공,PSY2001-01,일반심리학,경쟁률,1 : 0.90,1 : 0.57,1 : 0.60,1 : 0.50
심리학전공,PSY2003-01,발달심리학,경쟁률,1 : 1.90,1 : 1.60,1 : 1.05,1 : 0.64
심리학전공,PSY3002-01,상담심리학,경쟁률,쿼터없음,1 : 1.13,1 : 0.55,1 : 0.31
심리학전공,PSY3007-01,긍정심리학,경쟁률,쿼터없음,1 : 0.70,1 : 0.69,1 : 0.25
심리학전공,PSY3009-01,사회심리학,경쟁률,1 : 0.60,1 : 0.24,1 : 0.23,1 : 0.18
심리학전공,PSY3014-01,학습심리학,경쟁률,1 : 0.20,1 : 0.17,1 : 0.15,1 : 0.08
심리학전공,PSY3016-01,동기및정서심리학,경쟁률,1 : 0.30,1 : 0.94,1 : 0.82,1 : 0.29
심리학전공,PSY3020-01,아동청소년상담과심리치료,경쟁률,쿼터없음,1 : 0.10,1 : 0.53,1 : 0.47
심리학전공,PSY4001-01,이상심리학,경쟁률,쿼터없음,1 : 2.40,1 : 1.70,1 : 1.10
심리학전공,PSY4002-01,심리검사및측정,경쟁률,1 : 0.13,1 : 0.39,1 : 0.17,1 : 0.23
심리학전공,PSY4006-01,가족상담,경쟁률,쿼터없음,1 : 0.40,1 : 0.59,1 : 0.30
심리학전공,PSY4016-01,조직심리학,경쟁률,신청없음,1 : 0.03,1 : 0.15,1 : 0.11
심리학전공,PSY4025-01,심리학연구방법론,경쟁률,쿼터없음,1 : 0.10,1 : 0.29,1 : 0.26
심리학전공,PSY4042-01,직업심리학,경쟁률,신청없음,1 : 0.03,1 : 0.13,1 : 0.06
공공인재연계전공,PUB2001-01,법과정의,경쟁률,1 : 0.40,1 : 0.38,1 : 0.20,1 : 0.27
공공인재연계전공,PUB2004-01,법적사고와논리,경쟁률,1 : 0.25,1 : 0.23,1 : 0.30,1 : 0.21
공공인재연계전공,PUB2005-01,법과현대사회,경쟁률,1 : 0.20,1 : 0.22,1 : 0.29,1 : 0.14
공공인재연계전공,PUB3001-01,국민의기본적권리에대한이해,경쟁률,1 : 0.10,1 : 0.47,1 : 0.48,1 : 0.51
공공인재연계전공,PUB3003-01,법치행정의이해,경쟁률,1 : 0.10,1 : 0.13,1 : 0.25,1 : 0.18
공공인재연계전공,PUB3004-01,재산관계와법I,경쟁률,신청없음,1 : 0.10,1 : 0.04,1 : 0.03
공공인재연계전공,PUB3006-01,가족관계와법,경쟁률,신청없음,1 : 0.05,1 : 0.03,1 : 0.04
공공인재연계전공,PUB3007-01,민사분쟁처리와법,경쟁률,신청없음,1 : 0.05,1 : 0.09,1 : 0.08
공공인재연계전공,PUB3008-01,범죄와형벌의이해,경쟁률,1 : 0.05,1 : 0.15,1 : 0.08,1 : 0.09
공공인재연계전공,PUB4002-01,환경과법,경쟁률,1 : 0.05,1 : 0.05,1 : 0.06,1 : 0.02
종교학전공,REL2001-01,종교의이해,경쟁률,1 : 0.10,1 : 0.05,1 : 0.04,1 : 0.01
종교학전공,REL2011-01,종교학답사II,경쟁률,신청없음,1 : 0.03,1 : 0.02,신청없음
종교학전공,REL3010-01,현대사회와이슬람교,경쟁률,1 : 0.25,1 : 0.14,1 : 0.06,1 : 0.09
종교학전공,REL3013-01,한국그리스도교의이해,경쟁률,1 : 0.05,1 : 0.03,1 : 0.02,1 : 0.01
종교학전공,REL3021-01,도교강독,경쟁률,1 : 0.10,1 : 0.13,1 : 0.02,1 : 0.03
종교학전공,REL3022-01,한국종교의이해,경쟁률,1 : 0.05,1 : 0.05,1 : 0.04,신청없음
종교학전공,REL3027-01,종교현상학,경쟁률,신청없음,1 : 0.08,1 : 0.02,1 : 0.05
종교학전공,REL3028-01,종교인류학,경쟁률,1 : 0.05,신청없음,1 : 0.03,1 : 0.03
종교학전공,REL3029-01,종교심리학,경쟁률,신청없음,신청없음,1 : 0.05,1 : 0.05
종교학전공,REL3035-01,선불교입문,경쟁률,신청없음,신청없음,1 : 0.05,1 : 0.03
종교학전공,REL3038-01,종교와젠더,경쟁률,신청없음,신청없음,1 : 0.03,1 : 0.03
종교학전공,REL3043-01,수양과명상,경쟁률,신청없음,1 : 0.25,1 : 0.53,1 : 1.22
종교학전공,REL3046-01,죽음과고통의현상학,경쟁률,신청없음,1 : 0.03,1 : 0.03,1 : 0.03
종교학전공,REL4099-01,개별연구논문,경쟁률,쿼터없음,쿼터없음,쿼터없음,쿼터없음
종교학전공,RELG003-01,유교와마테오리치,경쟁률,신청없음,신청없음,1 : 0.02,1 : 0.01
#N/A,ROT4002-01,무관후보생교육II,경쟁률,쿼터없음,쿼터없음,1 : 0.42,쿼터없음
#N/A,ROT4004-01,무관후보생교육IV,경쟁률,쿼터없음,쿼터없음,쿼터없음,1 : 0.22
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2001-01,현대사회의이해,경쟁률,1 : 1.04,1 : 0.12,1 : 0.09,1 : 0.09
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2001-02,현대사회의이해,경쟁률,1 : 0.12,1 : 0.06,1 : 0.03,1 : 0.02
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2002-01,한국과세계,경쟁률,1 : 0.38,1 : 0.12,1 : 0.03,1 : 0.05
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2002-02,한국과세계,경쟁률,1 : 0.24,1 : 0.06,1 : 0.01,신청없음
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2002-03,한국과세계,경쟁률,1 : 1.24,1 : 0.70,1 : 0.17,1 : 0.14
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2002-04,한국과세계,경쟁률,1 : 0.78,1 : 0.84,1 : 0.12,1 : 0.04
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2003-01,커뮤니케이션과사회,경쟁률,1 : 0.23,1 : 0.23,1 : 0.11,신청없음
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2004-01,경제와사회,경쟁률,1 : 0.52,1 : 0.48,1 : 0.47,1 : 0.40
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2005-01,법과공학,경쟁률,1 : 0.88,1 : 0.20,1 : 0.05,1 : 0.02
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2005-02,법과공학,경쟁률,1 : 0.13,1 : 0.28,1 : 0.07,1 : 0.17
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2005-03,법과공학,경쟁률,1 : 1.30,1 : 0.58,1 : 0.26,1 : 0.25
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2005-04,법과공학,경쟁률,1 : 1.00,1 : 1.28,1 : 0.77,1 : 0.67
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2005-05,법과공학,경쟁률,1 : 1.38,1 : 1.43,1 : 1.60,1 : 1.70
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2005-06,법과공학,경쟁률,1 : 2.88,1 : 0.40,1 : 0.26,1 : 0.20
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2005-07,법과공학,경쟁률,1 : 0.07,1 : 0.09,1 : 0.06,1 : 0.06
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2006-01,기업과경영의이해,경쟁률,1 : 0.13,1 : 0.20,1 : 0.07,쿼터없음
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2006-02,기업과경영의이해,경쟁률,1 : 0.23,1 : 0.17,1 : 0.06,쿼터없음
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2007-01,생활속의심리학,경쟁률,1 : 1.46,1 : 0.71,1 : 0.25,1 : 0.32
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2007-02,생활속의심리학,경쟁률,1 : 1.80,1 : 1.40,1 : 0.80,1 : 1.77
교양학부,SHU4001-01,북한의이해와통일후한국,경쟁률,신청없음,1 : 0.16,1 : 0.06,1 : 0.08
교양학부,SHU4003-01,시민참여와시민교육,경쟁률,신청없음,1 : 0.03,1 : 0.05,1 : 0.04
교양학부,SHU4011-01,아프리카전통사회의이해,경쟁률,1 : 0.30,1 : 0.53,1 : 0.89,1 : 1.42
교양학부,SHU4014-01,식량과사회,경쟁률,1 : 0.20,1 : 0.22,1 : 0.11,1 : 0.09
교양학부,SHU4015-01,사회복지의이해,경쟁률,1 : 0.07,1 : 0.24,1 : 0.16,1 : 0.11
교양학부,SHU4016-01,현대사회와복지국가,경쟁률,1 : 0.07,1 : 0.34,1 : 0.06,1 : 0.11
교양학부,SHU4023-01,성의식과인간이해,경쟁률,1 : 0.60,1 : 0.38,1 : 0.21,1 : 0.08
교양학부,SHU4027-01,영화로사회읽기,경쟁률,1 : 0.36,1 : 0.27,1 : 0.18,1 : 0.11
교양학부,SHU4054-01,자기표현의심리적이해,경쟁률,쿼터없음,1 : 0.45,1 : 0.29,1 : 0.40
교양학부,SHU4058-01,내가설계하는최고의인문학강의(스탈링스),경쟁률,1 : 0.47,1 : 0.26,1 : 0.06,1 : 0.04
교양학부,SHU4060-01,생명의사랑학,경쟁률,쿼터없음,쿼터없음,1 : 0.13,1 : 0.61
교양학부,SHU4064-01,문제해결을위한효과적인정보탐색이란?,경쟁률,1 : 0.10,1 : 0.32,1 : 0.09,1 : 0.10
사회학전공,SOC2001-01,사회학개론,경쟁률,1 : 0.15,1 : 0.11,1 : 0.14,1 : 0.05
사회학전공,SOC2001-02,사회학개론,경쟁률,1 : 0.35,1 : 0.13,1 : 0.07,1 : 0.06
사회학전공,SOC2001-03,사회학개론,경쟁률,1 : 0.10,1 : 0.20,1 : 0.08,1 : 0.10
사회학전공,SOC2002-01,인류학개론,경쟁률,1 : 0.10,1 : 0.03,1 : 0.05,1 : 0.01
사회학전공,SOC2004-01,사회통계학,경쟁률,1 : 0.10,1 : 0.08,1 : 0.16,1 : 0.09
사회학전공,SOC2007-01,이론과사회:현대에서포스트모던이론까지,경쟁률,1 : 0.25,1 : 0.09,1 : 0.15,1 : 0.03
사회학전공,SOC3001-01,문화사회학,경쟁률,1 : 0.10,1 : 0.26,1 : 0.17,1 : 0.18
사회학전공,SOC3003-01,사회심리학,경쟁률,1 : 0.70,1 : 0.62,1 : 0.33,1 : 0.15
사회학전공,SOC3006-01,사회변동론,경쟁률,신청없음,1 : 0.03,1 : 0.01,1 : 0.02
사회학전공,SOC3012-01,성과사회,경쟁률,신청없음,1 : 0.10,1 : 0.05,1 : 0.03
사회학전공,SOC3019-01,교육사회학,경쟁률,1 : 0.70,1 : 0.92,1 : 0.55,1 : 0.30
사회학전공,SOC3020-01,세계화와후기산업사회,경쟁률,1 : 0.10,1 : 0.21,1 : 0.18,1 : 0.07
사회학전공,SOC3033-01,이미지와상상력의사회학,경쟁률,1 : 0.20,1 : 0.11,1 : 0.15,1 : 0.05
사회학전공,SOC3042-01,종교와사회운동,경쟁률,1 : 0.05,1 : 0.03,1 : 0.03,1 : 0.11
사회학전공,SOC3044-01,사회문제연구,경쟁률,1 : 0.15,1 : 0.27,1 : 0.13,1 : 0.10
사회학전공,SOC3047-01,한국사회사,경쟁률,신청없음,1 : 0.04,1 : 0.03,1 : 0.02
사회학전공,SOC3051-01,시장과합리적선택,경쟁률,1 : 0.10,1 : 0.08,1 : 0.11,1 : 0.09
사회학전공,SOC4001-01,졸업논문,경쟁률,신청없음,신청없음,신청없음,1 : 0.01
사회학전공,SOCG007-01,사회통계학연습,경쟁률,신청없음,신청없음,1 : 0.02,1 : 0.01
스포츠미디어연계전공,SPM3001-01,운동처방,경쟁률,1 : 0.10,1 : 0.16,1 : 0.26,1 : 0.34
스포츠미디어연계전공,SPM3004-01,스포츠프로모션,경쟁률,신청없음,1 : 0.25,1 : 0.03,1 : 0.02
스포츠미디어연계전공,SPM3005-01,레크리에이션의이론과실제,경쟁률,1 : 0.30,1 : 0.24,1 : 0.22,1 : 0.82
스포츠미디어연계전공,SPM3007-01,스포츠사회학,경쟁률,1 : 0.20,신청없음,1 : 0.03,1 : 0.04
스포츠미디어연계전공,SPM3008-01,스포츠커뮤니케이션,경쟁률,1 : 0.10,1 : 0.11,신청없음,1 : 0.02
스포츠미디어연계전공,SPM3009-01,스포츠마케팅,경쟁률,1 : 0.10,1 : 0.05,1 : 0.03,1 : 0.02
스포츠미디어연계전공,SPM3012-01,스포츠심리학,경쟁률,1 : 0.30,1 : 0.18,1 : 0.25,1 : 0.48
스포츠미디어연계전공,SPM3013-01,스포츠정치철학,경쟁률,신청없음,1 : 0.05,신청없음,신청없음
스포츠미디어연계전공,SPM3015-01,서사적체육:스포츠와스토리텔링,경쟁률,1 : 0.20,1 : 0.22,1 : 0.21,1 : 0.45
스포츠미디어연계전공,SPM3101-01,스쿠바다이빙,경쟁률,신청없음,1 : 0.25,1 : 0.44,1 : 1.26
스포츠미디어연계전공,SPM3101-02,스쿠바다이빙,경쟁률,1 : 0.17,신청없음,1 : 0.35,1 : 1.00
스포츠미디어연계전공,SPM3103-01,패러글라이딩,경쟁률,신청없음,1 : 0.06,1 : 0.04,1 : 0.91
스포츠미디어연계전공,SPM3104-01,필드골프I,경쟁률,1 : 0.33,1 : 0.30,1 : 0.50,1 : 1.53
스포츠미디어연계전공,SPM3106-01,체력트레이닝,경쟁률,1 : 0.50,1 : 0.77,1 : 0.75,1 : 1.58
스포츠미디어연계전공,SPM3110-01,라켓볼,경쟁률,신청없음,1 : 0.75,1 : 1.50,1 : 5.22
스포츠미디어연계전공,SPM3111-01,참선,경쟁률,1 : 0.80,1 : 2.50,1 : 5.00,1 : 9.00
스포츠미디어연계전공,SPM3113-01,댄스스포츠I,경쟁률,1 : 0.13,1 : 0.13,1 : 0.13,1 : 0.48
스포츠미디어연계전공,SPM3114-01,댄스스포츠II,경쟁률,신청없음,신청없음,신청없음,1 : 0.26
스포츠미디어연계전공,SPM3115-01,암벽등반,경쟁률,1 : 0.13,1 : 0.75,1 : 1.85,1 : 8.67
스포츠미디어연계전공,SPM3119-01,파워요가,경쟁률,1 : 0.13,1 : 0.19,1 : 0.36,1 : 1.00
스포츠미디어연계전공,SPM3120-01,댄스피트니스,경쟁률,신청없음,1 : 0.18,1 : 0.04,1 : 0.48
"교양학부(수학,생명,컴퓨터 기타)",STS2001-01,자연과인간,경쟁률,1 : 1.40,1 : 0.40,1 : 0.19,1 : 0.03
"교양학부(수학,생명,컴퓨터 기타)",STS2002-01,생명과환경,경쟁률,1 : 1.35,1 : 1.00,1 : 1.80,1 : 1.40
"교양학부(수학,생명,컴퓨터 기타)",STS2002-02,생명과환경,경쟁률,1 : 0.15,1 : 0.15,신청없음,신청없음
"교양학부(수학,생명,컴퓨터 기타)",STS2002-03,생명과환경,경쟁률,1 : 0.03,신청없음,신청없음,1 : 0.03
"교양학부(수학,생명,컴퓨터 기타)",STS2004-01,대학수학,경쟁률,1 : 0.28,1 : 0.10,신청없음,1 : 0.07
"교양학부(수학,생명,컴퓨터 기타)",STS2004-02,대학수학,경쟁률,1 : 1.78,1 : 2.00,1 : 1.33,1 : 1.50
"교양학부(수학,생명,컴퓨터 기타)",STS2004-03,대학수학,경쟁률,1 : 0.46,1 : 0.50,1 : 0.21,신청없음
"교양학부(수학,생명,컴퓨터 기타)",STS2004-04,대학수학,경쟁률,1 : 0.18,1 : 0.22,1 : 0.13,1 : 0.03
"교양학부(수학,생명,컴퓨터 기타)",STS2004-05,대학수학,경쟁률,1 : 0.52,1 : 0.62,1 : 0.43,1 : 0.60
"교양학부(수학,생명,컴퓨터 기타)",STS2004-06,대학수학,경쟁률,1 : 0.62,1 : 0.17,1 : 0.04,1 : 0.29
"교양학부(수학,생명,컴퓨터 기타)",STS2004-07,대학수학,경쟁률,1 : 0.94,1 : 1.00,1 : 0.67,1 : 0.33
"교양학부(수학,생명,컴퓨터 기타)",STS2006-01,미적분학II,경쟁률,1 : 0.10,1 : 0.06,1 : 0.02,신청없음
"교양학부(수학,생명,컴퓨터 기타)",STS2006-02,미적분학II,경쟁률,1 : 0.26,1 : 0.36,1 : 0.03,1 : 0.03
"교양학부(수학,생명,컴퓨터 기타)",STS2006-03,미적분학II,경쟁률,1 : 0.06,1 : 0.02,신청없음,1 : 0.02
"교양학부(수학,생명,컴퓨터 기타)",STS2006-04,미적분학II,경쟁률,1 : 1.10,1 : 3.20,1 : 2.33,1 : 2.50
"교양학부(수학,생명,컴퓨터 기타)",STS2006-05,미적분학II,경쟁률,1 : 1.94,1 : 5.80,1 : 1.33,1 : 0.50
"교양학부(수학,생명,컴퓨터 기타)",STS2006-06,미적분학II,경쟁률,1 : 0.76,1 : 0.35,1 : 0.07,1 : 0.13
"교양학부(수학,생명,컴퓨터 기타)",STS2006-07,미적분학II,경쟁률,1 : 0.50,1 : 0.20,1 : 0.11,1 : 0.12
"교양학부(수학,생명,컴퓨터 기타)",STS2006-08,미적분학II,경쟁률,1 : 0.64,1 : 0.61,1 : 0.25,신청없음
"교양학부(수학,생명,컴퓨터 기타)",STS2006-09,미적분학II,경쟁률,1 : 0.66,1 : 0.36,1 : 0.12,1 : 0.06
"교양학부(수학,생명,컴퓨터 기타)",STS2006-10,미적분학II,경쟁률,1 : 1.78,1 : 3.60,1 : 0.67,1 : 1.33
"교양학부(수학,생명,컴퓨터 기타)",STS2006-11,미적분학II,경쟁률,1 : 1.26,1 : 2.20,1 : 0.67,신청없음
"교양학부(수학,생명,컴퓨터 기타)",STS2006-12,미적분학II,경쟁률,1 : 0.22,1 : 0.02,신청없음,신청없음
"교양학부(수학,생명,컴퓨터 기타)",STS2008-01,고급응용C프로그래밍,경쟁률,1 : 0.30,1 : 0.82,1 : 0.85,1 : 0.92
"교양학부(수학,생명,컴퓨터 기타)",STS2008-02,고급응용C프로그래밍,경쟁률,1 : 0.10,1 : 0.74,1 : 0.47,1 : 0.28
"교양학부(수학,생명,컴퓨터 기타)",STS2008-03,고급응용C프로그래밍,경쟁률,쿼터없음,1 : 0.29,쿼터없음,쿼터없음
"교양학부(수학,생명,컴퓨터 기타)",STS2008-04,고급응용C프로그래밍,경쟁률,쿼터없음,1 : 0.20,쿼터없음,쿼터없음
"교양학부(수학,생명,컴퓨터 기타)",STS2010-01,과학사,경쟁률,1 : 0.15,1 : 0.14,1 : 0.08,1 : 0.03
"교양학부(수학,생명,컴퓨터 기타)",STS2010-02,과학사,경쟁률,1 : 0.45,1 : 0.16,1 : 0.11,1 : 0.07
"교양학부(수학,생명,컴퓨터 기타)",STS2011-01,기초응용소프트웨어프로그래밍,경쟁률,쿼터없음,1 : 0.13,쿼터없음,쿼터없음
교양학부,STU4004-01,생명의신비,경쟁률,1 : 0.05,1 : 0.26,1 : 0.06,1 : 0.21
교양학부,STU4005-01,바다의이해,경쟁률,신청없음,1 : 0.10,1 : 0.13,1 : 0.37
교양학부,STU4007-01,지구과학,경쟁률,1 : 0.25,1 : 0.37,1 : 0.14,1 : 0.39
교양학부,STU4010-01,건강과한의학,경쟁률,1 : 0.10,1 : 0.38,1 : 0.35,1 : 0.52
교양학부,STU4012-01,물리학의세계,경쟁률,1 : 0.30,1 : 0.18,1 : 0.02,1 : 0.02
교양학부,STU4017-01,건강과의·약학,경쟁률,1 : 0.10,1 : 0.55,1 : 0.27,1 : 0.46
교양학부,STU4023-01,우주와인생,경쟁률,쿼터없음,1 : 0.25,1 : 0.13,1 : 0.10
교양학부,STU4024-01,현대바이오텍의이해와벤처응용,경쟁률,신청없음,신청없음,신청없음,1 : 0.01
