학과,과목분반,과목명,1학년,2학년,3학년 ,4학년,전학년
아트&테크놀로지전공,AAT2002-01,Humanities & creativity,1 : 1.00,1 : 1.00,1 : 9.00,쿼터없음,1 : 1.40
아트&테크놀로지전공,AAT2003-01,Intro to Digital Arts,1 : 0.46,1 : 0.06,1 : 0.31,쿼터없음,1 : 0.80
아트&테크놀로지전공,AAT2004-01,Intro to Creative Computing,1 : 0.50,1 : 0.07,1 : 0.53,쿼터없음,1 : 0.87
아트&테크놀로지전공,AAT2005-01,Creative Capstone Project I,쿼터없음,쿼터없음,1 : 0.10,1 : 0.17,1 : 0.20
아트&테크놀로지전공,AAT2006-01,Creative Capstone Project II,_,_,_,_,_
아트&테크놀로지전공,AAT3002-01,"Content Planning, Development & Business",쿼터없음,1 : 0.20,1 : 0.27,1 : 0.14,1 : 0.40
아트&테크놀로지전공,AAT3004-01,Intro to Sonic Art,쿼터없음,1 : 0.38,1 : 0.62,1 : 0.92,1 : 0.97
아트&테크놀로지전공,AAT3005-01,Visual Design,쿼터없음,1 : 0.15,1 : 0.29,1 : 0.38,1 : 0.57
아트&테크놀로지전공,AAT3007-01,Intro to Web Development,쿼터없음,1 : 0.80,1 : 1.29,1 : 2.60,1 : 1.43
아트&테크놀로지전공,AAT3008-01,Creative Algorithms,쿼터없음,1 : 0.27,1 : 0.29,1 : 0.50,1 : 0.67
아트&테크놀로지전공,AAT3009-01,Sound Design,쿼터없음,1 : 0.23,1 : 0.13,1 : 0.21,1 : 0.37
아트&테크놀로지전공,AAT3010-01,Visual Story,쿼터없음,1 : 2.40,1 : 1.73,1 : 2.20,1 : 2.03
아트&테크놀로지전공,AAT3012-01,Intro to Storytelling,쿼터없음,1 : 0.60,1 : 0.47,1 : 0.60,1 : 0.80
아트&테크놀로지전공,AAT3015-01,3D Modeling Studio,쿼터없음,1 : 0.27,1 : 0.48,1 : 0.38,1 : 0.67
아트&테크놀로지전공,AAT3016-01,UI/UX Design,쿼터없음,1 : 0.08,1 : 0.40,1 : 0.42,1 : 0.63
아트&테크놀로지전공,AAT4004-01,Media Arts Studio,쿼터없음,신청없음,1 : 0.04,1 : 0.10,1 : 0.13
아트&테크놀로지전공,AAT4005-01,Game Studio,쿼터없음,1 : 0.23,1 : 0.09,1 : 0.12,1 : 0.27
아트&테크놀로지전공,AAT4006-01,3D Animation Studio,쿼터없음,1 : 0.20,1 : 0.13,1 : 0.32,1 : 0.43
아트&테크놀로지전공,AAT4015-01,졸업창작프로젝트I,_,_,_,_,_
아트&테크놀로지전공,AAT4016-01,졸업창작프로젝트II,_,_,_,_,_
아트&테크놀로지전공,AAT4017-01,졸업창작프로젝트III,_,_,_,_,_
인공지능연계전공,AIC4010-01,인공지능종합설계Ⅰ,_,_,_,_,_
인공지능연계전공,AIC4011-01,인공지능종합설계Ⅱ,쿼터없음,쿼터없음,쿼터없음,1 : 0.15,1 : 0.15
미국문화전공,AMC2020-01,문화와글쓰기,1 : 0.86,1 : 1.63,1 : 2.67,1 : 2.00,1 : 1.65
미국문화전공,AMC2031-01,미국학입문,1 : 1.50,1 : 0.30,1 : 0.17,1 : 0.07,1 : 0.70
미국문화전공,AMC2033-01,미국문화사,1 : 1.20,1 : 0.27,1 : 0.08,1 : 0.09,1 : 0.42
미국문화전공,AMC2037-01,미국의아이콘들,1 : 3.00,1 : 1.90,쿼터없음,쿼터없음,1 : 2.70
미국문화전공,AMC3035-01,아메리칸드림,쿼터없음,1 : 0.07,1 : 0.03,1 : 0.13,1 : 0.18
미국문화전공,AMC3045-01,시각예술,쿼터없음,1 : 0.20,1 : 0.11,1 : 0.09,1 : 0.23
미국문화전공,AMC3057-01,SF문학과영화,쿼터없음,1 : 0.33,1 : 0.08,1 : 0.12,1 : 0.28
미국문화전공,AMC3080-01,미국의다문화주의,쿼터없음,1 : 0.80,1 : 0.50,1 : 0.47,1 : 0.75
미국문화전공,AMC4105-01,포스트모더니즘과탈식민주의,쿼터없음,1 : 0.30,1 : 0.27,1 : 0.13,1 : 0.33
미국문화전공,AMC4130-01,1960년대의저항문화,쿼터없음,1 : 0.20,1 : 0.43,1 : 0.11,1 : 0.38
미국문화전공,AMC4140-01,미국영화세미나,쿼터없음,신청없음,1 : 0.08,1 : 0.08,1 : 0.13
빅데이터사이언스연계전공,BDS4010-01,빅데이터종합설계,쿼터없음,쿼터없음,쿼터없음,1 : 0.40,1 : 0.40
생명과학전공,BIO1101-01,일반생물학I,1 : 1.70,1 : 0.87,1 : 0.43,1 : 0.61,1 : 1.18
생명과학전공,BIO1102-01,일반생물학II,1 : 1.10,1 : 1.25,1 : 0.80,1 : 1.42,1 : 1.18
생명과학전공,BIO1102-02,일반생물학II,1 : 0.45,1 : 0.21,1 : 0.07,1 : 0.12,1 : 0.45
생명과학전공,BIO1102-03,일반생물학II,1 : 0.08,1 : 0.04,1 : 0.02,1 : 0.01,1 : 0.09
생명과학전공,BIO1106-01,일반생물학실험II,1 : 1.50,신청없음,신청없음,쿼터없음,1 : 1.07
생명과학전공,BIO1106-02,일반생물학실험II,1 : 1.10,1 : 0.33,1 : 0.25,쿼터없음,1 : 1.00
생명과학전공,BIO1106-03,일반생물학실험II,1 : 0.50,1 : 0.25,1 : 0.13,쿼터없음,1 : 0.60
생명과학전공,BIO1106-04,일반생물학실험II,1 : 0.10,신청없음,신청없음,쿼터없음,1 : 0.07
생명과학전공,BIO1106-05,일반생물학실험II,1 : 2.40,신청없음,1 : 0.80,쿼터없음,1 : 1.87
생명과학전공,BIO1106-06,일반생물학실험II,1 : 0.50,1 : 0.25,1 : 0.25,쿼터없음,1 : 0.60
생명과학전공,BIO1106-07,일반생물학실험II,1 : 0.70,1 : 0.17,1 : 0.29,쿼터없음,1 : 0.67
생명과학전공,BIO1106-08,일반생물학실험II,신청없음,1 : 0.08,신청없음,쿼터없음,1 : 0.07
생명과학전공,BIO1106-09,일반생물학실험II,1 : 1.00,1 : 1.67,1 : 1.50,쿼터없음,1 : 1.20
생명과학전공,BIO1106-10,일반생물학실험II,1 : 0.30,1 : 0.10,1 : 0.09,쿼터없음,1 : 0.33
생명과학전공,BIO2122-01,현대생물학실험II,신청없음,1 : 0.78,1 : 0.20,신청없음,1 : 0.62
생명과학전공,BIO2122-02,현대생물학실험II,신청없음,1 : 1.22,1 : 0.67,신청없음,1 : 1.00
생명과학전공,BIO2122-03,현대생물학실험II,신청없음,1 : 1.22,1 : 1.33,1 : 2.00,1 : 1.31
생명과학전공,BIO2122-04,현대생물학실험II,신청없음,1 : 1.11,신청없음,1 : 0.25,1 : 0.85
생명과학전공,BIO2130-01,기초생화학,신청없음,1 : 0.12,1 : 0.05,1 : 0.06,1 : 0.18
생명과학전공,BIO2132-01,생화학II,신청없음,1 : 0.23,1 : 0.12,1 : 0.07,1 : 0.30
생명과학전공,BIO2151-01,분자생물학,1 : 0.10,1 : 0.39,1 : 0.16,1 : 0.05,1 : 0.40
생명과학전공,BIO2522-01,식물생명과학,신청없음,1 : 0.65,1 : 0.32,1 : 0.29,1 : 0.70
생명과학전공,BIO2701-01,환경과학론,신청없음,1 : 0.20,1 : 0.11,1 : 0.12,1 : 0.29
생명과학전공,BIO3124-01,현대생물학실험IV,쿼터없음,신청없음,1 : 0.67,1 : 0.67,1 : 0.83
생명과학전공,BIO3124-02,현대생물학실험IV,쿼터없음,신청없음,1 : 0.56,1 : 0.43,1 : 0.67
생명과학전공,BIO3124-03,현대생물학실험IV,쿼터없음,1 : 0.50,1 : 0.88,1 : 1.25,1 : 1.08
생명과학전공,BIO3124-04,현대생물학실험IV,쿼터없음,신청없음,1 : 0.22,신청없음,1 : 0.17
생명과학전공,BIO3161-01,유전학,신청없음,신청없음,1 : 0.03,신청없음,1 : 0.02
생명과학전공,BIO3711-01,미생물학,신청없음,1 : 0.03,1 : 0.11,1 : 0.16,1 : 0.26
생명과학전공,BIO4152-01,고급분자생물학,쿼터없음,신청없음,1 : 0.02,1 : 0.07,1 : 0.08
생명과학전공,BIO4203-01,생명과학특허와기술이전,신청없음,신청없음,신청없음,1 : 0.01,1 : 0.01
생명과학전공,BIO4231-01,생물리학,쿼터없음,신청없음,1 : 0.02,신청없음,1 : 0.01
생명과학전공,BIO4251-01,생물통계학,쿼터없음,1 : 0.20,1 : 0.57,1 : 0.75,1 : 0.84
생명과학전공,BIO4331-01,신경생물학,쿼터없음,1 : 0.15,1 : 0.15,1 : 0.10,1 : 0.20
생명과학전공,BIO4351-01,면역학,쿼터없음,신청없음,1 : 0.12,1 : 0.07,1 : 0.13
생명과학전공,BIO4441-01,분자세포생물학,쿼터없음,신청없음,1 : 0.04,1 : 0.07,1 : 0.09
생명과학전공,BIO4721-01,분자세포종양학,쿼터없음,신청없음,1 : 0.14,1 : 0.06,1 : 0.13
생명과학전공,BIO4911-01,식물유전공학,쿼터없음,신청없음,1 : 0.08,1 : 0.07,1 : 0.11
생명과학전공,BIO4921-01,특수연구,쿼터없음,쿼터없음,쿼터없음,1 : 0.10,1 : 0.10
생명과학전공,BIO4931-01,응용바이오기술실험,쿼터없음,쿼터없음,쿼터없음,1 : 0.15,1 : 0.15
생명과학전공,BIOG001-01,바이오텍의기술사업화종합설계,쿼터없음,쿼터없음,1 : 0.03,1 : 0.08,1 : 0.10
바이오융합기술 연계전공,BNT3002-01,바이오융합기술프로젝트II,쿼터없음,쿼터없음,1 : 0.20,1 : 0.33,1 : 0.40
바이오융합기술 연계전공,BNT3009-01,바이오모방공학개론,쿼터없음,쿼터없음,1 : 0.10,신청없음,1 : 0.05
바이오융합기술 연계전공,BNTG006-01,바이오기술과투자기초,쿼터없음,신청없음,신청없음,1 : 0.10,1 : 0.10
바이오융합기술 연계전공,BNTG009-01,생물물리화학,쿼터없음,쿼터없음,신청없음,1 : 0.05,1 : 0.05
바이오융합기술 연계전공,BNTG010-01,기술경제금융정책,쿼터없음,신청없음,신청없음,1 : 0.06,1 : 0.06
바이오융합기술 연계전공,BNTG031-01,지식재산권과특허,쿼터없음,신청없음,1 : 0.07,1 : 0.13,1 : 0.16
바이오융합기술 연계전공,BNTG032-01,의공학개론II,쿼터없음,쿼터없음,1 : 0.05,1 : 0.08,1 : 0.10
화공생명공학전공,CBE2002-01,창의설계,1 : 1.56,1 : 1.60,쿼터없음,쿼터없음,1 : 1.67
화공생명공학전공,CBE2002-02,창의설계,1 : 0.52,1 : 0.12,쿼터없음,쿼터없음,1 : 0.50
화공생명공학전공,CBE2002-03,창의설계,1 : 0.08,신청없음,쿼터없음,쿼터없음,1 : 0.07
화공생명공학전공,CBE2002-04,창의설계,1 : 0.84,1 : 0.78,쿼터없음,쿼터없음,1 : 0.97
화공생명공학전공,CBE2006-01,응용생물학,1 : 0.45,1 : 0.12,쿼터없음,쿼터없음,1 : 0.47
화공생명공학전공,CBE2006-02,응용생물학,1 : 0.40,1 : 0.09,쿼터없음,쿼터없음,1 : 0.47
화공생명공학전공,CBE2007-01,응용생화학,쿼터없음,1 : 0.73,1 : 0.19,쿼터없음,1 : 0.71
화공생명공학전공,CBE2007-02,응용생화학,쿼터없음,1 : 0.52,1 : 0.21,쿼터없음,1 : 0.61
화공생명공학전공,CBE2009-01,화공생명공학기초실험II,쿼터없음,1 : 1.93,1 : 1.20,쿼터없음,1 : 1.90
화공생명공학전공,CBE2009-02,화공생명공학기초실험II,쿼터없음,1 : 1.07,1 : 0.60,쿼터없음,1 : 0.95
화공생명공학전공,CBE2009-03,화공생명공학기초실험II,쿼터없음,1 : 0.87,1 : 0.57,쿼터없음,1 : 0.85
화공생명공학전공,CBE2009-04,화공생명공학기초실험II,쿼터없음,1 : 0.87,1 : 0.14,쿼터없음,1 : 0.70
화공생명공학전공,CBE2012-01,화공수학II,쿼터없음,1 : 0.60,1 : 0.25,1 : 0.21,1 : 0.67
화공생명공학전공,CBE2012-02,화공수학II,쿼터없음,1 : 0.45,1 : 0.25,1 : 0.23,1 : 0.61
화공생명공학전공,CBE3001-01,화공열역학,쿼터없음,1 : 0.67,1 : 0.73,쿼터없음,1 : 0.89
화공생명공학전공,CBE3001-02,화공열역학,쿼터없음,1 : 0.47,1 : 0.17,쿼터없음,1 : 0.50
화공생명공학전공,CBE3005-01,열및물질전달,쿼터없음,쿼터없음,1 : 0.52,1 : 0.28,1 : 0.60
화공생명공학전공,CBE3005-02,열및물질전달,쿼터없음,쿼터없음,1 : 0.53,1 : 0.21,1 : 0.57
화공생명공학전공,CBE3006-01,공정제어,쿼터없음,쿼터없음,1 : 0.85,1 : 0.68,1 : 0.91
화공생명공학전공,CBE3008-01,고분자물성,신청없음,쿼터없음,1 : 1.95,1 : 2.70,1 : 0.94
화공생명공학전공,CBE3012-01,화공수학III,쿼터없음,쿼터없음,1 : 0.51,1 : 0.23,1 : 0.43
화공생명공학전공,CBE3014-01,유전공학,쿼터없음,쿼터없음,1 : 0.07,1 : 0.09,1 : 0.14
화공생명공학전공,CBE3016-01,화공생명공학요소실험II,쿼터없음,쿼터없음,1 : 1.07,1 : 1.20,1 : 1.10
화공생명공학전공,CBE3016-02,화공생명공학요소실험II,쿼터없음,쿼터없음,1 : 0.93,1 : 0.50,1 : 0.85
화공생명공학전공,CBE3016-03,화공생명공학요소실험II,쿼터없음,쿼터없음,1 : 0.87,1 : 0.57,1 : 0.85
화공생명공학전공,CBE3016-04,화공생명공학요소실험II,쿼터없음,쿼터없음,1 : 0.67,신청없음,1 : 0.50
화공생명공학전공,CBE3301-01,연구프로젝트Ⅰ,쿼터없음,쿼터없음,1 : 0.10,1 : 0.16,1 : 0.20
화공생명공학전공,CBE3301-02,연구프로젝트Ⅰ,쿼터없음,쿼터없음,1 : 0.40,신청없음,1 : 0.20
화공생명공학전공,CBE3301-03,연구프로젝트Ⅰ,_,_,_,_,_
화공생명공학전공,CBE3301-04,연구프로젝트Ⅰ,쿼터없음,쿼터없음,1 : 0.20,신청없음,1 : 0.10
화공생명공학전공,CBE3301-05,연구프로젝트Ⅰ,쿼터없음,쿼터없음,1 : 0.90,신청없음,1 : 0.45
화공생명공학전공,CBE4001-01,화공생명공학심화종합설계,쿼터없음,쿼터없음,신청없음,1 : 0.77,1 : 0.77
화공생명공학전공,CBE4001-02,화공생명공학심화종합설계,쿼터없음,쿼터없음,1 : 0.10,1 : 0.76,1 : 0.77
화공생명공학전공,CBE4005-01,촉매공학,쿼터없음,쿼터없음,1 : 0.45,1 : 0.21,1 : 0.51
화공생명공학전공,CBE4010-01,화공재료,쿼터없음,1 : 0.60,1 : 0.68,1 : 0.46,1 : 0.69
화공생명공학전공,CBE4011-01,전기화학,쿼터없음,쿼터없음,1 : 0.40,1 : 0.39,1 : 0.51
화공생명공학전공,CBE4016-01,석유화학공학,쿼터없음,쿼터없음,1 : 0.10,1 : 0.22,1 : 0.29
화공생명공학전공,CBE4017-01,화공생명공학공정실험,쿼터없음,쿼터없음,1 : 0.20,1 : 0.42,1 : 0.45
화공생명공학전공,CBE4018-01,산업미생물공학,쿼터없음,쿼터없음,1 : 0.11,1 : 0.21,1 : 0.26
화공생명공학전공,CBE4019-01,기능성고분자화학,쿼터없음,쿼터없음,1 : 0.17,1 : 0.25,1 : 0.31
화공생명공학전공,CBE4021-01,나노기술의이해,쿼터없음,1 : 0.70,쿼터없음,쿼터없음,1 : 0.77
중국문화전공,CHI2001-01,전공기초중국어1,1 : 0.10,1 : 0.11,1 : 0.05,1 : 0.04,1 : 0.17
중국문화전공,CHI2003-01,기초한문,1 : 3.60,1 : 1.10,1 : 1.50,1 : 3.60,1 : 2.07
중국문화전공,CHI2007-01,중국문학의세계,1 : 3.00,1 : 1.40,1 : 1.60,1 : 3.00,1 : 2.00
중국문화전공,CHI3002-01,중국어작문1,신청없음,1 : 0.33,1 : 0.15,1 : 0.41,1 : 0.57
중국문화전공,CHI3003-01,중국어3,1 : 0.40,1 : 0.23,1 : 0.20,1 : 0.29,1 : 0.50
중국문화전공,CHI3005-01,고급중국어,신청없음,1 : 0.67,1 : 0.87,1 : 1.86,1 : 1.20
중국문화전공,CHI3006-01,중국시사,1 : 0.60,1 : 0.83,1 : 0.67,1 : 2.33,1 : 1.40
중국문화전공,CHI3013-01,중국의공연예술,신청없음,1 : 0.80,1 : 0.31,1 : 1.14,1 : 1.07
중국문화전공,CHI3032-01,루쉰과현대,1 : 0.20,1 : 0.36,1 : 0.37,1 : 0.12,1 : 0.50
중국문화전공,CHI4002-01,제자백가의이해,신청없음,1 : 0.10,1 : 0.21,1 : 0.13,1 : 0.30
중국문화전공,CHI4007-01,중국어통번역,신청없음,1 : 0.25,1 : 0.52,1 : 0.59,1 : 0.78
중국문화전공,CHI4009-01,중국미디어와도시,1 : 0.60,1 : 0.25,1 : 0.26,1 : 0.26,1 : 0.53
중국문화전공,CHI4014-01,글로벌라이제이션과중국,1 : 0.20,1 : 0.43,1 : 0.33,1 : 0.35,1 : 0.63
중국문화전공,CHI4099-01,개별연구논문,_,_,_,_,_
화학전공,CHM1001-01,일반화학I,1 : 0.50,1 : 0.13,1 : 0.07,1 : 0.05,1 : 0.25
화학전공,CHM1002-01,일반화학II,1 : 0.22,쿼터없음,쿼터없음,쿼터없음,1 : 0.23
화학전공,CHM1002-02,일반화학II,1 : 0.16,1 : 0.08,1 : 0.06,1 : 0.05,1 : 0.24
화학전공,CHM1002-03,일반화학II,1 : 1.47,1 : 1.60,1 : 1.40,1 : 0.90,1 : 1.40
화학전공,CHM1002-04,일반화학II,1 : 1.51,1 : 2.70,1 : 2.20,1 : 1.10,1 : 1.67
화학전공,CHM1002-05,일반화학II,1 : 1.16,1 : 1.80,1 : 2.00,1 : 0.90,1 : 1.27
화학전공,CHM1002-06,일반화학II,1 : 0.11,1 : 0.08,1 : 0.04,1 : 0.07,1 : 0.21
화학전공,CHM1052-01,일반화학실험II,1 : 1.60,1 : 2.00,1 : 4.00,1 : 1.00,1 : 1.72
화학전공,CHM1052-02,일반화학실험II,1 : 1.60,1 : 2.00,1 : 4.00,1 : 4.00,1 : 1.89
화학전공,CHM1052-03,일반화학실험II,1 : 0.33,쿼터없음,쿼터없음,쿼터없음,1 : 0.33
화학전공,CHM1052-04,일반화학실험II,1 : 0.40,1 : 0.20,1 : 0.33,신청없음,1 : 0.61
화학전공,CHM1052-05,일반화학실험II,1 : 0.44,쿼터없음,쿼터없음,쿼터없음,1 : 0.44
화학전공,CHM1052-06,일반화학실험II,1 : 1.13,1 : 1.00,신청없음,1 : 0.50,1 : 1.06
화학전공,CHM1052-07,일반화학실험II,1 : 0.87,1 : 0.33,1 : 0.33,1 : 0.33,1 : 0.89
화학전공,CHM1052-08,일반화학실험II,1 : 0.47,1 : 0.11,신청없음,신청없음,1 : 0.44
화학전공,CHM1052-11,일반화학실험II,1 : 0.20,1 : 0.23,신청없음,신청없음,1 : 0.33
화학전공,CHM1052-12,일반화학실험II,1 : 0.60,1 : 0.14,1 : 0.14,신청없음,1 : 0.61
화학전공,CHM1052-13,일반화학실험II,1 : 0.50,쿼터없음,쿼터없음,쿼터없음,1 : 0.50
화학전공,CHM1052-14,일반화학실험II,1 : 0.67,1 : 0.50,신청없음,1 : 0.40,1 : 0.83
화학전공,CHM1052-15,일반화학실험II,신청없음,1 : 0.06,신청없음,신청없음,1 : 0.06
화학전공,CHM1052-16,일반화학실험II,1 : 0.53,1 : 0.25,신청없음,신청없음,1 : 0.56
화학전공,CHM1052-17,일반화학실험II,1 : 0.07,1 : 0.20,신청없음,1 : 0.07,1 : 0.28
화학전공,CHM1052-18,일반화학실험II,1 : 0.20,신청없음,신청없음,1 : 0.07,1 : 0.22
화학전공,CHM2102-01,기기분석,신청없음,1 : 0.13,1 : 0.34,1 : 0.21,1 : 0.50
화학전공,CHM2152-01,기기분석실험,쿼터없음,쿼터없음,1 : 1.38,1 : 1.25,1 : 1.31
화학전공,CHM2152-02,기기분석실험,쿼터없음,쿼터없음,1 : 1.25,1 : 1.63,1 : 1.44
화학전공,CHM2201-01,물리화학I,1 : 0.10,1 : 0.38,1 : 0.19,1 : 0.09,1 : 0.47
화학전공,CHM2203-01,물리화학III,1 : 0.10,신청없음,1 : 0.29,1 : 0.09,1 : 0.25
화학전공,CHM2252-01,물리화학실험II,쿼터없음,쿼터없음,1 : 0.63,1 : 0.18,1 : 0.44
화학전공,CHM2302-01,유기화학II,신청없음,1 : 0.11,1 : 0.10,1 : 0.04,1 : 0.18
화학전공,CHM2302-02,유기화학II,신청없음,1 : 0.06,1 : 0.05,1 : 0.02,1 : 0.09
화학전공,CHM2332-01,유기화학특론II,신청없음,신청없음,1 : 0.04,1 : 0.01,1 : 0.04
화학전공,CHM2351-01,유기화학실험I,쿼터없음,1 : 0.50,쿼터없음,1 : 0.50,1 : 0.61
화학전공,CHM2351-02,유기화학실험I,쿼터없음,1 : 1.00,쿼터없음,신청없음,1 : 1.00
화학전공,CHM2351-03,유기화학실험I,쿼터없음,1 : 0.38,쿼터없음,신청없음,1 : 0.33
화학전공,CHM2351-04,유기화학실험I,쿼터없음,1 : 0.25,쿼터없음,1 : 1.00,1 : 0.33
화학전공,CHM2402-01,무기화학II,신청없음,신청없음,1 : 0.08,1 : 0.10,1 : 0.15
화학전공,CHM2451-01,무기화학실험,쿼터없음,쿼터없음,1 : 1.70,1 : 1.40,1 : 1.55
화학전공,CHM2451-02,무기화학실험,쿼터없음,쿼터없음,1 : 0.70,1 : 0.23,1 : 0.50
화학전공,CHM2451-03,무기화학실험,쿼터없음,쿼터없음,1 : 1.40,1 : 0.90,1 : 1.15
화학전공,CHM2601-01,생화학I,1 : 0.03,1 : 0.08,1 : 0.15,1 : 0.06,1 : 0.20
화학전공,CHM4052-01,창의적연구프로젝트설계,쿼터없음,쿼터없음,1 : 0.05,1 : 0.10,1 : 0.13
화학전공,CHM4054-01,화학기기종합설계,쿼터없음,쿼터없음,1 : 0.20,1 : 0.26,1 : 0.30
화학전공,CHM4203-01,화학특허와기술이전,신청없음,신청없음,1 : 0.13,1 : 0.14,1 : 0.23
화학전공,CHMG201-01,고급물리화학I,신청없음,신청없음,1 : 0.01,1 : 0.03,1 : 0.03
화학전공,CHMG302-01,고급유기화학II,신청없음,신청없음,1 : 0.03,1 : 0.06,1 : 0.08
교양학부,CHS2001-01,한국문화와역사,1 : 0.45,1 : 0.39,1 : 0.33,1 : 0.30,1 : 0.60
교양학부,CHS2002-01,현대한국의형성,1 : 0.14,1 : 0.10,1 : 0.02,1 : 0.05,1 : 0.21
교양학부,CHS2002-02,현대한국의형성,1 : 0.32,1 : 0.54,1 : 0.53,1 : 0.47,1 : 0.88
교양학부,CHS2002-03,현대한국의형성,1 : 0.80,1 : 1.97,1 : 3.80,1 : 1.00,1 : 1.54
교양학부,CHS2002-04,현대한국의형성,신청없음,1 : 0.03,1 : 0.01,1 : 0.05,1 : 0.09
교양학부,CHS2002-05,현대한국의형성,1 : 0.34,1 : 0.32,1 : 0.17,신청없음,1 : 0.51
교양학부,CHS2003-01,현대동아시아의형성,1 : 0.16,1 : 0.10,1 : 0.05,1 : 0.05,1 : 0.25
교양학부,CHS2003-02,현대동아시아의형성,1 : 0.32,1 : 0.02,1 : 0.09,1 : 0.07,1 : 0.33
교양학부,CHS2003-03,현대동아시아의형성,1 : 0.24,1 : 0.14,1 : 0.05,1 : 0.02,1 : 0.30
교양학부,CHS2004-01,현대서양의형성,신청없음,1 : 0.03,신청없음,신청없음,1 : 0.03
교양학부,CHS2004-02,현대서양의형성,1 : 0.96,1 : 2.68,1 : 3.80,1 : 2.40,1 : 1.73
교양학부,CHS2004-03,현대서양의형성,1 : 0.62,1 : 0.92,1 : 1.00,1 : 4.00,1 : 1.19
교양학부,CHU4005-01,인물로본중국사,1 : 0.35,1 : 0.27,1 : 0.30,1 : 0.45,1 : 0.65
교양학부,CHU4007-01,인물로본서양사,1 : 0.60,1 : 0.46,1 : 0.26,1 : 0.67,1 : 0.81
교양학부,CHU4011-01,영화로본역사,1 : 0.20,1 : 0.17,1 : 0.10,1 : 0.17,1 : 0.33
교양학부,CHU4013-01,문학작품으로읽는한국사,1 : 0.20,1 : 0.14,1 : 0.06,1 : 0.13,1 : 0.26
교양학부,CHU4018-01,이주의역사,신청없음,1 : 0.03,1 : 0.03,1 : 0.02,1 : 0.06
교양학부,COR1003-01,영어글로벌의사소통I,1 : 1.89,1 : 1.33,1 : 0.33,1 : 0.50,1 : 1.58
교양학부,COR1003-02,영어글로벌의사소통I,1 : 2.11,1 : 1.33,1 : 0.67,신청없음,1 : 1.69
교양학부,COR1003-03,영어글로벌의사소통I,1 : 0.67,신청없음,신청없음,신청없음,1 : 0.46
교양학부,COR1003-04,영어글로벌의사소통I,1 : 1.17,1 : 0.67,신청없음,1 : 0.50,1 : 1.00
교양학부,COR1003-05,영어글로벌의사소통I,1 : 2.17,1 : 2.00,1 : 0.33,1 : 0.50,1 : 1.85
교양학부,COR1003-06,영어글로벌의사소통I,1 : 0.50,1 : 0.08,1 : 0.14,신청없음,1 : 0.46
교양학부,COR1003-07,영어글로벌의사소통I,1 : 0.50,1 : 0.42,1 : 0.10,1 : 0.09,1 : 0.62
교양학부,COR1003-08,영어글로벌의사소통I,1 : 0.50,1 : 0.08,1 : 0.07,신청없음,1 : 0.42
교양학부,COR1003-09,영어글로벌의사소통I,1 : 1.72,신청없음,1 : 0.17,1 : 0.14,1 : 1.27
교양학부,COR1003-10,영어글로벌의사소통I,1 : 0.11,신청없음,신청없음,신청없음,1 : 0.08
교양학부,COR1003-11,영어글로벌의사소통I,1 : 0.39,1 : 0.21,신청없음,신청없음,1 : 0.38
교양학부,COR1003-12,영어글로벌의사소통I,1 : 0.17,1 : 0.06,신청없음,신청없음,1 : 0.15
교양학부,COR1003-13,영어글로벌의사소통I,1 : 0.11,1 : 0.05,신청없음,신청없음,1 : 0.12
교양학부,COR1003-14,영어글로벌의사소통I,1 : 0.28,신청없음,신청없음,신청없음,1 : 0.19
교양학부,COR1003-15,영어글로벌의사소통I,1 : 0.06,신청없음,신청없음,신청없음,1 : 0.04
교양학부,COR1003-16,영어글로벌의사소통I,1 : 0.94,1 : 0.75,신청없음,1 : 0.17,1 : 0.81
교양학부,COR1003-17,영어글로벌의사소통I,1 : 0.22,1 : 0.35,신청없음,신청없음,1 : 0.38
교양학부,COR1003-18,영어글로벌의사소통I,1 : 1.72,1 : 0.33,1 : 0.40,신청없음,1 : 1.31
교양학부,COR1003-19,영어글로벌의사소통I,1 : 0.28,1 : 0.13,신청없음,1 : 0.05,1 : 0.31
교양학부,COR1003-20,영어글로벌의사소통I,1 : 2.06,1 : 3.00,1 : 0.33,1 : 0.25,1 : 1.85
교양학부,COR1003-21,영어글로벌의사소통I,1 : 1.78,1 : 1.00,1 : 0.33,신청없음,1 : 1.38
교양학부,COR1003-22,영어글로벌의사소통I,1 : 0.78,신청없음,1 : 0.10,신청없음,1 : 0.58
교양학부,COR1003-23,영어글로벌의사소통I,신청없음,1 : 0.05,신청없음,신청없음,1 : 0.04
교양학부,COR1003-24,영어글로벌의사소통I,1 : 0.11,신청없음,신청없음,1 : 0.04,1 : 0.12
교양학부,COR1003-25,영어글로벌의사소통I,1 : 0.22,1 : 0.12,1 : 0.06,신청없음,1 : 0.27
교양학부,COR1003-26,영어글로벌의사소통I,1 : 1.00,1 : 1.33,신청없음,1 : 0.20,1 : 0.88
교양학부,COR1003-27,영어글로벌의사소통I,1 : 0.28,1 : 0.25,1 : 0.13,1 : 0.07,1 : 0.46
교양학부,COR1003-28,영어글로벌의사소통I,1 : 0.17,1 : 0.50,1 : 0.42,신청없음,1 : 0.65
교양학부,COR1003-29,영어글로벌의사소통I,1 : 1.22,1 : 4.33,1 : 1.33,신청없음,1 : 1.50
교양학부,COR1003-30,영어글로벌의사소통I,1 : 1.11,1 : 4.67,1 : 4.00,1 : 1.50,1 : 1.88
