과목코드+분반코드,과목명,전체,1학년,2학년,3학년,4학년
AAT2002-01,Humanities & creativity,0.37 : 1,쿼터없음,0.31 : 1,0.17 : 1,신청없음
AAT2003-01,Intro to Digital Arts,0.54 : 1,쿼터없음,0.21 : 1,0.31 : 1,0.14 : 1
AAT2004-01,Intro to Creative Computing,0.34 : 1,쿼터없음,0.24 : 1,0.08 : 1,0.12 : 1
AAT2005-01,Creative Capstone Project I,0.27 : 1,쿼터없음,쿼터없음,0.20 : 1,0.19 : 1
AAT2006-01,Creative Capstone Project II,0.13 : 1,쿼터없음,쿼터없음,신청없음,0.13 : 1
AAT3002-01,"Content Planning, Development & Business",0.46 : 1,쿼터없음,0.07 : 1,0.21 : 1,0.32 : 1
AAT3005-01,Visual Design,1.46 : 1,쿼터없음,1.47 : 1,0.67 : 1,1.90 : 1
AAT3006-01,Spatial Dynamics,0.83 : 1,쿼터없음,1.20 : 1,0.20 : 1,0.47 : 1
AAT3007-01,Intro to Web Development,1.97 : 1,쿼터없음,1.00 : 1,2.07 : 1,4.60 : 1
AAT3008-01,Creative Algorithms,0.40 : 1,쿼터없음,0.47 : 1,0.09 : 1,0.15 : 1
AAT3009-01,Sound Design,0.57 : 1,쿼터없음,0.40 : 1,0.17 : 1,0.40 : 1
AAT3010-01,Visual Story,2.14 : 1,쿼터없음,1.27 : 1,1.53 : 1,6.60 : 1
AAT3015-01,3D Modeling Studio,0.83 : 1,쿼터없음,0.93 : 1,0.13 : 1,0.68 : 1
AAT4004-01,Media Arts Studio,0.23 : 1,쿼터없음,0.07 : 1,0.03 : 1,0.18 : 1
AAT4005-01,Game Studio,0.11 : 1,쿼터없음,0.13 : 1,신청없음,0.06 : 1
AAT4006-01,3D Animation Studio,0.54 : 1,쿼터없음,0.27 : 1,0.23 : 1,0.36 : 1
AAT4009-01,Physical Computing Studio,0.09 : 1,쿼터없음,신청없음,0.03 : 1,0.06 : 1
AAT4010-01,Mobile Studio,0.26 : 1,쿼터없음,신청없음,0.07 : 1,0.21 : 1
AAT4015-01,졸업창작프로젝트I,0.03 : 1,쿼터없음,쿼터없음,신청없음,0.03 : 1
AAT4016-01,졸업창작프로젝트II,0.03 : 1,쿼터없음,쿼터없음,신청없음,0.03 : 1
AIC4010-01,인공지능종합설계Ⅰ,0.05 : 1,쿼터없음,쿼터없음,쿼터없음,0.05 : 1
AIC4012-01,AI기반기술경영및정책,0.05 : 1,쿼터없음,신청없음,0.05 : 1,0.02 : 1
AMC2020-01,문화와글쓰기,1.35 : 1,1.43 : 1,0.57 : 1,1.00 : 1,2.33 : 1
AMC2031-01,미국학입문,0.40 : 1,0.67 : 1,0.07 : 1,0.06 : 1,0.10 : 1
AMC2033-01,미국문화사,0.74 : 1,2.60 : 1,0.20 : 1,0.15 : 1,0.12 : 1
AMC3037-01,미국영웅,0.48 : 1,쿼터없음,0.60 : 1,0.14 : 1,0.25 : 1
AMC3040-01,대중음악,1.20 : 1,쿼터없음,1.33 : 1,0.93 : 1,1.27 : 1
AMC3070-01,문화적정체성,0.15 : 1,쿼터없음,신청없음,0.07 : 1,0.11 : 1
AMC3075-01,미국의지역문화,0.18 : 1,쿼터없음,0.20 : 1,0.11 : 1,0.03 : 1
AMC4135-01,젠더세미나,0.35 : 1,쿼터없음,신청없음,0.08 : 1,0.32 : 1
AMC4150-01,미국원주민계문화,0.28 : 1,쿼터없음,0.10 : 1,0.08 : 1,0.22 : 1
BDS4010-01,빅데이터종합설계,0.40 : 1,쿼터없음,쿼터없음,0.13 : 1,0.36 : 1
BIO1101-01,일반생물학I,0.43 : 1,0.33 : 1,0.22 : 1,0.16 : 1,0.10 : 1
BIO1102-01,일반생물학II,0.45 : 1,0.35 : 1,0.15 : 1,0.16 : 1,0.14 : 1
BIO1102-02,일반생물학II,0.79 : 1,0.80 : 1,0.46 : 1,0.48 : 1,0.26 : 1
BIO1102-03,일반생물학II,0.27 : 1,0.17 : 1,0.11 : 1,0.02 : 1,쿼터없음
BIO1106-01,일반생물학실험II,0.33 : 1,0.20 : 1,0.09 : 1,0.17 : 1,쿼터없음
BIO1106-02,일반생물학실험II,0.67 : 1,0.10 : 1,0.25 : 1,0.45 : 1,쿼터없음
BIO1106-03,일반생물학실험II,0.20 : 1,0.20 : 1,신청없음,0.08 : 1,쿼터없음
BIO1106-04,일반생물학실험II,0.33 : 1,0.50 : 1,신청없음,신청없음,쿼터없음
BIO1106-05,일반생물학실험II,1.27 : 1,1.70 : 1,0.33 : 1,0.25 : 1,쿼터없음
BIO1106-06,일반생물학실험II,0.47 : 1,0.30 : 1,신청없음,0.25 : 1,쿼터없음
BIO1106-07,일반생물학실험II,0.87 : 1,1.10 : 1,신청없음,0.40 : 1,쿼터없음
BIO1106-08,일반생물학실험II,0.33 : 1,0.40 : 1,신청없음,0.09 : 1,쿼터없음
BIO1106-09,일반생물학실험II,0.40 : 1,0.30 : 1,신청없음,0.08 : 1,쿼터없음
BIO1106-10,일반생물학실험II,0.47 : 1,0.30 : 1,0.30 : 1,신청없음,쿼터없음
BIO2122-01,현대생물학실험II,0.69 : 1,신청없음,0.56 : 1,0.14 : 1,0.43 : 1
BIO2122-02,현대생물학실험II,0.92 : 1,신청없음,0.89 : 1,신청없음,0.80 : 1
BIO2122-03,현대생물학실험II,1.38 : 1,신청없음,1.78 : 1,0.67 : 1,신청없음
BIO2122-04,현대생물학실험II,0.69 : 1,신청없음,0.56 : 1,0.57 : 1,신청없음
BIO2132-01,생화학II,0.55 : 1,신청없음,0.34 : 1,0.19 : 1,0.28 : 1
BIO2151-01,분자생물학,0.66 : 1,신청없음,0.62 : 1,0.31 : 1,0.12 : 1
BIO2522-01,식물생명과학,0.41 : 1,신청없음,0.40 : 1,0.18 : 1,0.05 : 1
BIO2701-01,환경과학론,0.22 : 1,신청없음,0.10 : 1,0.13 : 1,0.07 : 1
BIO3124-01,현대생물학실험IV,1.25 : 1,쿼터없음,신청없음,1.11 : 1,1.67 : 1
BIO3124-02,현대생물학실험IV,0.75 : 1,쿼터없음,신청없음,0.78 : 1,0.40 : 1
BIO3124-03,현대생물학실험IV,1.25 : 1,쿼터없음,0.50 : 1,1.00 : 1,2.00 : 1
BIO3124-04,현대생물학실험IV,0.25 : 1,쿼터없음,신청없음,0.33 : 1,신청없음
BIO3161-01,유전학,0.06 : 1,신청없음,신청없음,0.04 : 1,0.02 : 1
BIO3711-01,미생물학,0.28 : 1,신청없음,신청없음,0.21 : 1,0.11 : 1
BIO4203-01,생명과학특허와기술이전,0.01 : 1,신청없음,신청없음,신청없음,0.01 : 1
BIO4251-01,생물통계학,1.00 : 1,쿼터없음,쿼터없음,0.88 : 1,1.00 : 1
BIO4331-01,신경생물학,0.30 : 1,쿼터없음,0.05 : 1,0.33 : 1,0.14 : 1
BIO4441-01,분자세포생물학,0.32 : 1,쿼터없음,신청없음,0.30 : 1,0.19 : 1
BIO4721-01,분자세포종양학,0.19 : 1,쿼터없음,신청없음,0.10 : 1,0.14 : 1
BIO4911-01,식물유전공학,0.04 : 1,쿼터없음,신청없음,0.04 : 1,0.02 : 1
BIO4921-01,특수연구,0.10 : 1,쿼터없음,쿼터없음,쿼터없음,0.10 : 1
BIO4931-01,응용바이오기술실험,0.30 : 1,쿼터없음,쿼터없음,쿼터없음,0.30 : 1
BIOG001-01,바이오텍의기술사업화종합설계,0.03 : 1,쿼터없음,쿼터없음,신청없음,0.03 : 1
BNT3002-01,바이오융합기술프로젝트II,0.30 : 1,쿼터없음,쿼터없음,0.30 : 1,0.18 : 1
BNT3009-01,바이오모방공학개론,0.03 : 1,쿼터없음,쿼터없음,0.07 : 1,신청없음
BNTG001-01,바이오테크놀로지,0.63 : 1,쿼터없음,쿼터없음,0.60 : 1,0.48 : 1
BNTG006-01,바이오기술과투자기초,0.08 : 1,쿼터없음,신청없음,0.07 : 1,0.04 : 1
BNTG031-01,지식재산권과특허,0.40 : 1,쿼터없음,쿼터없음,0.33 : 1,0.28 : 1
BNTG032-01,의공학개론II,0.10 : 1,쿼터없음,쿼터없음,0.10 : 1,0.05 : 1
CBE2002-01,창의설계,1.77 : 1,1.60 : 1,1.80 : 1,쿼터없음,쿼터없음
CBE2002-02,창의설계,0.87 : 1,0.68 : 1,0.46 : 1,쿼터없음,쿼터없음
CBE2002-03,창의설계,0.13 : 1,0.04 : 1,0.03 : 1,쿼터없음,쿼터없음
CBE2002-04,창의설계,0.20 : 1,0.16 : 1,신청없음,쿼터없음,쿼터없음
CBE2006-01,응용생물학,0.30 : 1,0.22 : 1,0.11 : 1,쿼터없음,쿼터없음
CBE2006-02,응용생물학,0.50 : 1,0.40 : 1,0.17 : 1,쿼터없음,쿼터없음
CBE2007-01,응용생화학,0.69 : 1,쿼터없음,0.60 : 1,0.32 : 1,쿼터없음
CBE2007-02,응용생화학,0.81 : 1,쿼터없음,0.68 : 1,0.48 : 1,쿼터없음
CBE2009-01,화공생명공학기초실험II,1.35 : 1,쿼터없음,1.20 : 1,1.80 : 1,쿼터없음
CBE2009-02,화공생명공학기초실험II,1.40 : 1,쿼터없음,1.53 : 1,1.00 : 1,쿼터없음
CBE2009-03,화공생명공학기초실험II,0.35 : 1,쿼터없음,0.33 : 1,0.13 : 1,쿼터없음
CBE2009-04,화공생명공학기초실험II,1.30 : 1,쿼터없음,1.47 : 1,0.80 : 1,쿼터없음
CBE2012-01,화공수학II,0.76 : 1,쿼터없음,0.55 : 1,0.57 : 1,0.15 : 1
CBE2012-02,화공수학II,0.63 : 1,쿼터없음,0.49 : 1,0.24 : 1,0.24 : 1
CBE3001-01,화공열역학,0.71 : 1,쿼터없음,0.55 : 1,0.35 : 1,쿼터없음
CBE3001-02,화공열역학,0.83 : 1,쿼터없음,0.63 : 1,0.59 : 1,쿼터없음
CBE3005-01,열및물질전달,0.66 : 1,쿼터없음,쿼터없음,0.55 : 1,0.35 : 1
CBE3005-02,열및물질전달,0.20 : 1,쿼터없음,쿼터없음,0.20 : 1,0.03 : 1
CBE3006-01,공정제어,1.07 : 1,쿼터없음,쿼터없음,0.93 : 1,1.36 : 1
CBE3008-01,고분자물성,1.16 : 1,쿼터없음,쿼터없음,1.37 : 1,0.94 : 1
CBE3012-01,화공수학III,0.23 : 1,쿼터없음,쿼터없음,0.09 : 1,0.19 : 1
CBE3014-01,유전공학,0.14 : 1,쿼터없음,쿼터없음,0.10 : 1,0.06 : 1
CBE3016-01,화공생명공학요소실험II,1.10 : 1,쿼터없음,쿼터없음,1.07 : 1,1.20 : 1
CBE3016-02,화공생명공학요소실험II,0.80 : 1,쿼터없음,쿼터없음,0.93 : 1,0.33 : 1
CBE3016-03,화공생명공학요소실험II,0.85 : 1,쿼터없음,쿼터없음,1.00 : 1,0.40 : 1
CBE3016-04,화공생명공학요소실험II,0.80 : 1,쿼터없음,쿼터없음,1.00 : 1,0.20 : 1
CBE3303-01,연구프로젝트Ⅲ,0.30 : 1,쿼터없음,쿼터없음,0.10 : 1,0.26 : 1
CBE3303-02,연구프로젝트Ⅲ,0.30 : 1,쿼터없음,쿼터없음,0.50 : 1,0.07 : 1
CBE3303-03,연구프로젝트Ⅲ,0.35 : 1,쿼터없음,쿼터없음,0.30 : 1,0.24 : 1
CBE3303-04,연구프로젝트Ⅲ,0.20 : 1,쿼터없음,쿼터없음,0.30 : 1,0.06 : 1
CBE3303-05,연구프로젝트Ⅲ,0.55 : 1,쿼터없음,쿼터없음,0.50 : 1,0.40 : 1
CBE4001-01,화공생명공학심화종합설계Ⅱ,0.97 : 1,쿼터없음,쿼터없음,신청없음,0.97 : 1
CBE4001-02,화공생명공학심화종합설계Ⅱ,0.90 : 1,쿼터없음,쿼터없음,0.10 : 1,0.90 : 1
CBE4010-01,화공재료,0.43 : 1,쿼터없음,0.10 : 1,0.46 : 1,0.22 : 1
CBE4019-01,기능성고분자화학,0.36 : 1,쿼터없음,쿼터없음,0.26 : 1,0.26 : 1
CBE4020-01,에너지공학,1.41 : 1,쿼터없음,쿼터없음,1.54 : 1,1.29 : 1
CBE4021-01,나노기술의이해,0.66 : 1,쿼터없음,0.51 : 1,쿼터없음,쿼터없음
CHI2001-01,전공기초중국어1,0.23 : 1,0.20 : 1,0.29 : 1,신청없음,0.08 : 1
CHI2003-01,기초한문,2.00 : 1,3.30 : 1,1.10 : 1,1.20 : 1,2.40 : 1
CHI2007-01,중국문학의세계,1.13 : 1,1.40 : 1,1.00 : 1,0.60 : 1,1.22 : 1
CHI3002-01,중국어작문1,0.30 : 1,0.10 : 1,0.26 : 1,0.04 : 1,0.15 : 1
CHI3003-01,중국어3,1.43 : 1,2.40 : 1,1.50 : 1,1.00 : 1,1.20 : 1
CHI3007-01,중국어회화2,0.17 : 1,0.20 : 1,0.06 : 1,신청없음,0.07 : 1
CHI3013-01,중국의공연예술,1.67 : 1,2.40 : 1,1.90 : 1,1.00 : 1,1.80 : 1
CHI3019-01,중국언어로보는중국문화,0.10 : 1,0.10 : 1,신청없음,0.03 : 1,0.05 : 1
CHI3022-01,대만사회와문화,0.40 : 1,신청없음,0.07 : 1,0.08 : 1,0.33 : 1
CHI3032-01,루쉰과현대,1.10 : 1,0.60 : 1,0.83 : 1,0.67 : 1,1.33 : 1
CHI4002-01,제자백가의이해,0.18 : 1,신청없음,신청없음,0.17 : 1,0.06 : 1
CHI4007-01,중국어통번역,0.60 : 1,신청없음,0.20 : 1,0.46 : 1,0.33 : 1
CHI4009-01,중국미디어와도시,0.27 : 1,신청없음,신청없음,0.08 : 1,0.21 : 1
CHI4014-01,글로벌라이제이션과중국,0.40 : 1,신청없음,0.50 : 1,0.20 : 1,0.18 : 1
CHI4015-01,중국진출기업의문화적현지화(캡스톤디자인),0.47 : 1,0.20 : 1,0.14 : 1,0.09 : 1,0.36 : 1
CHM1001-01,일반화학I,0.47 : 1,0.28 : 1,0.19 : 1,0.14 : 1,0.07 : 1
CHM1002-01,일반화학II,0.31 : 1,0.07 : 1,0.22 : 1,0.07 : 1,0.02 : 1
CHM1002-02,일반화학II,0.84 : 1,0.75 : 1,0.35 : 1,0.39 : 1,0.25 : 1
CHM1002-03,일반화학II,0.64 : 1,0.33 : 1,0.31 : 1,0.19 : 1,0.21 : 1
CHM1002-04,일반화학II,0.85 : 1,0.37 : 1,0.47 : 1,0.39 : 1,0.50 : 1
CHM1002-05,일반화학II,1.05 : 1,0.78 : 1,0.61 : 1,0.92 : 1,1.67 : 1
CHM1052-01,일반화학실험II,0.56 : 1,0.45 : 1,0.14 : 1,0.29 : 1,0.13 : 1
CHM1052-02,일반화학실험II,1.00 : 1,0.82 : 1,0.33 : 1,1.33 : 1,0.67 : 1
CHM1052-03,일반화학실험II,0.31 : 1,0.27 : 1,0.11 : 1,신청없음,0.08 : 1
CHM1052-04,일반화학실험II,0.13 : 1,0.09 : 1,신청없음,0.08 : 1,신청없음
CHM1052-05,일반화학실험II,1.31 : 1,1.31 : 1,쿼터없음,쿼터없음,쿼터없음
CHM1052-06,일반화학실험II,0.63 : 1,0.82 : 1,0.33 : 1,신청없음,신청없음
CHM1052-07,일반화학실험II,0.88 : 1,0.69 : 1,쿼터없음,쿼터없음,쿼터없음
CHM1052-08,일반화학실험II,0.94 : 1,0.91 : 1,1.50 : 1,2.00 : 1,신청없음
CHM1052-09,일반화학실험II,0.19 : 1,0.18 : 1,0.10 : 1,신청없음,신청없음
CHM1052-10,일반화학실험II,0.38 : 1,0.55 : 1,신청없음,신청없음,신청없음
CHM1052-11,일반화학실험II,0.94 : 1,1.09 : 1,1.00 : 1,1.00 : 1,0.33 : 1
CHM1052-12,일반화학실험II,0.88 : 1,0.91 : 1,1.50 : 1,신청없음,0.25 : 1
CHM1052-13,일반화학실험II,0.13 : 1,0.13 : 1,쿼터없음,쿼터없음,쿼터없음
CHM1052-14,일반화학실험II,1.69 : 1,1.91 : 1,2.00 : 1,2.00 : 1,0.67 : 1
CHM1052-15,일반화학실험II,0.56 : 1,0.27 : 1,0.22 : 1,0.25 : 1,0.22 : 1
CHM1052-16,일반화학실험II,0.31 : 1,0.27 : 1,신청없음,0.10 : 1,0.08 : 1
CHM2102-01,기기분석,0.30 : 1,신청없음,0.20 : 1,0.18 : 1,0.15 : 1
CHM2152-01,기기분석실험,1.89 : 1,신청없음,1.50 : 1,7.00 : 1,1.21 : 1
CHM2152-02,기기분석실험,1.00 : 1,신청없음,신청없음,1.00 : 1,1.00 : 1
CHM2201-01,물리화학I,0.54 : 1,0.20 : 1,0.39 : 1,0.17 : 1,0.18 : 1
CHM2203-01,물리화학III,0.12 : 1,신청없음,0.03 : 1,0.10 : 1,0.05 : 1
CHM2252-01,물리화학실험II,0.41 : 1,신청없음,신청없음,0.25 : 1,0.32 : 1
CHM2302-01,유기화학II,0.55 : 1,신청없음,0.25 : 1,0.24 : 1,0.28 : 1
CHM2302-02,유기화학II,0.14 : 1,신청없음,0.07 : 1,0.04 : 1,0.05 : 1
CHM2332-01,유기화학특론II,0.13 : 1,신청없음,신청없음,0.06 : 1,0.10 : 1
CHM2351-01,유기화학실험I,0.69 : 1,신청없음,0.45 : 1,0.43 : 1,0.20 : 1
CHM2351-02,유기화학실험I,1.31 : 1,신청없음,1.27 : 1,2.00 : 1,1.00 : 1
CHM2351-03,유기화학실험I,1.23 : 1,신청없음,0.73 : 1,1.25 : 1,3.00 : 1
CHM2351-04,유기화학실험I,0.23 : 1,신청없음,0.18 : 1,0.10 : 1,신청없음
CHM2402-01,무기화학II,0.16 : 1,신청없음,신청없음,0.08 : 1,0.11 : 1
CHM2451-01,무기화학실험,0.56 : 1,신청없음,신청없음,0.40 : 1,0.42 : 1
CHM2451-02,무기화학실험,0.75 : 1,신청없음,신청없음,1.00 : 1,0.33 : 1
CHM2451-03,무기화학실험,1.31 : 1,신청없음,신청없음,1.20 : 1,1.50 : 1
CHM2451-04,무기화학실험,0.06 : 1,신청없음,신청없음,0.25 : 1,신청없음
CHM2601-01,생화학I,0.47 : 1,신청없음,0.45 : 1,0.44 : 1,0.15 : 1
CHM4052-01,창의적연구프로젝트설계,0.23 : 1,쿼터없음,쿼터없음,신청없음,0.23 : 1
CHM4203-01,화학특허와기술이전,0.05 : 1,신청없음,신청없음,신청없음,0.05 : 1
CHMG302-01,고급유기화학II,0.04 : 1,신청없음,0.01 : 1,신청없음,0.04 : 1
CHMG501-01,고급생화학,0.13 : 1,신청없음,신청없음,0.03 : 1,0.11 : 1
CHS2001-01,한국문화와역사,0.33 : 1,0.08 : 1,0.06 : 1,0.10 : 1,0.18 : 1
CHS2002-01,현대한국의형성,0.71 : 1,0.40 : 1,0.22 : 1,0.32 : 1,0.38 : 1
CHS2002-02,현대한국의형성,0.11 : 1,0.13 : 1,0.02 : 1,신청없음,0.04 : 1
CHS2002-03,현대한국의형성,0.21 : 1,0.18 : 1,0.05 : 1,0.05 : 1,0.06 : 1
CHS2002-04,현대한국의형성,0.09 : 1,신청없음,0.01 : 1,0.04 : 1,0.04 : 1
CHS2002-05,현대한국의형성,0.35 : 1,0.43 : 1,0.09 : 1,0.04 : 1,0.07 : 1
CHS2003-01,현대동아시아의형성,0.19 : 1,0.10 : 1,0.05 : 1,0.09 : 1,0.03 : 1
CHS2003-02,현대동아시아의형성,0.01 : 1,신청없음,0.01 : 1,신청없음,신청없음
CHS2003-03,현대동아시아의형성,0.80 : 1,0.58 : 1,0.40 : 1,0.42 : 1,0.33 : 1
CHS2004-01,현대서양의형성,0.23 : 1,0.05 : 1,0.10 : 1,0.05 : 1,0.09 : 1
CHS2004-02,현대서양의형성,0.26 : 1,0.25 : 1,0.03 : 1,0.06 : 1,0.08 : 1
CHS2004-03,현대서양의형성,0.13 : 1,0.10 : 1,0.03 : 1,0.03 : 1,0.03 : 1
CHU4005-01,인물로본중국사,3.30 : 1,2.90 : 1,3.15 : 1,2.65 : 1,4.50 : 1
CHU4007-01,인물로본서양사,0.31 : 1,0.10 : 1,0.13 : 1,0.04 : 1,0.23 : 1
CHU4011-01,영화로본역사,0.34 : 1,0.10 : 1,0.16 : 1,0.12 : 1,0.20 : 1
CHU4013-01,문학작품으로읽는한국사,0.05 : 1,0.10 : 1,0.03 : 1,신청없음,0.01 : 1
COR1003-01,영어글로벌의사소통I,2.58 : 1,3.15 : 1,1.50 : 1,0.50 : 1,신청없음
COR1003-02,영어글로벌의사소통I,1.77 : 1,1.55 : 1,3.50 : 1,3.00 : 1,1.00 : 1
COR1003-03,영어글로벌의사소통I,0.12 : 1,0.10 : 1,0.05 : 1,신청없음,신청없음
COR1003-04,영어글로벌의사소통I,0.04 : 1,0.05 : 1,신청없음,신청없음,신청없음
COR1003-05,영어글로벌의사소통I,0.88 : 1,0.90 : 1,0.75 : 1,0.67 : 1,신청없음
COR1003-06,영어글로벌의사소통I,0.77 : 1,0.80 : 1,0.50 : 1,0.20 : 1,신청없음
COR1003-07,영어글로벌의사소통I,1.96 : 1,2.25 : 1,2.00 : 1,0.50 : 1,0.33 : 1
COR1003-08,영어글로벌의사소통I,0.04 : 1,0.05 : 1,신청없음,신청없음,신청없음
COR1003-09,영어글로벌의사소통I,0.23 : 1,0.25 : 1,신청없음,신청없음,0.05 : 1
COR1003-10,영어글로벌의사소통I,0.38 : 1,0.45 : 1,신청없음,0.07 : 1,신청없음
COR1003-11,영어글로벌의사소통I,0.46 : 1,0.55 : 1,0.09 : 1,신청없음,신청없음
COR1003-12,영어글로벌의사소통I,2.00 : 1,1.90 : 1,4.00 : 1,2.00 : 1,1.00 : 1
COR1003-13,영어글로벌의사소통I,2.08 : 1,2.35 : 1,2.50 : 1,0.50 : 1,0.33 : 1
COR1003-14,영어글로벌의사소통I,0.65 : 1,0.65 : 1,0.33 : 1,0.13 : 1,신청없음
COR1003-15,영어글로벌의사소통I,0.62 : 1,0.55 : 1,0.27 : 1,0.10 : 1,0.09 : 1
COR1003-16,영어글로벌의사소통I,0.08 : 1,0.05 : 1,신청없음,신청없음,0.04 : 1
COR1003-17,영어글로벌의사소통I,0.23 : 1,0.30 : 1,신청없음,신청없음,신청없음
COR1003-18,영어글로벌의사소통I,0.38 : 1,0.40 : 1,신청없음,0.06 : 1,0.06 : 1
COR1003-19,영어글로벌의사소통I,0.69 : 1,0.65 : 1,0.44 : 1,0.14 : 1,신청없음
COR1003-20,영어글로벌의사소통I,0.46 : 1,0.50 : 1,0.08 : 1,0.08 : 1,신청없음
COR1003-21,영어글로벌의사소통I,0.38 : 1,0.30 : 1,0.25 : 1,신청없음,신청없음
COR1003-22,영어글로벌의사소통I,0.23 : 1,0.25 : 1,0.06 : 1,신청없음,신청없음
COR1003-23,영어글로벌의사소통I,0.27 : 1,0.10 : 1,0.05 : 1,0.05 : 1,0.14 : 1
COR1003-24,영어글로벌의사소통I,1.19 : 1,0.55 : 1,1.27 : 1,1.50 : 1,1.50 : 1
COR1003-25,영어글로벌의사소통I,0.77 : 1,0.70 : 1,0.13 : 1,0.33 : 1,0.25 : 1
COR1003-26,영어글로벌의사소통I,1.04 : 1,0.40 : 1,0.64 : 1,0.57 : 1,1.20 : 1
COR1005-01,영어글로벌의사소통I(고급),0.46 : 1,0.35 : 1,신청없음,0.12 : 1,0.18 : 1
COR1007-01,성찰과성장,쿼터없음,쿼터없음,쿼터없음,쿼터없음,쿼터없음
COR1009-01,컴퓨팅사고력,1.24 : 1,1.16 : 1,3.50 : 1,1.00 : 1,1.00 : 1
COR1009-02,컴퓨팅사고력,0.48 : 1,0.34 : 1,0.14 : 1,0.10 : 1,0.03 : 1
COR1009-03,컴퓨팅사고력,0.27 : 1,0.13 : 1,0.14 : 1,0.02 : 1,0.02 : 1
COR1009-04,컴퓨팅사고력,0.56 : 1,0.48 : 1,0.14 : 1,0.08 : 1,신청없음
COR1009-05,컴퓨팅사고력,0.44 : 1,0.36 : 1,0.12 : 1,0.06 : 1,신청없음
COR1009-06,컴퓨팅사고력,0.30 : 1,0.24 : 1,0.07 : 1,0.02 : 1,0.02 : 1
COR1009-07,컴퓨팅사고력,0.35 : 1,0.18 : 1,0.17 : 1,0.05 : 1,0.03 : 1
COR1009-08,컴퓨팅사고력,0.25 : 1,0.15 : 1,0.10 : 1,0.02 : 1,0.02 : 1
COR1009-09,컴퓨팅사고력,1.76 : 1,1.40 : 1,8.50 : 1,5.00 : 1,3.00 : 1
COR1009-10,컴퓨팅사고력,0.46 : 1,0.38 : 1,0.12 : 1,신청없음,0.06 : 1
COR1009-11,컴퓨팅사고력,4.25 : 1,3.64 : 1,21.50 : 1,5.00 : 1,2.00 : 1
COR1009-12,컴퓨팅사고력,3.41 : 1,2.66 : 1,18.00 : 1,9.00 : 1,6.00 : 1
COR1009-13,컴퓨팅사고력,0.78 : 1,0.56 : 1,0.33 : 1,0.18 : 1,0.20 : 1
COR1009-14,컴퓨팅사고력,0.75 : 1,0.38 : 1,0.53 : 1,0.21 : 1,0.06 : 1
COR1009-15,컴퓨팅사고력,0.34 : 1,0.32 : 1,0.03 : 1,0.03 : 1,신청없음
COR1012-01,인문사회글쓰기,1.03 : 1,1.12 : 1,1.00 : 1,0.50 : 1,신청없음
COR1012-02,인문사회글쓰기,1.03 : 1,0.84 : 1,0.83 : 1,1.00 : 1,2.00 : 1
COR1012-03,인문사회글쓰기,3.47 : 1,3.44 : 1,6.00 : 1,1.00 : 1,4.00 : 1
COR1012-04,인문사회글쓰기,0.20 : 1,0.20 : 1,신청없음,0.04 : 1,신청없음
COR1012-05,인문사회글쓰기,0.30 : 1,0.16 : 1,0.09 : 1,0.04 : 1,0.09 : 1
COR1012-06,인문사회글쓰기,0.20 : 1,0.20 : 1,신청없음,0.04 : 1,신청없음
COR1012-07,인문사회글쓰기,0.23 : 1,0.24 : 1,신청없음,신청없음,0.04 : 1
COR1012-08,인문사회글쓰기,2.60 : 1,2.32 : 1,7.00 : 1,3.00 : 1,신청없음
COR1012-09,인문사회글쓰기,3.00 : 1,3.00 : 1,5.00 : 1,1.00 : 1,3.00 : 1
COR1012-10,인문사회글쓰기,0.03 : 1,신청없음,0.04 : 1,신청없음,신청없음
COR1012-11,인문사회글쓰기,0.07 : 1,0.04 : 1,신청없음,신청없음,0.03 : 1
COR1012-12,인문사회글쓰기,0.13 : 1,0.12 : 1,신청없음,신청없음,0.04 : 1
COR1012-13,인문사회글쓰기,3.00 : 1,2.88 : 1,6.00 : 1,2.00 : 1,2.00 : 1
COR1012-14,인문사회글쓰기,1.43 : 1,1.56 : 1,0.50 : 1,1.00 : 1,신청없음
COR1012-15,인문사회글쓰기,0.47 : 1,0.40 : 1,0.24 : 1,신청없음,신청없음
COR1012-16,인문사회글쓰기,0.07 : 1,0.04 : 1,0.04 : 1,신청없음,신청없음
COR1013-01,자연계글쓰기,1.37 : 1,1.56 : 1,신청없음,0.50 : 1,신청없음
COR1013-02,자연계글쓰기,0.17 : 1,0.20 : 1,신청없음,신청없음,신청없음
COR1013-03,자연계글쓰기,1.63 : 1,1.76 : 1,1.50 : 1,0.50 : 1,0.50 : 1
COR1013-04,자연계글쓰기,0.20 : 1,0.20 : 1,신청없음,신청없음,0.04 : 1
COR1013-05,자연계글쓰기,0.33 : 1,0.36 : 1,신청없음,0.05 : 1,신청없음
COR1013-06,자연계글쓰기,0.30 : 1,0.32 : 1,신청없음,0.05 : 1,신청없음
COR1013-07,자연계글쓰기,1.70 : 1,1.84 : 1,2.00 : 1,0.50 : 1,신청없음
COR1013-08,자연계글쓰기,0.40 : 1,0.32 : 1,0.05 : 1,0.10 : 1,0.05 : 1
COR1013-09,자연계글쓰기,0.93 : 1,0.96 : 1,1.00 : 1,0.50 : 1,신청없음
COR1013-10,자연계글쓰기,0.10 : 1,0.04 : 1,0.08 : 1,신청없음,신청없음
COR1014-01,한국어글쓰기,2.20 : 1,2.90 : 1,1.60 : 1,0.80 : 1,쿼터없음
