과목코드+분반코드,개설전공,과목명,전체,2학년,3학년,4학년,1학년
STS2005-10,교양학부,미적분학I,0.08 : 1,0.60 : 1,0.20 : 1,신청없음,0.02 : 1
STS2005-11,교양학부,미적분학I,0.18 : 1,1.80 : 1,0.33 : 1,0.25 : 1,신청없음
STS2005-14,교양학부,미적분학I,0.08 : 1,0.60 : 1,0.40 : 1,신청없음,신청없음
STS2008-01,교양학부,고급응용C프로그래밍,1.89 : 1,1.94 : 1,1.80 : 1,1.20 : 1,쿼터없음
STS2008-02,교양학부,고급응용C프로그래밍,0.73 : 1,0.69 : 1,0.31 : 1,0.25 : 1,쿼터없음
STS2008-03,교양학부,고급응용C프로그래밍,1.00 : 1,0.89 : 1,0.78 : 1,1.00 : 1,쿼터없음
STS2008-04,교양학부,고급응용C프로그래밍,0.60 : 1,0.66 : 1,0.12 : 1,0.10 : 1,쿼터없음
STS2010-01,교양학부,과학사,0.53 : 1,0.70 : 1,0.25 : 1,0.50 : 1,0.20 : 1
STS2010-02,교양학부,과학사,0.47 : 1,1.00 : 1,0.40 : 1,0.44 : 1,0.05 : 1
STS2011-01,교양학부,기초빅데이터프로그래밍,1.10 : 1,0.32 : 1,0.70 : 1,1.38 : 1,쿼터없음
STS2011-02,교양학부,기초빅데이터프로그래밍,1.23 : 1,0.40 : 1,0.83 : 1,2.40 : 1,쿼터없음
STU4005-01,교양학부,바다의이해,0.80 : 1,0.55 : 1,0.34 : 1,1.10 : 1,신청없음
STU4010-01,교양학부,건강과한의학,0.08 : 1,0.12 : 1,0.02 : 1,0.06 : 1,신청없음
STU4011-02,교양학부,우주와원자시대,0.49 : 1,0.55 : 1,0.47 : 1,0.70 : 1,신청없음
STU4011-03,교양학부,우주와원자시대,0.06 : 1,0.10 : 1,0.04 : 1,0.03 : 1,신청없음
STU4025-01,교양학부,확률과세상,0.08 : 1,신청없음,0.04 : 1,0.10 : 1,신청없음
SUA2004-01,스타트업연계전공,기업가정신과사업기회포착,0.20 : 1,신청없음,0.10 : 1,0.14 : 1,쿼터없음
SUA2005-01,스타트업연계전공,실전스타트업(캡스톤디자인),0.15 : 1,쿼터없음,0.10 : 1,0.05 : 1,쿼터없음
SUA4005-01,스타트업연계전공,기업과지식재산,0.43 : 1,신청없음,0.20 : 1,0.35 : 1,쿼터없음
TLS1001-01,교양학부,독서와토론,0.80 : 1,3.50 : 1,5.00 : 1,7.00 : 1,신청없음
TLS1002-01,교양학부,비평적글쓰기연습,1.03 : 1,1.20 : 1,3.00 : 1,2.00 : 1,신청없음
TLS1002-02,교양학부,비평적글쓰기연습,0.57 : 1,1.20 : 1,1.80 : 1,0.40 : 1,신청없음
TLS1003-01,교양학부,스토리텔링글쓰기연습,0.93 : 1,1.00 : 1,2.60 : 1,2.00 : 1,신청없음
TLS1003-02,교양학부,스토리텔링글쓰기연습,1.47 : 1,2.80 : 1,3.40 : 1,2.40 : 1,0.07 : 1
TLS1004-01,교양학부,영어글로벌의사소통II,0.77 : 1,1.50 : 1,0.71 : 1,0.33 : 1,0.25 : 1
TLS1004-02,교양학부,영어글로벌의사소통II,0.62 : 1,1.67 : 1,0.43 : 1,0.09 : 1,0.13 : 1
TLS1004-03,교양학부,영어글로벌의사소통II,1.88 : 1,3.83 : 1,2.00 : 1,0.57 : 1,0.89 : 1
TLS1004-04,교양학부,영어글로벌의사소통II,1.69 : 1,2.33 : 1,2.14 : 1,1.43 : 1,0.83 : 1
TLS1004-05,교양학부,영어글로벌의사소통II,0.62 : 1,1.33 : 1,0.29 : 1,0.33 : 1,0.14 : 1
TLS1004-06,교양학부,영어글로벌의사소통II,0.50 : 1,1.33 : 1,0.14 : 1,0.15 : 1,0.12 : 1
