전공,입력코드,과목명,2학년,3학년,4학년,1학년
"교양학부(수학,생명,컴퓨터 기타)",STS2002-04,생명과환경,1 : 0.55,신청없음,1 : 0.26,1 : 0.07
"교양학부(수학,생명,컴퓨터 기타)",STS2004-01,대학수학,1 : 0.20,1 : 0.14,신청없음,1 : 0.03
"교양학부(수학,생명,컴퓨터 기타)",STS2004-02,대학수학,1 : 1.80,신청없음,1 : 0.40,1 : 0.04
"교양학부(수학,생명,컴퓨터 기타)",STS2004-03,대학수학,1 : 0.80,1 : 0.50,신청없음,1 : 0.07
"교양학부(수학,생명,컴퓨터 기타)",STS2004-04,대학수학,1 : 0.80,신청없음,1 : 0.17,1 : 0.04
"교양학부(수학,생명,컴퓨터 기타)",STS2004-05,대학수학,1 : 2.20,1 : 1.33,1 : 0.50,1 : 0.08
"교양학부(수학,생명,컴퓨터 기타)",STS2004-06,대학수학,1 : 2.00,1 : 1.33,1 : 0.50,1 : 0.12
"교양학부(수학,생명,컴퓨터 기타)",STS2004-07,대학수학,1 : 1.60,1 : 1.33,신청없음,1 : 0.10
"교양학부(수학,생명,컴퓨터 기타)",STS2004-08,대학수학,1 : 2.20,1 : 0.67,1 : 0.33,1 : 0.02
"교양학부(수학,생명,컴퓨터 기타)",STS2004-09,대학수학,1 : 0.40,1 : 0.17,1 : 0.14,1 : 0.02
"교양학부(수학,생명,컴퓨터 기타)",STS2004-10,대학수학,1 : 1.20,1 : 1.00,1 : 1.00,신청없음
"교양학부(수학,생명,컴퓨터 기타)",STS2004-11,대학수학,1 : 3.80,1 : 1.33,1 : 1.50,1 : 0.10
"교양학부(수학,생명,컴퓨터 기타)",STS2004-12,대학수학,1 : 5.20,1 : 0.33,1 : 0.75,1 : 0.06
"교양학부(수학,생명,컴퓨터 기타)",STS2004-13,대학수학,1 : 0.53,1 : 0.60,1 : 0.33,1 : 0.32
"교양학부(수학,생명,컴퓨터 기타)",STS2005-01,미적분학I,1 : 0.60,1 : 0.20,신청없음,신청없음
"교양학부(수학,생명,컴퓨터 기타)",STS2005-02,미적분학I,1 : 1.40,신청없음,1 : 0.40,신청없음
"교양학부(수학,생명,컴퓨터 기타)",STS2005-03,미적분학I,1 : 0.40,신청없음,신청없음,신청없음
"교양학부(수학,생명,컴퓨터 기타)",STS2005-04,미적분학I,1 : 2.60,신청없음,1 : 0.20,1 : 0.09
"교양학부(수학,생명,컴퓨터 기타)",STS2005-05,미적분학I,1 : 4.40,1 : 3.67,1 : 3.00,1 : 0.10
"교양학부(수학,생명,컴퓨터 기타)",STS2005-06,미적분학I,1 : 5.00,1 : 5.00,1 : 2.00,1 : 0.06
"교양학부(수학,생명,컴퓨터 기타)",STS2005-07,미적분학I,1 : 1.00,1 : 0.67,1 : 0.67,신청없음
"교양학부(수학,생명,컴퓨터 기타)",STS2005-08,미적분학I,1 : 1.00,1 : 0.33,신청없음,신청없음
"교양학부(수학,생명,컴퓨터 기타)",STS2005-09,미적분학I,1 : 1.20,1 : 0.67,1 : 0.33,신청없음
"교양학부(수학,생명,컴퓨터 기타)",STS2005-10,미적분학I,1 : 1.00,1 : 2.00,1 : 1.50,1 : 0.04
"교양학부(수학,생명,컴퓨터 기타)",STS2005-11,미적분학I,1 : 1.00,1 : 0.67,1 : 0.33,신청없음
"교양학부(수학,생명,컴퓨터 기타)",STS2005-12,미적분학I,1 : 1.00,신청없음,신청없음,신청없음
"교양학부(수학,생명,컴퓨터 기타)",STS2005-13,미적분학I,1 : 2.60,1 : 1.67,신청없음,신청없음
"교양학부(수학,생명,컴퓨터 기타)",STS2008-01,고급응용C프로그래밍,1 : 0.90,1 : 0.83,1 : 0.50,쿼터없음
"교양학부(수학,생명,컴퓨터 기타)",STS2008-02,고급응용C프로그래밍,1 : 1.20,1 : 1.20,1 : 0.70,쿼터없음
"교양학부(수학,생명,컴퓨터 기타)",STS2008-03,고급응용C프로그래밍,1 : 0.15,1 : 0.11,1 : 0.06,쿼터없음
"교양학부(수학,생명,컴퓨터 기타)",STS2008-04,고급응용C프로그래밍,1 : 2.30,1 : 0.60,1 : 0.43,쿼터없음
"교양학부(수학,생명,컴퓨터 기타)",STS2010-01,과학사,1 : 0.35,1 : 0.06,1 : 0.02,1 : 0.03
"교양학부(수학,생명,컴퓨터 기타)",STS2010-02,과학사,1 : 0.15,1 : 0.05,1 : 0.05,1 : 0.01
"교양학부(수학,생명,컴퓨터 기타)",STS2011-01,기초응용소프트웨어프로그래밍,1 : 0.05,1 : 0.10,1 : 0.08,쿼터없음
교양학부,STU4005-01,바다의이해,1 : 0.25,1 : 0.08,1 : 0.34,신청없음
교양학부,STU4006-01,자연재해와우리사회,1 : 0.30,1 : 0.59,1 : 0.65,1 : 0.06
교양학부,STU4007-01,지구과학,1 : 0.55,1 : 0.34,1 : 0.59,1 : 0.03
교양학부,STU4016-01,사상의학의이해,1 : 0.63,1 : 0.37,1 : 0.83,1 : 0.08
스타트업연계전공,SUA2004-01,기업가정신과사업기회포착,1 : 0.20,1 : 0.14,1 : 0.11,신청없음
스타트업연계전공,SUA2005-01,실전스타트업(캐쉬클래스),1 : 0.20,1 : 0.16,1 : 0.16,신청없음
스타트업연계전공,SUA4005-01,기업과지식재산,1 : 0.20,1 : 0.21,1 : 0.13,신청없음
교양학부(사고와언어표현의탐구),TLS1002-01,비평적글쓰기연습,1 : 4.20,1 : 0.90,1 : 0.91,신청없음
교양학부(사고와언어표현의탐구),TLS1002-02,비평적글쓰기연습,1 : 5.40,1 : 0.70,1 : 0.38,1 : 0.15
교양학부(사고와언어표현의탐구),TLS1002-03,비평적글쓰기연습,1 : 5.40,1 : 0.20,1 : 0.28,1 : 0.11
교양학부(사고와언어표현의탐구),TLS1002-04,비평적글쓰기연습,1 : 3.60,1 : 0.50,1 : 0.33,1 : 0.13
교양학부(사고와언어표현의탐구),TLS1004-01,글로벌의사소통II,1 : 2.17,1 : 1.14,1 : 2.43,1 : 1.00
